content_author_brid.content_id,content_author_brid.author_id,content_author_brid.content_type_key
14723,6662,1
14726,6668,1
10414,4734,1
2604,1314,1
10488,4782,1
10490,4784,1
2624,1335,1
10510,4802,1
2628,1341,1
10563,4816,1
10569,4816,1
10575,4816,1
12536,4816,1
12653,4816,1
2631,1342,1
15306,1347,1
10280,18,1
2643,1350,1
10579,4845,1
10587,4849,1
10597,4858,1
6804,3411,1
10678,4904,1
13871,1432,1
10691,4914,1
10704,4923,1
10723,4935,1
10400,4943,1
5757,2915,1
2890,1484,1
8517,2919,1
7164,4780,1
10514,4810,1
10524,4820,1
422,23,1
718,19,1
12525,10,1
5823,2921,1
10538,4826,1
10540,4830,1
14865,4836,1
13746,4890,1
10728,4936,1
10781,4942,1
8247,2926,1
10778,4949,1
11971,4949,1
10784,4951,1
10846,4955,1
8379,2928,1
10847,4957,1
10561,1540,1
13775,1540,1
397,56,1
5874,2936,1
3058,1561,1
10839,4961,1
10828,4964,1
242,57,1
10821,4966,1
10825,4971,1
7056,3489,1
7977,3489,1
8472,3489,1
8484,3489,1
8493,3489,1
8502,3489,1
8571,3489,1
8580,3489,1
9237,3489,1
9246,3489,1
9405,3489,1
9441,3489,1
9576,3489,1
9597,3489,1
9606,3489,1
9615,3489,1
9624,3489,1
9633,3489,1
9642,3489,1
9654,3489,1
9663,3489,1
14379,3489,1
15665,3489,1
10853,4978,1
5799,2943,1
7575,2943,1
10903,4982,1
5802,2948,1
5804,2951,1
5810,2952,1
5834,2952,1
728,67,1
820,67,1
11414,67,1
11420,67,1
10916,4993,1
3134,1594,1
15873,4999,1
6714,70,1
3137,1595,1
13692,5003,1
11002,5006,1
10954,5009,1
513,72,1
5813,2959,1
5816,2962,1
7704,2962,1
7713,2962,1
7722,2962,1
7731,2962,1
7740,2962,1
7749,2962,1
7758,2962,1
7767,2962,1
10960,5015,1
270,75,1
273,77,1
10966,5023,1
15303,5026,1
15303,5027,1
11707,5029,1
10976,5030,1
288,81,1
10987,5036,1
3539,1704,1
428,83,1
5835,2970,1
11343,1718,1
10999,5048,1
9672,1730,1
10112,1730,1
14837,1730,1
11008,5057,1
11014,5062,1
11020,5066,1
11027,5074,1
3530,1760,1
11056,5086,1
12696,5087,1
11060,5090,1
3636,1762,1
3488,1765,1
326,92,1
304,93,1
3574,1768,1
11066,5101,1
10082,1769,1
10662,1769,1
11593,1769,1
11610,1769,1
11077,5107,1
3726,1772,1
11084,5114,1
5840,2972,1
5845,2972,1
5850,2972,1
5856,2972,1
5886,2972,1
6102,2972,1
5858,2975,1
11102,5126,1
11105,5132,1
5866,2980,1
626,98,1
11439,98,1
11126,5146,1
5870,2981,1
15797,5150,1
687,99,1
11142,5157,1
11156,5157,1
11223,5157,1
13362,5157,1
13370,5157,1
13457,5157,1
14193,5157,1
14303,5157,1
5934,2985,1
5884,2988,1
5888,2991,1
5891,2994,1
10633,1794,1
11992,1794,1
360,106,1
425,106,1
8898,106,1
10216,1827,1
11232,5220,1
372,109,1
743,109,1
3710,1876,1
597,206,1
601,206,1
14108,206,1
14138,5233,1
11332,5236,1
11356,5239,1
11272,5244,1
11290,5250,1
13659,5251,1
11295,5254,1
11298,5262,1
11310,5268,1
11362,5277,1
11471,5277,1
621,213,1
744,213,1
846,213,1
11365,5280,1
3810,1918,1
11459,5291,1
11465,5292,1
6021,1923,1
11508,5303,1
11541,5312,1
11552,5313,1
15696,5316,1
539,112,1
612,112,1
705,112,1
717,112,1
803,112,1
883,112,1
11442,112,1
11580,5326,1
3822,1929,1
11596,5331,1
3823,1932,1
11617,5340,1
11695,5346,1
11620,5350,1
11634,5356,1
395,127,1
6681,128,1
3844,1948,1
11706,5377,1
14348,5388,1
3856,1952,1
3877,1963,1
418,138,1
3882,1964,1
11995,5438,1
5955,3019,1
6897,3019,1
7578,3019,1
7926,3019,1
423,140,1
426,141,1
12004,5446,1
4016,1990,1
5970,3036,1
11323,3042,1
11331,3042,1
6000,3057,1
446,148,1
502,148,1
12029,5474,1
453,152,1
6042,3081,1
12047,5486,1
12055,5486,1
6723,153,1
4022,1997,1
457,155,1
12070,5498,1
12077,5506,1
6060,3099,1
15332,5507,1
12089,5512,1
16082,3108,1
12101,5521,1
12116,5534,1
6093,3114,1
14384,3114,1
15279,2014,1
15573,5540,1
12160,5546,1
712,172,1
12181,5551,1
13643,5554,1
14123,2060,1
14340,5560,1
12221,5566,1
12224,5569,1
6141,3141,1
6153,3147,1
12503,5594,1
12505,5596,1
11872,5598,1
546,184,1
12516,5601,1
548,185,1
4225,2085,1
1477,187,1
555,188,1
12023,5666,1
557,190,1
6165,3156,1
12555,5682,1
12560,5684,1
12710,192,1
12575,5688,1
12585,5693,1
15956,5693,1
12208,5694,1
1864,5705,1
12620,5708,1
14169,5711,1
12599,5712,1
12602,5715,1
12611,5723,1
16098,5723,1
12638,5747,1
13622,5762,1
12650,5765,1
12650,5768,1
12684,5798,1
12692,5823,1
12698,5825,1
603,207,1
6477,3168,1
4294,2144,1
13376,5960,1
6213,3171,1
6237,3171,1
13380,5964,1
13391,5969,1
13392,5972,1
13412,5981,1
13418,5984,1
13422,5984,1
6198,3177,1
13431,5985,1
13469,5990,1
13472,5993,1
6273,3180,1
13482,5996,1
6219,3183,1
4338,2166,1
13499,6009,1
14162,6009,1
8961,4101,1
11917,4173,1
533,4206,1
10296,4206,1
11426,4206,1
13351,4334,1
9856,4412,1
15684,4412,1
9858,4424,1
10068,4558,1
10182,4620,1
10206,4636,1
10408,4730,1
10422,4736,1
10434,4746,1
10438,4752,1
10440,4754,1
10446,4756,1
10454,4760,1
10460,4764,1
10468,4768,1
10474,4774,1
10494,4788,1
10502,4798,1
10516,4808,1
10538,4828,1
13677,4838,1
10606,4864,1
10616,4879,1
10618,4884,1
10657,4895,1
10676,4903,1
10709,4928,1
10994,5042,1
11295,5042,1
11087,5117,1
11113,5140,1
11187,5181,1
11301,5263,1
11380,5281,1
11388,5281,1
11395,5281,1
11401,5281,1
10390,4718,1
10396,4718,1
11879,782,1
11926,3459,1
2247,681,1
2038,919,1
4299,2150,1
301,5566,1
3085,1572,1
6087,3087,1
13325,3087,1
13332,3087,1
13340,3087,1
13346,3087,1
13353,3087,1
12064,5670,1
12617,5729,1
12626,5738,1
12642,5753,1
768,256,1
12962,5862,1
11911,5900,1
11923,5903,1
11864,5930,1
11874,5936,1
1608,3,1
1618,3,1
11502,24,1
13494,6006,1
13359,6047,1
13556,6056,1
13568,6056,1
13574,6056,1
13593,6083,1
13763,6140,1
13809,6176,1
14156,6386,1
14223,6408,1
14547,6564,1
14565,6573,1
14660,6621,1
14658,6627,1
14670,6633,1
14670,6635,1
14681,6642,1
14694,6645,1
14691,6648,1
14714,6656,1
14721,6659,1
14735,6662,1
14736,6669,1
10424,4734,1
431,1,1
14874,4782,1
2627,1338,1
10504,4796,1
14667,4802,1
10520,4816,1
10565,4816,1
10571,4816,1
10577,4816,1
12624,4816,1
14855,4816,1
10544,4832,1
604,18,1
858,8,1
10554,4840,1
10583,4845,1
2657,1355,1
10600,4861,1
10620,4886,1
10680,4907,1
14643,1432,1
10699,4919,1
10711,4931,1
2884,1477,1
2886,1481,1
231,42,1
233,45,1
8526,2919,1
7167,4780,1
235,50,1
417,23,1
722,20,1
720,19,1
10530,4822,1
8235,2921,1
237,52,1
10546,4834,1
10557,4843,1
14279,4890,1
10733,4939,1
5768,2926,1
8406,2926,1
11962,4949,1
11974,4949,1
10789,4954,1
5769,2928,1
10797,4956,1
239,54,1
10593,1540,1
328,56,1
10802,4959,1
8232,2936,1
3059,1561,1
10817,4963,1
10833,4964,1
297,57,1
10824,4969,1
14172,4971,1
7971,3489,1
7980,3489,1
8478,3489,1
16,2,1
6,4,1
13,5,1
46,7,1
10,3,1
11,4,1
52,1,1
71,7,1
93,14,1
101,4,1
86,14,3
105,15,1
45,15,3
35,15,3
100,3,1
89,15,3
119,2,1
54,33,3
172,11,1
15,42,3
176,1,1
18,47,3
129,28,1
194,7,1
41,53,3
66,56,3
201,11,1
62,63,3
205,3,1
47,69,3
210,782,1
59,78,3
217,24,1
137,128,3
225,213,3
254,66,1
233,213,3
259,54,1
239,213,3
293,71,1
324,240,3
296,87,1
284,245,3
290,245,3
305,94,1
299,248,3
323,24,1
306,248,3
335,65,1
318,248,3
325,98,1
396,255,3
350,62,1
411,264,3
369,69,1
419,276,3
426,276,3
434,276,3
429,92,1
440,276,3
438,65,1
423,279,3
444,65,1
431,279,3
467,160,1
438,279,3
498,120,1
420,282,3
504,166,1
527,177,1
428,282,3
534,154,1
6,15,3
579,72,1
50,15,3
588,135,1
12,33,3
624,21,1
42,35,3
592,782,1
62,42,3
23,53,3
640,7,1
60,56,3
27,60,3
635,19,1
38,66,3
677,35,1
56,75,3
101,83,3
740,35,1
224,213,3
756,35,1
231,213,3
766,69,1
236,213,3
323,240,3
799,174,1
329,240,3
822,35,1
851,35,1
287,245,3
870,282,1
296,248,3
989,317,1
1030,342,1
303,248,3
1041,351,1
315,248,3
4,2,1
9,2,1
369,252,3
15,3,1
402,261,3
12,5,1
45,7,1
416,269,3
48,7,1
423,276,3
8,1,1
431,276,3
14,7,1
438,276,3
69,7,1
91,12,1
420,279,3
97,14,1
428,279,3
435,279,3
104,15,1
114,7,1
419,282,3
116,7,1
175,11,1
426,282,3
9,32,3
180,3,1
14,35,3
128,3,1
17,42,3
1047,354,1
21,48,3
490,85,1
24,56,3
1143,390,1
1183,421,1
354,56,3
1269,477,1
783,247,1
65,65,3
543,782,1
47,72,3
1280,481,1
51,80,3
1449,65,1
96,209,3
1064,386,1
1004,14,1
228,213,3
565,178,1
234,213,3
1018,331,1
509,171,1
276,240,3
468,161,1
326,240,3
285,245,3
447,149,1
293,248,3
437,145,1
300,248,3
312,248,3
380,26,1
421,139,1
320,248,3
391,123,1
399,258,3
381,115,1
414,267,3
390,86,1
760,253,1
420,276,3
428,276,3
574,135,1
435,276,3
1385,135,1
419,279,3
452,151,1
737,172,1
426,279,3
558,160,1
434,279,3
519,174,1
440,279,3
493,94,1
478,165,1
423,282,3
431,282,3
471,66,1
719,64,1
438,282,3
1491,315,1
1678,756,1
420,285,3
435,282,3
1733,1305,1
419,285,3
1769,817,1
1826,866,1
428,285,3
1800,843,1
435,285,3
419,288,3
1780,2346,1
1853,1184,1
426,288,3
1738,645,1
2689,1378,1
434,288,3
440,288,3
2666,474,1
2708,1385,1
438,291,3
2727,1397,1
2746,1414,1
467,297,3
464,302,3
2754,393,1
474,309,3
2782,1424,1
476,311,3
2807,1440,1
86,8,3
2819,1451,1
2828,1457,1
86,11,3
2834,1463,1
6,51,3
2839,24,1
2843,1466,1
29,51,3
2856,1423,1
357,51,3
426,285,3
2904,1494,1
2921,1505,1
434,285,3
440,285,3
2927,1508,1
423,288,3
2906,1438,1
431,288,3
2918,1495,1
2974,1531,1
438,288,3
3004,1438,1
435,291,3
3016,1530,1
3037,1553,1
447,297,3
3068,1562,1
3076,1567,1
459,302,3
470,308,3
3111,1475,1
3154,1609,1
3175,475,1
482,309,3
2,8,3
3195,1630,1
3218,1649,1
2,11,3
3281,1667,1
2,51,3
3294,484,1
3341,1655,1
26,51,3
86,51,3
3380,1726,1
434,282,3
3394,1663,1
3400,1708,1
440,282,3
423,285,3
3408,1754,1
431,285,3
3432,1749,1
438,285,3
3487,1774,1
3505,1792,1
420,288,3
428,288,3
3525,1567,1
435,288,3
3536,1811,1
434,291,3
3562,1469,1
440,291,3
3590,1829,1
455,302,3
3611,1838,1
473,302,3
3623,1842,1
477,309,3
3643,1858,1
3661,1863,1
480,311,3
3666,1838,1
357,8,3
3701,1871,1
357,11,3
9,51,3
3697,1865,1
3747,1890,1
32,51,3
3763,1893,1
3789,1863,1
3852,1945,1
3913,1972,1
3954,1978,1
1465,160,1
1195,424,1
3966,1980,1
243,58,1
257,65,1
269,65,1
277,65,1
287,85,1
301,70,1
4080,2028,1
4086,2029,1
315,64,1
338,782,1
366,135,1
4119,1451,1
4075,1906,1
4148,2048,1
4161,1541,1
4190,2065,1
4201,2098,1
4246,2093,1
251,60,1
341,60,1
465,782,1
524,49,1
561,49,1
653,782,1
1168,403,1
1176,413,1
1192,418,1
1204,418,1
1216,439,1
1228,448,1
1245,462,1
1261,474,1
1275,480,1
1294,487,1
1307,491,1
1321,493,1
1406,515,1
1474,487,1
4313,2156,1
4252,2095,1
4370,2194,1
294,86,1
5,3,1
7,5,1
44,8,1
47,7,1
20,10,1
3,1,1
53,2,1
81,11,1
97,4,1
96,14,1
98,2,1
17,7,1
120,3,1
173,11,1
174,1,1
19,7,1
200,6,1
204,24,1
205,6,1
213,37,1
230,41,1
255,67,1
274,78,1
295,45,1
299,89,1
309,64,1
331,99,1
340,72,1
346,98,1
353,64,1
384,118,1
434,65,1
439,65,1
445,65,1
470,56,1
499,147,1
510,82,1
532,181,1
552,187,1
584,72,1
590,200,1
625,217,1
632,6,1
659,35,1
671,19,1
686,233,1
748,19,1
758,35,1
770,35,1
813,35,1
826,19,1
854,35,1
628,218,1
998,14,1
1031,343,1
1042,782,1
1053,359,1
491,54,1
1146,390,1
1201,430,1
611,60,1
383,117,1
352,67,1
1232,454,1
1062,363,1
1455,526,1
581,200,1
563,180,1
529,180,1
473,54,1
464,159,1
441,146,1
419,134,1
245,69,1
685,69,1
386,119,1
378,62,1
771,257,1
613,210,1
1420,69,1
1384,135,1
371,26,1
736,172,1
551,782,1
505,167,1
492,90,1
476,78,1
469,45,1
483,69,1
1582,24,1
1730,645,1
1759,810,1
1789,834,1
1794,837,1
1751,1305,1
1762,811,1
1866,889,1
2428,399,1
2686,1375,1
2662,1363,1
2713,1390,1
2732,1402,1
2753,393,1
2676,1369,1
2799,1436,1
2806,1432,1
2822,1417,1
2829,466,1
2781,1423,1
2594,1308,1
2846,1469,1
2860,1463,1
2909,1472,1
2924,1508,1
2949,1519,1
2937,1511,1
2962,1573,1
2987,1535,1
3006,1503,1
3025,1495,1
3042,1495,1
3070,474,1
3092,484,1
3109,1577,1
3160,1564,1
3177,1614,1
3187,466,1
3221,1649,1
3285,1670,1
3327,1692,1
3357,1710,1
3386,1721,1
3399,1495,1
3336,1701,1
3416,487,1
3442,1440,1
3489,1777,1
3509,1749,1
3526,1804,1
3556,1820,1
2341,782,1
3596,1495,1
3593,1832,1
3637,1852,1
3655,1860,1
3664,495,1
3682,1864,1
3703,1583,1
3720,1550,1
3757,1894,1
3786,1906,1
3804,1915,1
3879,1440,1
3886,1968,1
723,245,1
3989,18,1
1231,451,1
265,65,1
248,62,1
261,65,1
272,65,1
279,80,1
289,49,1
307,64,1
311,62,1
313,62,1
319,782,1
339,782,1
4108,2032,1
4124,2039,1
4153,2053,1
4156,2056,1
4167,1583,1
4191,2067,1
4204,2063,1
4247,1639,1
284,83,1
356,105,1
521,83,1
536,83,1
576,196,1
690,782,1
1170,406,1
1180,418,1
1194,423,1
1206,433,1
1220,443,1
1238,458,1
1249,466,1
1265,469,1
1283,482,1
4255,2109,1
1310,491,1
1357,782,1
1421,517,1
4263,2114,1
4322,2109,1
4316,2159,1
4376,2159,1
302,91,1
394,126,1
400,128,1
474,164,1
541,69,1
556,189,1
593,164,1
617,82,1
1398,511,1
4391,2203,1
4436,1740,1
4441,1424,1
4465,2251,1
4470,2260,1
4475,2159,1
4483,2274,1
4527,2273,1
4531,2284,1
4589,2109,1
4628,2260,1
4648,2361,1
4683,2248,1
4698,2403,1
4713,1617,1
4730,2412,1
405,62,1
4679,531,1
4753,2400,1
4769,2424,1
4782,2427,1
4788,1614,1
4794,2435,1
4799,2442,1
4806,2445,1
4818,2454,1
4828,1645,1
4840,1570,1
4853,2471,1
4877,2482,1
4886,2529,1
3865,870,1
4921,2506,1
4936,2521,1
4950,2326,1
4970,2536,1
4976,403,1
4986,427,1
4990,1660,1
5002,2554,1
4994,2549,1
5020,2485,1
5037,2568,1
5049,2281,1
5065,2580,1
5084,2583,1
5090,2588,1
4472,2261,1
5108,2606,1
5117,2611,1
5122,86,1
5144,2624,1
5146,2629,1
5650,2857,1
5155,2635,1
5169,2601,1
5178,2639,1
5181,1862,1
5186,2646,1
5192,2642,1
5213,1541,1
5630,2485,1
5235,2067,1
5247,2661,1
5259,2667,1
5609,2847,1
5601,2841,1
5269,2674,1
5592,2835,1
5584,435,1
5299,2698,1
5298,2695,1
5305,2703,1
5548,2812,1
5541,2811,1
5319,2709,1
5325,2715,1
5527,2803,1
5522,2798,1
5521,2786,1
5511,2794,1
5505,2790,1
5413,2734,1
5486,2779,1
5415,2736,1
5424,2739,1
5428,2727,1
5157,2637,1
379,113,1
5450,2060,1
5458,2761,1
5431,2742,1
5329,2717,1
4012,1987,1
4401,1110,1
1365,501,1
489,162,1
407,69,1
241,56,1
587,83,1
738,129,1
401,129,1
1388,69,1
665,49,1
586,203,1
508,170,1
462,56,1
549,56,1
263,70,1
772,135,1
517,83,1
285,84,1
373,65,1
6051,3093,1
6129,3132,1
6036,3078,1
6600,3318,1
6621,3318,1
6654,3318,1
6675,62,1
6693,70,1
6708,3375,1
6732,70,1
8430,3882,1
8751,3966,1
355,104,1
399,128,1
448,150,1
507,169,1
554,165,1
572,115,1
599,45,1
1396,511,1
4386,2202,1
4389,2040,1
4439,2246,1
4447,418,1
4468,2254,1
4543,768,1
4481,2264,1
4514,2276,1
4528,2281,1
4548,1567,1
4607,2029,1
4636,2358,1
4660,2248,1
4696,1659,1
4708,2405,1
4704,1660,1
580,52,1
4735,2273,1
4751,2059,1
4758,2421,1
4777,1438,1
4785,2430,1
4792,2405,1
4797,2439,1
4805,1714,1
4809,2448,1
4822,495,1
4812,2451,1
4851,2469,1
4874,2477,1
4884,2490,1
4909,2494,1
4920,2114,1
4934,2519,1
4942,1424,1
4954,2529,1
4977,2538,1
4984,1647,1
4989,2545,1
4999,2554,1
5008,2554,1
5014,2557,1
5024,2564,1
5042,2570,1
5064,2577,1
5082,2582,1
5088,2586,1
5096,2594,1
5102,2600,1
5045,2572,1
5121,2609,1
5142,2620,1
4831,2458,1
5150,1553,1
5154,418,1
5163,2640,1
5175,2643,1
5148,2631,1
5671,2878,1
5190,1798,1
5636,1583,1
5223,2658,1
5624,2861,1
5617,2852,1
5252,1471,1
5262,2669,1
5605,2838,1
5597,1379,1
5274,2677,1
5587,2830,1
5582,2826,1
5573,2821,1
5567,2819,1
5566,2816,1
5311,2706,1
5540,2808,1
5323,2713,1
5528,2804,1
5524,2800,1
5392,2725,1
5406,2733,1
5507,1617,1
5496,2070,1
5491,2782,1
5481,2777,1
5418,2730,1
5426,2741,1
5468,2768,1
5437,2746,1
5449,2755,1
5455,2758,1
5457,2759,1
5439,2747,1
5466,2766,1
4045,1013,1
5829,2969,1
472,162,1
252,63,1
249,63,1
589,86,1
460,157,1
403,129,1
1412,782,1
745,782,1
591,204,1
547,782,1
479,49,1
451,56,1
258,68,1
370,83,1
569,55,1
416,56,1
4037,1706,1
494,99,1
6081,3111,1
1415,782,1
6597,3318,1
6615,3318,1
292,3360,1
6672,62,1
6690,70,1
6708,69,1
6729,70,1
6999,3462,1
8634,347,1
8760,3975,1
8823,4011,1
8862,4044,1
8877,4056,1
8910,4038,1
8883,4056,1
8976,4113,1
8985,4122,1
9018,4134,1
9036,4146,1
8967,4104,1
9648,3489,1
260,62,1
1791,663,1
2051,932,1
2100,966,1
7035,3480,1
6990,782,1
6981,782,1
2225,1058,1
6633,3186,1
2372,1149,1
2394,1167,1
6258,3201,1
6249,3192,1
2457,1215,1
2461,1220,1
2470,1228,1
2490,1242,1
2510,828,1
2541,1273,1
2874,645,1
3151,1308,1
3497,1786,1
3770,1899,1
3811,1921,1
4431,1050,1
1674,669,1
9886,4448,1
1918,777,1
1911,777,1
1921,777,1
10336,4690,1
10550,3495,1
10464,4766,1
9870,4424,1
9792,4378,1
10094,4578,1
11192,5187,1
191,15,1
203,24,1
198,9,1
208,19,1
178,7,1
240,55,1
256,67,1
282,62,1
295,46,1
300,90,1
321,21,1
334,65,1
344,102,1
349,62,1
330,19,1
410,135,1
436,65,1
440,65,1
449,65,1
497,125,1
503,135,1
514,144,1
187,35,1
568,145,1
585,69,1
118,9,1
627,4,1
570,19,1
660,7,1
675,230,1
732,247,1
755,35,1
761,69,1
798,174,1
819,35,1
837,35,1
864,35,1
946,35,1
1027,339,1
1034,345,1
1045,352,1
1037,347,1
358,67,1
1169,404,1
1140,402,1
667,227,1
495,116,1
1332,495,1
618,189,1
1277,477,1
1017,328,1
571,194,1
1020,333,1
515,173,1
486,54,1
456,154,1
435,144,1
409,134,1
518,173,1
393,125,1
385,69,1
348,69,1
762,82,1
608,166,1
1417,516,1
648,219,1
317,95,1
566,54,1
530,69,1
500,61,1
485,54,1
475,54,1
1370,505,1
1579,64,1
1019,331,1
1731,796,1
1763,813,1
1797,840,1
1779,2346,1
1786,782,1
1835,867,1
1842,843,1
2693,1372,1
2680,427,1
2694,1379,1
2716,1393,1
2733,1407,1
2759,477,1
2773,1420,1
2800,1438,1
2818,1450,1
2827,1456,1
2831,1424,1
2837,810,1
2808,1429,1
2849,1469,1
2871,1476,1
2914,1498,1
2926,1508,1
2952,1521,1
2938,1513,1
2972,1469,1
3003,1540,1
3009,1542,1
3034,1552,1
3045,1559,1
3073,1564,1
3104,1550,1
3121,1583,1
3174,1524,1
3186,1623,1
3214,1645,1
3257,1663,1
3280,1652,1
3333,1698,1
3363,1713,1
3391,1724,1
8757,3972,1
8748,3963,1
8829,4017,1
8868,4050,1
8919,4071,1
8886,4056,1
8892,247,1
8982,4119,1
9015,4131,1
9030,4143,1
8871,4053,1
9024,4137,1
247,61,1
1677,782,1
1883,618,1
2085,954,1
7041,3459,1
6996,782,1
6984,782,1
2223,1056,1
6684,70,1
2353,645,1
2373,1152,1
6261,3201,1
6252,3195,1
2436,1197,1
6045,3084,1
2467,1225,1
2484,1236,1
2501,1250,1
5946,1197,1
2632,1344,1
3140,1239,1
3305,645,1
3492,1781,1
3783,1901,1
4585,2320,1
4541,2290,1
9144,3906,1
1922,777,1
1914,777,1
1907,777,1
4621,2346,1
10532,4824,1
10496,4790,1
10066,4556,1
11038,5078,1
10094,4576,1
10634,4891,1
609,3498,1
11316,1576,1
11119,2346,1
11749,782,1
11760,782,1
11766,782,1
995,14,1
1525,14,1
1531,14,1
694,19,1
1079,24,1
1088,24,1
11532,24,1
233,46,1
511,49,1
351,69,1
6678,69,1
11879,112,1
388,121,1
389,122,1
2389,168,1
4041,168,1
4539,168,1
4567,168,1
5761,168,1
9956,168,1
15105,168,1
15137,168,1
15170,168,1
622,216,1
630,216,1
708,241,1
733,247,1
11907,247,1
15788,312,1
1149,390,1
1536,549,1
3314,579,1
1611,588,1
3310,639,1
2358,645,1
2589,645,1
2064,680,1
3827,710,1
4040,756,1
1906,775,1
792,782,1
1695,782,1
1713,782,1
1742,782,1
2044,782,1
2319,782,1
4038,782,1
4673,782,1
6114,782,1
6975,782,1
7092,782,1
7239,782,1
7248,782,1
7347,782,1
7356,782,1
7374,782,1
8124,782,1
8451,782,1
8538,782,1
8547,782,1
9876,782,1
9996,782,1
10282,782,1
10910,782,1
10981,782,1
11441,782,1
11550,782,1
11782,782,1
11790,782,1
11805,782,1
11814,782,1
12095,782,1
12161,782,1
12184,782,1
13364,782,1
13662,782,1
13673,782,1
13685,782,1
13715,782,1
13758,782,1
13925,782,1
14187,782,1
14399,782,1
14405,782,1
14409,782,1
14417,782,1
14426,782,1
14489,782,1
14570,782,1
14675,782,1
14793,782,1
14825,782,1
14871,782,1
15071,782,1
15077,782,1
15185,782,1
15416,782,1
15870,782,1
2508,796,1
13326,803,1
5698,810,1
4574,813,1
13646,813,1
4582,817,1
3868,823,1
2530,828,1
4261,834,1
3870,843,1
9042,862,1
14757,867,1
1854,881,1
15672,881,1
2011,896,1
2406,902,1
15269,902,1
4533,908,1
2034,917,1
2082,951,1
2130,999,1
2329,1016,1
2276,1085,1
2295,1100,1
2383,1155,1
2403,1158,1
4579,1158,1
15257,1158,1
2414,1184,1
2430,1194,1
2481,1233,1
2527,1266,1
4269,1283,1
2577,1299,1
4408,1305,1
6024,1305,1
2638,1347,1
2660,1352,1
5903,1357,1
2977,1534,1
3143,1601,1
14468,1706,1
3729,1883,1
3766,1883,1
3775,1883,1
3780,1883,1
2132,1987,1
4024,2000,1
4036,2007,1
4214,2076,1
4276,2124,1
4289,2138,1
4347,2173,1
4365,2190,1
13345,2209,1
10000,2324,1
4615,2345,1
15263,2345,1
4640,2365,1
5931,2380,1
13357,2492,1
11918,2582,1
14030,2582,1
14732,2582,1
5791,2898,1
5734,2907,1
5740,2907,1
8664,2907,1
8673,2907,1
5773,2933,1
5821,2965,1
5904,3002,1
5928,3012,1
7038,3024,1
5967,3033,1
7965,3039,1
5991,3051,1
6048,3090,1
6066,3102,1
6078,3108,1
8676,3129,1
6189,3165,1
6234,3171,1
6282,3213,1
6288,3216,1
6297,3216,1
6315,3231,1
6333,3240,1
6336,3243,1
6381,3261,1
6567,3339,1
6579,3348,1
6645,3357,1
11628,3366,1
13427,3366,1
6765,3390,1
10638,3393,1
6777,3396,1
6807,3417,1
15296,3438,1
6909,3450,1
6930,3459,1
6939,3459,1
6948,3459,1
6957,3459,1
6966,3459,1
7014,3465,1
726,3498,1
11435,3498,1
1864,3528,1
7152,3528,1
7254,3528,1
7263,3528,1
7275,3528,1
7290,3528,1
7308,3528,1
7323,3528,1
9890,3528,1
11051,3528,1
15356,3528,1
6399,3585,1
7287,3585,1
7995,3585,1
16008,3585,1
7530,3621,1
7587,3651,1
7695,3669,1
12110,3720,1
12707,3789,1
13989,3789,1
14252,3789,1
15954,3789,1
16025,3789,1
8262,3834,1
8271,3834,1
8280,3834,1
8289,3834,1
8298,3834,1
8307,3834,1
8325,3834,1
8463,3897,1
9033,3960,1
8853,4038,1
8934,4077,1
11878,4077,1
8943,4086,1
8949,4092,1
724,2,1
11319,1576,1
11743,782,1
11751,782,1
11761,782,1
11769,782,1
996,14,1
1527,14,1
3595,14,1
13336,19,1
1081,24,1
11526,24,1
11535,24,1
234,47,1
236,51,1
767,69,1
271,76,1
11904,112,1
411,121,1
392,124,1
2882,168,1
4350,168,1
4561,168,1
4570,168,1
5961,168,1
13826,168,1
15119,168,1
15138,168,1
15245,168,1
623,216,1
11924,224,1
573,247,1
782,247,1
976,312,1
15806,312,1
7023,390,1
1545,549,1
3317,579,1
1931,588,1
2352,645,1
2381,645,1
1645,669,1
2115,687,1
1736,734,1
1888,766,1
291,782,1
794,782,1
1701,782,1
1725,782,1
1774,782,1
2244,782,1
2586,782,1
4363,782,1
5696,782,1
6666,782,1
6978,782,1
7221,782,1
7242,782,1
7332,782,1
7350,782,1
7359,782,1
7392,782,1
8127,782,1
8454,782,1
8541,782,1
8550,782,1
9916,782,1
10038,782,1
10518,782,1
10927,782,1
11284,782,1
11484,782,1
11754,782,1
11784,782,1
11791,782,1
11808,782,1
11816,782,1
12152,782,1
12166,782,1
12563,782,1
13400,782,1
13665,782,1
13680,782,1
13689,782,1
13718,782,1
13841,782,1
13926,782,1
14229,782,1
14400,782,1
14406,782,1
14411,782,1
14420,782,1
14478,782,1
14501,782,1
14583,782,1
14771,782,1
14795,782,1
14846,782,1
14936,782,1
15072,782,1
15092,782,1
15290,782,1
15653,782,1
15927,782,1
4638,796,1
1754,806,1
15149,810,1
12711,813,1
13736,813,1
1768,819,1
1783,828,1
2533,828,1
4428,837,1
15152,843,1
1822,864,1
1836,870,1
14343,881,1
1858,886,1
15260,896,1
11047,902,1
2026,908,1
7560,908,1
2041,921,1
2091,960,1
2139,1011,1
2863,1018,1
2283,1091,1
2304,1107,1
2388,1155,1
2413,1158,1
15120,1158,1
2397,1170,1
2426,1193,1
2463,1221,1
2487,1239,1
9782,1266,1
2559,1290,1
