content_author_brid.content_id,content_author_brid.author_id,content_author_brid.content_type_key
15761,7208,1
15750,7217,1
15765,7221,1
15771,7226,1
15966,7226,1
15837,7229,1
15782,7233,1
15792,7238,1
15816,7242,1
15825,7244,1
15813,7245,1
15831,7253,1
15860,7290,1
15867,7293,1
16100,7305,1
15930,7311,1
15945,7319,1
15951,7322,1
15972,7326,1
15993,7337,1
16022,7341,1
16076,7356,1
15980,4853,1
16109,7358,1
16061,7362,1
16119,7367,1
16131,7368,1
16137,7373,1
16145,7374,1
16184,7449,1
16176,7448,1
16188,7452,1
16190,7454,1
16199,7457,1
16208,7458,1
16205,7458,1
16277,7482,1
16280,7484,1
16289,7487,1
16290,7488,1
16305,7491,1
16302,7490,1
16316,7496,1
16322,7499,1
16319,7497,1
16323,7500,1
16326,7503,1
16328,7506,1
16329,7509,1
16338,7514,1
16332,7512,1
16343,7517,1
16395,7536,1
16416,7538,1
16415,7542,1
16419,7544,1
16421,7545,1
16454,7560,1
16448,7557,1
16457,7562,1
16464,7563,1
16467,7566,1
16472,7569,1
16490,498,1
16500,7574,1
16505,124,1
16532,7581,1
16550,7586,1
16589,7607,1
16586,7601,1
16622,7616,1
16629,7617,1
16613,7608,1
16617,7613,1
16626,92,1
16632,7622,1
16616,7611,1
16631,7620,1
16638,7625,1
16641,7628,1
16619,7631,1
270,7634,1
16607,7643,1
260,7637,1
16665,7644,1
16667,7647,1
16670,7650,1
16673,7653,1
16674,7655,1
16682,7658,1
16685,7661,1
16683,7661,1
16706,7673,1
16707,7674,1
16724,7676,1
16719,7676,1
16725,7676,1
16722,7676,1
16731,7677,1
16740,7682,1
16737,7680,1
16767,7698,1
16763,7695,1
16770,7701,1
16773,7703,1
16790,7707,1
16793,7709,1
16787,7706,1
16814,7712,1
16817,7713,1
16847,7719,1
16841,7716,1
16836,7715,1
16848,7722,1
16850,7725,1
16857,7731,1
16863,7739,1
16856,7730,1
16862,7736,1
16854,7727,1
16859,7733,1
16865,7740,1
16872,7742,1
16878,7017,1
16881,7503,1
16046,7344,1
16748,7683,1
16953,7772,1
16955,7628,1
16913,782,1
16545,6845,1
16956,7358,1
16959,6171,1
16851,6926,1
17058,7503,1
17061,7017,1
17064,7628,1
17066,6171,1
17132,7842,1
17138,7503,1
16838,5969,1
16703,7670,1
16980,7787,1
4311,6602,1
3003,6602,1
17139,7628,1
16554,4412,1
17022,782,1
17141,7358,1
17142,6171,1
17174,7503,1
17177,7017,1
17180,7628,1
16317,218,1
17039,7814,1
17183,7358,1
17186,6171,1
17189,7860,1
17187,7857,1
17192,7863,1
17210,7871,1
17213,7874,1
17213,7875,1
17216,7878,1
17198,7866,1
16889,7745,1
16875,1266,1
16460,6381,1
16928,7749,1
17226,7358,1
17229,6171,1
17243,7503,1
16547,7563,1
16383,7319,1
17265,7889,1
17267,7628,1
17264,7017,1
16559,7587,1
17268,7890,1
17270,6171,1
16503,252,1
381,135,1
17276,7503,1
17279,7628,1
17282,7017,1
17283,6171,1
17304,7503,1
17256,7884,1
17306,7890,1
17307,7628,1
17310,6171,1
16470,5975,1
17316,7910,1
17319,7503,1
17322,7628,1
17325,7908,1
17313,7908,1
16679,782,1
17330,7017,1
17328,6171,1
17331,7913,1
17343,7922,1
17336,7916,1
17339,7919,1
17358,7890,1
17363,7503,1
17364,7628,1
17367,7910,1
16583,6203,1
17370,6171,1
17052,7824,1
17154,4412,1
17415,7932,1
16367,3789,1
17417,7017,1
17426,7890,1
17429,6171,1
17454,7910,1
17456,7503,1
17457,7628,1
16452,7559,1
17460,6171,1
17490,7890,1
14994,6798,1
17491,7503,1
17493,7628,1
17494,7910,1
17544,7986,1
17547,7017,1
17548,7503,1
17557,7628,1
17560,7910,1
17563,7890,1
17605,7503,1
17607,7628,1
772,7667,1
15032,782,1
17610,7910,1
17611,7017,1
17634,7890,1
17640,7503,1
17641,7628,1
17643,7910,1
17664,7017,1
17668,7503,1
17671,7628,1
16169,7446,1
17673,8032,1
15879,192,1
16298,6617,1
17674,7910,1
17697,7890,1
17698,7503,1
17700,8046,1
17703,6171,1
17706,7910,1
17740,8032,1
17742,7503,1
17743,7628,1
16295,5233,1
17746,8046,1
17745,7890,1
17737,8061,1
17769,7017,1
17770,7503,1
17772,8074,1
17773,8046,1
17775,8032,1
17778,7910,1
17781,8079,1
17784,8080,1
17787,8083,1
17790,8086,1
16734,5969,1
17793,8088,1
17799,8091,1
17779,8076,1
17788,8085,1
17796,8089,1
17802,7890,1
17805,7503,1
17800,70,1
17807,7628,1
17665,8028,1
17665,8031,1
17258,7887,1
17814,8094,1
17825,8096,1
17826,7503,1
17445,7944,1
17828,7628,1
17829,8094,1
16379,7527,1
17834,7890,1
17837,8076,1
17373,782,1
17523,7981,1
17858,7910,1
17764,8068,1
17864,7503,1
17867,7628,1
17694,4398,1
17870,8046,1
17448,7949,1
17871,8032,1
17876,8094,1
17885,7910,1
17888,7503,1
17889,7890,1
17891,8121,1
16991,7794,1
17894,8076,1
17922,3489,1
17924,3489,1
17918,3489,1
17919,3489,1
17915,7017,1
17942,8135,1
17933,8129,1
17930,8126,1
17951,8141,1
17951,8142,1
17954,8144,1
17948,8046,1
17340,6132,1
17963,7910,1
17964,7503,1
17970,7628,1
17972,8032,1
17907,3489,1
17943,8136,1
17974,8094,1
17977,7890,1
17983,8076,1
17897,3489,1
17901,3489,1
17910,3489,1
17912,3489,1
17913,3489,1
17904,3489,1
17900,3489,1
18006,7910,1
18007,7503,1
18010,7628,1
18012,8167,1
17285,7895,1
17637,782,1
18013,8167,1
18022,8094,1
18016,8167,1
18018,8032,1
18025,7890,1
18019,8167,1
18031,8167,1
18037,8076,1
18040,8167,1
18042,7910,1
17480,7959,1
17073,4422,1
18043,8167,1
18046,7503,1
18048,8046,1
18051,8167,1
17148,7848,1
17156,7854,1
18052,8167,1
18058,8032,1
18061,8167,1
18064,8167,1
18069,8167,1
18070,8076,1
18088,8167,1
18093,7910,1
18055,8094,1
18091,8167,1
18100,8167,1
18103,7628,1
18106,8167,1
18114,8094,1
18109,8032,1
18108,8167,1
18112,8167,1
18115,7890,1
18099,8076,1
18118,8167,1
18120,8167,1
18121,7628,1
18123,8167,1
18124,7503,1
18126,8167,1
18132,8046,1
18129,8167,1
18135,8182,1
18136,8032,1
18139,7017,1
263,69,1
18148,7910,1
18151,8188,1
18153,7503,1
18156,7890,1
18157,8182,1
18159,8032,1
18162,8076,1
18163,7628,1
18166,8094,1
18177,8191,1
18178,8167,1
18204,7910,1
18205,7503,1
18207,8196,1
18210,8046,1
18213,8188,1
16028,685,1
18214,8032,1
18217,8076,1
18225,7890,1
18237,8209,1
18234,8205,1
18259,8182,1
18262,7503,1
18278,8032,1
18289,8222,1
18290,8226,1
18295,8229,1
18297,8232,1
18305,7503,1
18306,7890,1
18304,8235,1
18321,8094,1
17403,174,1
18282,7017,1
18287,8219,1
18288,8220,1
18291,8225,1
18298,8234,1
18311,8237,1
18082,8178,1
16988,3537,1
17653,8022,1
18349,7910,1
18351,8167,1
18352,7503,1
18353,8046,1
18355,8252,1
18358,8188,1
18360,8253,1
17939,8133,1
18367,8235,1
18364,8032,1
18373,8254,1
18362,8182,1
18374,7890,1
18377,8076,1
18404,7628,1
18406,8265,1
18409,8094,1
18413,8182,1
16769,1617,1
16751,3942,1
18414,8046,1
17658,782,1
18405,8237,1
8487,3489,1
8496,3489,1
8565,3489,1
8574,3489,1
8583,3489,1
9240,3489,1
9249,3489,1
9435,3489,1
9444,3489,1
9579,3489,1
9600,3489,1
9609,3489,1
9618,3489,1
9627,3489,1
9636,3489,1
9645,3489,1
9657,3489,1
9666,3489,1
14742,3489,1
10836,4974,1
11701,4978,1
7569,2943,1
5800,2945,1
3127,1589,1
10909,4985,1
10918,4990,1
5830,2952,1
5880,2952,1
729,67,1
825,67,1
11416,67,1
11423,67,1
10922,4994,1
10925,4999,1
10942,5000,1
10406,70,1
10945,5003,1
264,71,1
5812,2956,1
15866,5009,1
537,72,1
10951,5011,1
7698,2962,1
7707,2962,1
7716,2962,1
7725,2962,1
7734,2962,1
7743,2962,1
7752,2962,1
7761,2962,1
7770,2962,1
10957,5017,1
10961,5018,1
14195,1626,1
15044,5023,1
278,79,1
5826,2967,1
13658,5029,1
281,81,1
337,81,1
14540,5036,1
5836,2969,1
488,83,1
5867,2970,1
11344,1718,1
11003,5051,1
9776,1730,1
12043,1730,1
15099,1730,1
11012,5057,1
382,116,1
11029,5072,1
11030,5077,1
11050,5084,1
14888,5086,1
11056,5089,1
3507,1762,1
11071,5092,1
11069,5096,1
347,92,1
332,93,1
10646,1768,1
11074,5102,1
10088,1769,1
10664,1769,1
11601,1769,1
11077,5105,1
11093,5107,1
11083,5111,1
308,96,1
5841,2972,1
5847,2972,1
5853,2972,1
5859,2972,1
5894,2972,1
11095,5122,1
8535,2975,1
11102,5129,1
3491,1780,1
11122,5143,1
11353,98,1
11480,98,1
12085,5146,1
5873,2984,1
15798,5150,1
7002,5157,1
11148,5157,1
11159,5157,1
12175,5157,1
13365,5157,1
13443,5157,1
13461,5157,1
14298,5157,1
5883,2985,1
333,100,1
11178,5171,1
343,101,1
5898,2998,1
10639,1794,1
345,103,1
364,106,1
427,106,1
5907,3003,1
5909,3004,1
11232,5223,1
698,109,1
11433,109,1
11241,5230,1
598,206,1
786,206,1
14109,206,1
11254,5235,1
11262,5239,1
10614,4877,1
11280,5247,1
11293,5251,1
13737,5251,1
11298,5256,1
11304,5265,1
11340,5274,1
11430,5277,1
11377,5278,1
657,213,1
746,213,1
868,213,1
11429,5286,1
3831,1918,1
11462,5291,1
11475,5294,1
11498,5301,1
11538,5309,1
11543,5312,1
11555,5313,1
375,112,1
540,112,1
688,112,1
713,112,1
721,112,1
810,112,1
11248,112,1
11578,5323,1
11586,5328,1
15111,1929,1
11607,5332,1
11613,5338,1
11602,5343,1
11695,5349,1
11629,5355,1
11680,5362,1
5910,3007,1
5912,3008,1
3845,1948,1
5918,3009,1
14463,5388,1
11929,5420,1
413,136,1
477,138,1
11975,5438,1
13428,5438,1
6096,3019,1
6900,3019,1
7581,3019,1
7929,3019,1
424,140,1
426,142,1
12007,5449,1
6090,3033,1
12013,5458,1
11325,3042,1
11371,3042,1
6009,3057,1
466,148,1
4020,1993,1
12032,5477,1
12040,5483,1
4021,1996,1
12049,5486,1
15056,5486,1
15062,5489,1
12065,5495,1
15372,3084,1
12070,5501,1
15189,2002,1
14835,5507,1
4035,2005,1
15924,3108,1
12100,5516,1
12106,5527,1
14183,5534,1
6267,3114,1
14385,3114,1
12121,5540,1
6117,3123,1
516,172,1
12163,5549,1
13638,5554,1
15849,5554,1
525,176,1
12215,5564,1
526,178,1
15443,5569,1
6144,3141,1
545,183,1
12505,5594,1
11870,5598,1
11873,5598,1
4212,2076,1
12519,5601,1
11941,5664,1
550,186,1
4226,2087,1
268,189,1
12038,5667,1
12533,5675,1
12551,5678,1
9986,2111,1
562,192,1
15528,192,1
12578,5691,1
13617,5693,1
15959,5693,1
12209,5694,1
6171,3159,1
12594,5709,1
6177,3162,1
4272,2118,1
12606,5718,1
14907,5723,1
12612,5726,1
12639,5750,1
4273,2121,1
4284,2133,1
582,201,1
12686,5801,1
594,205,1
12704,5835,1
14094,5919,1
13317,5951,1
13322,5957,1
13377,5960,1
6216,3171,1
14748,6672,1
13385,5966,1
13409,5969,1
13395,5975,1
615,212,1
13419,5984,1
13424,5984,1
6225,3177,1
13434,5985,1
15623,5990,1
6201,3180,1
6276,3180,1
13751,5996,1
13485,5999,1
13488,6003,1
14159,6009,1
15132,6009,1
14159,6011,1
15132,6011,1
6222,3186,1
636,220,1
13539,6018,1
13524,6024,1
643,222,1
11337,222,1
13515,6029,1
13521,6029,1
646,224,1
650,224,1
655,225,1
10643,225,1
4362,2188,1
666,227,1
669,228,1
1666,228,1
3588,228,1
4396,2209,1
678,229,1
681,231,1
13448,6032,1
684,232,1
860,234,1
696,235,1
692,236,1
