translator_dim.translator_key,translator_dim.translator_id,translator_dim.translator_name,translator_dim.translator_addr,translator_dim.mobile,translator_dim.phone,translator_dim.ordering,translator_dim.status,translator_dim.created_time,translator_dim.created_by,translator_dim.updated_time,translator_dim.updated_by,translator_dim.cmc_id,translator_dim.valid_from,translator_dim.valid_to,translator_dim.version,translator_dim.current,translator_dim.last_mofidied
239,644,Hình Phong,N/A,N/A,N/A,0,ACT,2019-07-18 09:45:14.0,214,2019-07-18 09:45:14.0,214,644,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-22 11:21:09.0
240,647,Bảo Linh,N/A,N/A,N/A,0,ACT,2019-07-18 09:53:54.0,214,2019-07-18 09:53:54.0,214,647,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-22 11:21:09.0
241,649,Waka,N/A,N/A,N/A,0,ACT,2019-07-22 08:14:16.0,214,2019-07-22 08:14:16.0,214,649,2000-01-01 00:00:00.0,2019-07-23 00:00:00.0,1,0,2019-07-23 23:21:11.0
242,649,Waka,N/A,N/A,N/A,0,INA,2019-07-22 08:14:16.0,214,2019-07-23 15:32:52.0,214,649,2019-07-23 00:00:00.0,2019-07-23 00:00:00.0,2,0,2019-07-23 23:21:11.0
243,649,Waka,N/A,N/A,N/A,0,ACT,2019-07-22 08:14:16.0,214,2019-07-24 11:17:04.0,214,649,2019-07-23 00:00:00.0,2200-01-01 00:00:00.0,3,1,2019-07-24 11:21:10.0
244,628,Hoa Mộc Lan_FLC,N/A,N/A,N/A,0,ACT,2019-07-18 08:02:13.0,214,2019-07-24 10:35:58.0,214,628,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-24 11:21:09.0
245,631,Táo Đỏ_FLC,N/A,N/A,N/A,0,ACT,2019-07-18 08:04:44.0,214,2019-07-24 10:36:10.0,214,631,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-24 11:21:09.0
246,641,Hàn Vũ Phi_FLC,N/A,N/A,N/A,0,ACT,2019-07-18 08:21:36.0,214,2019-07-24 10:37:11.0,214,641,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-24 11:21:09.0
247,636,Thánh Thiên Tiên Vực_FLC,N/A,N/A,N/A,0,ACT,2019-07-18 08:18:17.0,214,2019-08-02 08:05:33.0,214,636,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-08-02 11:21:12.0
248,637,Mộc Yên_FLC,N/A,N/A,N/A,0,ACT,2019-07-18 08:20:18.0,214,2019-07-24 14:08:46.0,214,637,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-25 11:21:06.0
249,653,Nhất Thế Thanh Xuân_FLC,N/A,N/A,N/A,0,ACT,2019-07-31 11:37:14.0,214,2019-07-31 11:37:14.0,214,653,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-08-02 11:21:12.0
250,660,Hà Diệp Dư_FLC,N/A,N/A,N/A,0,ACT,2019-07-31 11:41:16.0,214,2019-07-31 11:44:11.0,214,660,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-08-02 11:21:12.0
251,656,Ngọc Dung_FLC,N/A,N/A,N/A,0,ACT,2019-07-31 11:39:37.0,214,2019-07-31 11:56:37.0,214,656,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-08-02 11:21:12.0
1,0,N/A,N/A,N/A,N/A,0,N/A,2000-01-01 00:00:00.0,0,NULL,0,0,2014-01-01 00:00:00.0,2020-12-30 00:00:00.0,1,1,2016-06-03 14:02:08.0
2,6,Nguyễn Thanh Thúy,N/A,N/A,N/A,0,ACT,2015-09-21 10:25:07.0,1,2015-09-21 10:25:07.0,1,6,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:13.0
3,15,Lê Ngọc Thảo,N/A,N/A,N/A,0,ACT,2015-10-29 09:55:41.0,1,2015-10-29 09:55:41.0,1,15,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:14.0
4,19,Lộc Diệu Linh,N/A,N/A,N/A,0,ACT,2015-11-02 10:11:35.0,1,2015-11-02 10:11:35.0,1,19,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:14.0
5,25,Phan Hoàng Hà,N/A,N/A,N/A,0,ACT,2015-11-02 15:38:25.0,1,2015-11-02 15:38:25.0,1,25,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:14.0
6,29,Nguyễn Đức Cường,N/A,N/A,N/A,0,ACT,2015-11-02 17:28:57.0,1,2015-11-02 17:28:57.0,1,29,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:17.0
7,34,Nguyên Trần,N/A,N/A,N/A,0,ACT,2015-11-02 17:29:31.0,1,2015-11-02 17:29:31.0,1,34,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:17.0
8,41,Cẩm Chi,N/A,N/A,N/A,0,ACT,2015-11-03 15:47:48.0,1,2015-11-03 15:47:48.0,1,41,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:17.0
9,47,Đang Cập Nhật,N/A,N/A,N/A,0,ACT,2015-11-05 14:01:55.0,1,2015-11-05 14:01:55.0,1,47,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:18.0
10,52,Tôn Thất Lan,N/A,N/A,N/A,0,ACT,2015-11-12 14:45:02.0,1,2015-11-12 14:45:02.0,1,52,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:18.0
11,58,An Bình,N/A,N/A,N/A,0,ACT,2015-11-12 15:09:06.0,1,2015-11-12 15:09:06.0,1,58,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:18.0
12,62,Cao Xuân Việt Khương,N/A,N/A,N/A,0,ACT,2015-11-12 16:20:43.0,1,2015-11-12 16:20:43.0,1,62,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:18.0
13,73,Thục Nhi,N/A,N/A,N/A,0,ACT,2015-11-18 09:30:58.0,1,2015-11-18 09:30:58.0,1,73,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:18.0
14,77,Keichan,N/A,N/A,N/A,0,ACT,2015-11-18 14:56:16.0,1,2015-11-18 14:56:16.0,1,77,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:19.0
15,85,Bảo Trâm,N/A,N/A,N/A,0,ACT,2015-11-18 15:22:44.0,1,2015-11-18 15:22:44.0,1,85,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:19.0
16,92,Nguyên Phong,N/A,N/A,N/A,0,ACT,2015-11-18 15:54:13.0,1,2015-11-18 15:54:13.0,1,92,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:19.0
17,101,Nguyễn Thu Phương,N/A,N/A,N/A,0,ACT,2015-11-19 11:13:15.0,1,2015-11-19 11:13:15.0,1,101,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:19.0
18,107,Tử Đằng,N/A,N/A,N/A,0,ACT,2015-11-19 14:59:32.0,1,2015-11-19 14:59:32.0,1,107,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:19.0
19,119,Trần Cung,N/A,N/A,N/A,0,ACT,2015-11-19 15:45:12.0,1,2015-11-19 15:45:12.0,1,119,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:19.0
20,129,Trần Quỳnh Hương,N/A,N/A,N/A,0,ACT,2015-11-21 09:23:05.0,1,2015-11-21 09:23:05.0,1,129,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:19.0
21,141,Cẩm Ninh,N/A,N/A,N/A,0,ACT,2015-11-21 09:52:33.0,1,2015-11-21 09:52:33.0,1,141,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:20.0
22,158,Phong Lâm Lạc Tuyết,N/A,N/A,N/A,0,ACT,2015-11-23 17:20:04.0,1,2015-11-23 17:20:04.0,1,158,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:20.0
23,164,Nguyễn Thị Thại,N/A,N/A,N/A,0,ACT,2015-11-26 14:52:25.0,1,2015-11-26 14:52:25.0,1,164,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:20.0
24,171,Lương Hiền,N/A,N/A,N/A,0,ACT,2015-11-26 14:58:46.0,1,2015-11-26 14:58:46.0,1,171,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:20.0
25,176,Phạm Thị Minh Thuận,N/A,N/A,N/A,0,ACT,2015-11-27 10:21:27.0,1,2015-11-27 10:21:27.0,1,176,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:20.0
26,182,Mạc Phong,N/A,N/A,N/A,0,ACT,2015-11-28 08:16:44.0,1,2015-11-28 08:16:44.0,1,182,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:20.0
27,191,Lục Bích,N/A,N/A,N/A,0,ACT,2015-11-28 08:39:06.0,1,2015-11-28 08:39:06.0,1,191,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:20.0
28,201,Nguyễn Vinh Chi,N/A,N/A,N/A,0,ACT,2015-11-28 10:16:58.0,1,2015-11-28 10:16:58.0,1,201,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:25.0
29,205,Trần Thúy Hiền,N/A,N/A,N/A,0,ACT,2015-12-02 08:50:03.0,1,2015-12-02 08:50:03.0,1,205,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:25.0
30,213,Phương Thảo,N/A,N/A,N/A,0,ACT,2015-12-02 15:47:02.0,1,2015-12-02 15:47:02.0,1,213,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:25.0
31,223,Hà Thị Thu Vân,N/A,N/A,N/A,0,ACT,2015-12-04 16:48:11.0,1,2015-12-04 16:48:11.0,1,223,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:25.0
32,228,Rainyalice,N/A,N/A,N/A,0,ACT,2016-01-29 16:42:06.0,1,2016-01-29 16:42:06.0,1,228,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:25.0
33,237,Trần Hồng Ánh,N/A,N/A,N/A,0,ACT,2016-01-29 16:42:06.0,1,2016-01-29 16:42:06.0,1,237,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:25.0
34,247,Nguyễn Trang,N/A,N/A,N/A,0,ACT,2016-01-29 16:42:06.0,1,2016-01-29 16:42:06.0,1,247,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:25.0
35,255,Thanh Huyền,N/A,N/A,N/A,0,ACT,2016-01-29 16:42:06.0,1,2016-01-29 16:42:06.0,1,255,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:26.0
36,262,Trang Anh,N/A,N/A,N/A,0,ACT,2016-01-29 16:42:06.0,1,2016-01-29 16:42:06.0,1,262,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:26.0
37,268,Nguyễn Kim Liên,N/A,N/A,N/A,0,ACT,2016-01-29 16:42:06.0,1,2016-01-29 16:42:06.0,1,268,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:27.0
38,280,Nguyễn Phương Linh,N/A,N/A,N/A,0,ACT,2016-01-29 16:42:06.0,1,2016-01-29 16:42:06.0,1,280,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:27.0
39,306,Thủy Nguyệt,N/A,N/A,N/A,0,ACT,2016-02-22 02:55:42.0,4,2016-02-22 02:55:42.0,4,306,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:27.0
40,343,Nguyễn Thế Anh,N/A,N/A,N/A,0,ACT,2016-03-02 15:05:47.0,4,2016-03-02 15:05:47.0,4,343,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:27.0
41,281,Hoàng Xuân Diễm,N/A,N/A,N/A,0,ACT,2016-03-21 17:59:19.0,1,2016-03-21 17:59:19.0,1,281,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:27.0
42,287,Hàn Viên,N/A,N/A,N/A,0,ACT,2016-03-21 17:59:19.0,1,2016-03-21 17:59:19.0,1,287,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:27.0
43,293,Kiều Anh Tú,N/A,N/A,N/A,0,ACT,2016-03-21 17:59:19.0,1,2016-03-21 17:59:19.0,1,293,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:27.0
44,299,Hương Ly,N/A,N/A,N/A,0,ACT,2016-03-21 17:59:19.0,1,2016-03-21 17:59:19.0,1,299,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:27.0
45,307,Tô Tưởng,N/A,N/A,N/A,0,ACT,2016-03-21 17:59:19.0,1,2016-03-21 17:59:19.0,1,307,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:27.0
46,313,Trịnh Lữ,N/A,N/A,N/A,0,ACT,2016-03-21 17:59:19.0,1,2016-03-21 17:59:19.0,1,313,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:27.0
47,377,Hồng Việt,N/A,N/A,N/A,0,ACT,2016-03-22 10:06:44.0,4,2016-03-22 10:06:44.0,4,377,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:27.0
48,383,Phạm Thu Giang,N/A,N/A,N/A,0,ACT,2016-03-22 10:26:48.0,119,2016-03-22 10:26:48.0,119,383,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:27.0
49,392,Trần Thanh Hương,N/A,N/A,N/A,0,ACT,2016-03-22 14:17:18.0,4,2016-03-22 14:17:18.0,4,392,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:28.0
50,406,Phương Thúy,N/A,N/A,N/A,0,ACT,2016-03-22 16:31:45.0,4,2016-03-22 16:31:45.0,4,406,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:28.0
51,416,Bích Việt,N/A,N/A,N/A,0,ACT,2016-03-23 13:58:55.0,4,2016-03-23 13:58:55.0,4,416,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:28.0
52,427,Thích Quang Địch,N/A,N/A,N/A,0,ACT,2016-03-25 09:00:55.0,119,2016-03-25 09:00:55.0,119,427,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:28.0
53,433,Bích Thủy,N/A,N/A,N/A,0,ACT,2016-03-25 09:24:05.0,119,2016-03-25 09:24:05.0,119,433,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:28.0
54,439,Đỗ Nhật Nam,N/A,N/A,N/A,0,ACT,2016-03-25 09:38:56.0,119,2016-03-25 09:38:56.0,119,439,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:28.0
55,320,Thanh Dung,N/A,N/A,N/A,0,ACT,2016-04-06 15:09:52.0,1,2016-04-06 15:09:40.0,1,320,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:28.0
56,4,Nguyễn Duy Nhiên,N/A,N/A,N/A,0,ACT,2015-09-17 17:06:53.0,1,2015-09-17 17:06:53.0,1,4,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:15.0
57,12,Thu Trần,N/A,N/A,N/A,0,ACT,2015-10-28 10:03:12.0,1,2015-10-28 10:03:12.0,1,12,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:15.0
58,18,Phan Thu Lê,N/A,N/A,N/A,0,ACT,2015-11-02 10:02:45.0,1,2015-11-02 10:02:45.0,1,18,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:15.0
59,22,Phan Thị Ánh Hồng,N/A,N/A,N/A,0,ACT,2015-11-02 10:20:54.0,1,2015-11-02 10:20:54.0,1,22,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:16.0
60,28,Thiên Nga,N/A,N/A,N/A,0,ACT,2015-11-02 17:28:38.0,1,2015-11-02 17:28:38.0,1,28,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:16.0
61,33,Di Li,N/A,N/A,N/A,0,ACT,2015-11-02 17:29:25.0,1,2015-11-02 17:29:25.0,1,33,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:23.0
62,38,Nguyễn Thanh An,N/A,N/A,N/A,0,ACT,2015-11-02 17:31:36.0,1,2015-11-02 17:31:36.0,1,38,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:23.0
63,45,Sơn Lê,N/A,N/A,N/A,0,ACT,2015-11-05 10:12:00.0,1,2015-11-05 10:12:00.0,1,45,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:23.0
64,50,Triều Giang,N/A,N/A,N/A,0,ACT,2015-11-09 14:10:08.0,1,2015-11-09 14:10:08.0,1,50,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:23.0
65,55,Phan Thị Phương Thảo,N/A,N/A,N/A,0,ACT,2015-11-12 14:52:55.0,1,2015-11-12 14:52:55.0,1,55,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:23.0
66,61,Giang Thủy,N/A,N/A,N/A,0,ACT,2015-11-12 16:00:51.0,1,2015-11-12 16:00:51.0,1,61,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:23.0
67,67,Vi Thảo Nguyên,N/A,N/A,N/A,0,ACT,2015-11-18 09:30:18.0,1,2015-11-18 09:30:18.0,1,67,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:23.0
68,76,Nguyễn Hải Hoành,N/A,N/A,N/A,0,ACT,2015-11-18 14:46:24.0,1,2015-11-18 14:46:24.0,1,76,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:23.0
69,82,Nguyễn Thúy Quỳnh,N/A,N/A,N/A,0,ACT,2015-11-18 15:04:18.0,1,2015-11-18 15:04:18.0,1,82,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:23.0
70,88,Hồng Vân,N/A,N/A,N/A,0,ACT,2015-11-18 15:45:37.0,1,2015-11-18 15:45:37.0,1,88,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:24.0
71,100,Đặng Thị Vân Anh,N/A,N/A,N/A,0,ACT,2015-11-19 10:51:07.0,1,2015-11-19 10:51:07.0,1,100,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:24.0
72,104,Bảo Bình,N/A,N/A,N/A,0,ACT,2015-11-19 14:58:54.0,1,2015-11-19 14:58:54.0,1,104,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:24.0
73,112,Thu Trang,N/A,N/A,N/A,0,ACT,2015-11-19 15:24:17.0,1,2015-11-19 15:24:17.0,1,112,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:24.0
74,126,Ngân Hà,N/A,N/A,N/A,0,ACT,2015-11-21 09:20:55.0,1,2015-11-21 09:20:55.0,1,126,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:24.0
75,138,Dennis Q,N/A,N/A,N/A,0,ACT,2015-11-21 09:50:05.0,1,2015-11-21 09:50:05.0,1,138,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:24.0
76,146,Thanh Hương,N/A,N/A,N/A,0,ACT,2015-11-23 14:59:26.0,1,2015-11-23 14:59:26.0,1,146,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:24.0
77,162,Greenrosetq,N/A,N/A,N/A,0,ACT,2015-11-25 14:01:12.0,1,2015-11-25 14:01:12.0,1,162,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:24.0
78,170,Phùng Ngọc Hương,N/A,N/A,N/A,0,ACT,2015-11-26 14:58:13.0,1,2015-11-26 14:58:13.0,1,170,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:24.0
79,174,Hương Giang,N/A,N/A,N/A,0,ACT,2015-11-27 09:48:32.0,1,2015-11-27 09:48:32.0,1,174,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:24.0
80,180,Mai Dung,N/A,N/A,N/A,0,ACT,2015-11-27 17:02:05.0,1,2015-11-27 17:02:05.0,1,180,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:24.0
81,188,Phiêu Dương,N/A,N/A,N/A,0,ACT,2015-11-28 08:30:07.0,1,2015-11-28 08:30:07.0,1,188,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:24.0
82,198,Liên Trần,N/A,N/A,N/A,0,ACT,2015-11-28 08:51:56.0,1,2015-11-28 08:51:56.0,1,198,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:24.0
83,204,Phí Thị Mai,N/A,N/A,N/A,0,ACT,2015-11-28 10:33:42.0,1,2015-11-28 10:33:42.0,1,204,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:24.0
84,211,Nguyễn Thị Ngọc Thúy,N/A,N/A,N/A,0,ACT,2015-12-02 14:24:03.0,1,2015-12-02 14:24:03.0,1,211,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:25.0
85,220,Nguyễn Bích Lan,N/A,N/A,N/A,0,ACT,2015-12-04 16:30:32.0,1,2015-12-04 16:30:32.0,1,220,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:25.0
86,226,Hà Phương,N/A,N/A,N/A,0,ACT,2015-12-11 11:26:15.0,1,2015-12-11 11:26:15.0,1,226,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:25.0
87,234,Nguyệt Lạc,N/A,N/A,N/A,0,ACT,2016-01-29 16:42:06.0,1,2016-01-29 16:42:06.0,1,234,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:25.0
88,243,Trần Nghĩa Phương,N/A,N/A,N/A,0,ACT,2016-01-29 16:42:06.0,1,2016-01-29 16:42:06.0,1,243,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:25.0
89,253,Hoàng Thị Thu Hường,N/A,N/A,N/A,0,ACT,2016-01-29 16:42:06.0,1,2016-01-29 16:42:06.0,1,253,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:26.0
90,259,Trương Thị Thảo,N/A,N/A,N/A,0,ACT,2016-01-29 16:42:06.0,1,2016-01-29 16:42:06.0,1,259,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:30.0
91,267,Phạm Hoa Phượng,N/A,N/A,N/A,0,ACT,2016-01-29 16:42:06.0,1,2016-01-29 16:42:06.0,1,267,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:30.0
92,277,Losedow,N/A,N/A,N/A,0,ACT,2016-01-29 16:42:06.0,1,2016-01-29 16:42:06.0,1,277,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:30.0
93,305,Huỳnh Lý,N/A,N/A,N/A,0,ACT,2016-02-19 15:54:16.0,4,2016-02-19 15:54:16.0,4,305,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:30.0
94,318,Hà Ngân,N/A,N/A,N/A,0,ACT,2016-02-22 05:16:22.0,4,2016-02-22 05:16:22.0,4,318,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:30.0
95,347,Lotus,N/A,N/A,N/A,0,ACT,2016-03-02 16:03:03.0,4,2016-03-02 16:03:03.0,4,347,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:30.0
96,286,Vũ Kim Dung,N/A,N/A,N/A,0,ACT,2016-03-21 17:59:19.0,1,2016-03-21 17:59:19.0,1,286,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:30.0
97,292,Hải Đăng,N/A,N/A,N/A,0,ACT,2016-03-21 17:59:19.0,1,2016-03-21 17:59:19.0,1,292,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:30.0
98,296,Nguyễn Chánh - Tiêu Long,N/A,N/A,N/A,0,ACT,2016-03-21 17:59:19.0,1,2016-03-21 17:59:19.0,1,296,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:31.0
99,304,Hạnh Nguyên,N/A,N/A,N/A,0,ACT,2016-03-21 17:59:19.0,1,2016-03-21 17:59:19.0,1,304,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:31.0
100,311,Cao Xuân Hạo,N/A,N/A,N/A,0,ACT,2016-03-21 17:59:19.0,1,2016-03-21 17:59:19.0,1,311,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:31.0
101,374,Đỗ Hoài Nam,N/A,N/A,N/A,0,ACT,2016-03-22 09:14:35.0,4,2016-03-22 09:14:35.0,4,374,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:31.0
102,382,Đỗ Kiện Anh,N/A,N/A,N/A,0,ACT,2016-03-22 10:23:04.0,4,2016-03-22 10:23:34.0,4,382,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:31.0
103,389,Bùi Quang Dũng,N/A,N/A,N/A,0,ACT,2016-03-22 14:13:57.0,4,2016-03-22 14:13:57.0,4,389,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:31.0
104,403,Thảo Trần,N/A,N/A,N/A,0,ACT,2016-03-22 14:59:08.0,4,2016-03-22 14:59:08.0,4,403,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2016-06-13 09:47:31.0
