content_category_brid.content_id,content_category_brid.category_id,content_category_brid.content_type_key,content_category_brid.content_key,content_category_brid.category_key,content_category_brid.status,content_category_brid.updated_time,content_category_brid.last_mofidied
39368,341,1,17067,199,ACT,2022-10-12 19:26:37.0,2022-10-13 02:42:38.0
39368,342,1,17067,200,ACT,2022-10-12 19:26:37.0,2022-10-13 02:42:38.0
39368,343,1,17067,201,ACT,2022-10-12 19:26:37.0,2022-10-13 02:42:38.0
39368,348,1,17067,202,ACT,2022-10-12 19:26:37.0,2022-10-13 02:42:38.0
39371,341,1,17068,199,ACT,2022-10-12 19:26:57.0,2022-10-13 02:42:38.0
39371,342,1,17068,200,ACT,2022-10-12 19:26:57.0,2022-10-13 02:42:38.0
39371,343,1,17068,201,ACT,2022-10-12 19:26:57.0,2022-10-13 02:42:38.0
39371,348,1,17068,202,ACT,2022-10-12 19:26:57.0,2022-10-13 02:42:38.0
39056,100,1,17062,62,ACT,2022-10-12 19:44:59.0,2022-10-13 02:42:38.0
39059,35,1,17063,60,ACT,2022-10-12 19:45:03.0,2022-10-13 02:42:38.0
39059,95,1,17063,89,ACT,2022-10-12 19:45:03.0,2022-10-13 02:42:38.0
39062,92,1,17061,103,ACT,2022-10-12 19:45:10.0,2022-10-13 02:42:38.0
39062,110,1,17061,30,ACT,2022-10-12 19:45:10.0,2022-10-13 02:42:39.0
39065,100,1,17059,62,ACT,2022-10-12 19:45:17.0,2022-10-13 02:42:39.0
39068,61,1,17039,48,ACT,2022-10-12 19:45:24.0,2022-10-13 02:42:39.0
39068,73,1,17039,101,ACT,2022-10-12 19:45:24.0,2022-10-13 02:42:39.0
39068,155,1,17039,26,ACT,2022-10-12 19:45:24.0,2022-10-13 02:42:39.0
39071,100,1,17078,62,ACT,2022-10-12 19:45:28.0,2022-10-14 02:40:07.0
39074,100,1,17079,62,ACT,2022-10-12 19:45:33.0,2022-10-14 02:40:07.0
39077,57,1,17080,78,ACT,2022-10-12 19:45:38.0,2022-10-14 02:40:07.0
39077,92,1,17080,103,ACT,2022-10-12 19:45:38.0,2022-10-14 02:40:07.0
39077,110,1,17080,30,ACT,2022-10-12 19:45:38.0,2022-10-14 02:40:07.0
39077,138,1,17080,72,ACT,2022-10-12 19:45:38.0,2022-10-14 02:40:07.0
39083,79,1,17081,100,ACT,2022-10-12 19:45:46.0,2022-10-14 02:40:07.0
39083,147,1,17081,105,ACT,2022-10-12 19:45:46.0,2022-10-14 02:40:07.0
39392,79,1,17083,100,ACT,2022-10-13 08:16:34.0,2022-10-14 02:40:07.0
39392,147,1,17083,105,ACT,2022-10-13 08:16:34.0,2022-10-14 02:40:07.0
39392,153,1,17083,106,ACT,2022-10-13 08:16:34.0,2022-10-14 02:40:07.0
39398,79,1,17084,100,ACT,2022-10-13 08:51:55.0,2022-10-14 02:40:07.0
39398,147,1,17084,105,ACT,2022-10-13 08:51:55.0,2022-10-14 02:40:07.0
39398,153,1,17084,106,ACT,2022-10-13 08:51:55.0,2022-10-14 02:40:07.0
39398,309,1,17084,172,ACT,2022-10-13 08:51:55.0,2022-10-14 02:40:07.0
39398,310,1,17084,173,ACT,2022-10-13 08:51:55.0,2022-10-14 02:40:07.0
39404,40,1,17085,70,ACT,2022-10-13 15:54:05.0,2022-10-14 02:40:07.0
39404,71,1,17085,41,ACT,2022-10-13 15:54:05.0,2022-10-14 02:40:07.0
39404,342,1,17085,200,ACT,2022-10-13 15:54:05.0,2022-10-14 02:40:07.0
39404,343,1,17085,201,ACT,2022-10-13 15:54:05.0,2022-10-14 02:40:07.0
39407,40,1,17086,70,ACT,2022-10-13 15:54:09.0,2022-10-14 02:40:07.0
39407,71,1,17086,41,ACT,2022-10-13 15:54:09.0,2022-10-14 02:40:07.0
39407,342,1,17086,200,ACT,2022-10-13 15:54:09.0,2022-10-14 02:40:07.0
39407,343,1,17086,201,ACT,2022-10-13 15:54:09.0,2022-10-14 02:40:07.0
39410,342,1,17087,200,ACT,2022-10-13 15:54:13.0,2022-10-14 02:40:07.0
39410,343,1,17087,201,ACT,2022-10-13 15:54:13.0,2022-10-14 02:40:07.0
39410,345,1,17087,203,ACT,2022-10-13 15:54:13.0,2022-10-14 02:40:07.0
39413,40,1,17088,70,ACT,2022-10-13 15:54:17.0,2022-10-14 02:40:07.0
39413,71,1,17088,41,ACT,2022-10-13 15:54:17.0,2022-10-14 02:40:07.0
39413,343,1,17088,201,ACT,2022-10-13 15:54:17.0,2022-10-14 02:40:07.0
39416,40,1,17089,70,ACT,2022-10-13 15:54:21.0,2022-10-14 02:40:07.0
39416,71,1,17089,41,ACT,2022-10-13 15:54:21.0,2022-10-14 02:40:07.0
39419,40,1,17090,70,ACT,2022-10-13 15:54:26.0,2022-10-14 02:40:07.0
39419,71,1,17090,41,ACT,2022-10-13 15:54:26.0,2022-10-14 02:40:07.0
39422,39,1,17091,99,ACT,2022-10-13 15:54:30.0,2022-10-14 02:40:07.0
39422,71,1,17091,41,ACT,2022-10-13 15:54:30.0,2022-10-14 02:40:07.0
39425,40,1,17092,70,ACT,2022-10-13 15:54:35.0,2022-10-14 02:40:07.0
39425,71,1,17092,41,ACT,2022-10-13 15:54:35.0,2022-10-14 02:40:07.0
39425,343,1,17092,201,ACT,2022-10-13 15:54:35.0,2022-10-14 02:40:07.0
39431,40,1,17093,70,ACT,2022-10-13 15:54:40.0,2022-10-14 02:40:07.0
39431,71,1,17093,41,ACT,2022-10-13 15:54:40.0,2022-10-14 02:40:07.0
39437,40,1,17094,70,ACT,2022-10-13 15:54:44.0,2022-10-14 02:40:07.0
39437,71,1,17094,41,ACT,2022-10-13 15:54:44.0,2022-10-14 02:40:07.0
39446,342,1,17096,200,ACT,2022-10-13 15:54:55.0,2022-10-14 02:40:07.0
39446,343,1,17096,201,ACT,2022-10-13 15:54:55.0,2022-10-14 02:40:07.0
39449,40,1,17097,70,ACT,2022-10-13 15:55:44.0,2022-10-14 02:40:07.0
39449,71,1,17097,41,ACT,2022-10-13 15:55:44.0,2022-10-14 02:40:07.0
39452,40,1,17098,70,ACT,2022-10-13 15:55:50.0,2022-10-14 02:40:07.0
39452,71,1,17098,41,ACT,2022-10-13 15:55:50.0,2022-10-14 02:40:07.0
39455,40,1,17099,70,ACT,2022-10-13 15:55:57.0,2022-10-14 02:40:07.0
39455,71,1,17099,41,ACT,2022-10-13 15:55:57.0,2022-10-14 02:40:07.0
39455,343,1,17099,201,ACT,2022-10-13 15:55:57.0,2022-10-14 02:40:07.0
39458,342,1,17100,200,ACT,2022-10-13 15:56:04.0,2022-10-14 02:40:07.0
39458,343,1,17100,201,ACT,2022-10-13 15:56:04.0,2022-10-14 02:40:07.0
39488,342,1,17101,200,ACT,2022-10-13 17:52:55.0,2022-10-14 02:40:07.0
39488,343,1,17101,201,ACT,2022-10-13 17:52:55.0,2022-10-14 02:40:07.0
39491,342,1,17102,200,ACT,2022-10-13 17:52:59.0,2022-10-14 02:40:07.0
39491,343,1,17102,201,ACT,2022-10-13 17:52:59.0,2022-10-14 02:40:07.0
39494,342,1,17103,200,ACT,2022-10-13 17:53:02.0,2022-10-14 02:40:07.0
39494,343,1,17103,201,ACT,2022-10-13 17:53:02.0,2022-10-14 02:40:07.0
39440,40,1,17095,70,ACT,2022-10-13 18:44:56.0,2022-10-14 02:40:07.0
39440,71,1,17095,41,ACT,2022-10-13 18:44:56.0,2022-10-14 02:40:07.0
31831,342,1,13983,200,ACT,2022-10-13 23:55:54.0,2022-10-14 02:40:07.0
32007,341,1,14030,199,ACT,2022-10-13 23:55:54.0,2022-10-14 02:40:07.0
32551,343,1,14294,201,ACT,2022-10-13 23:55:54.0,2022-10-14 02:40:07.0
32551,348,1,14294,202,ACT,2022-10-13 23:55:54.0,2022-10-14 02:40:07.0
32983,341,1,14502,199,ACT,2022-10-13 23:55:54.0,2022-10-14 02:40:07.0
33040,348,1,14535,202,ACT,2022-10-13 23:55:54.0,2022-10-14 02:40:07.0
33096,348,1,14568,202,ACT,2022-10-13 23:55:54.0,2022-10-14 02:40:07.0
33111,348,1,14575,202,ACT,2022-10-13 23:55:54.0,2022-10-14 02:40:07.0
33124,348,1,14584,202,ACT,2022-10-13 23:55:54.0,2022-10-14 02:40:07.0
36092,348,1,15759,202,ACT,2022-10-13 23:55:54.0,2022-10-14 02:40:07.0
31636,341,1,13881,199,ACT,2022-10-13 23:55:55.0,2022-10-14 02:40:07.0
32554,341,1,14292,199,ACT,2022-10-13 23:55:55.0,2022-10-14 02:40:07.0
32680,341,1,14346,199,ACT,2022-10-13 23:55:55.0,2022-10-14 02:40:07.0
33010,341,1,14520,199,ACT,2022-10-13 23:55:55.0,2022-10-14 02:40:07.0
35609,341,1,15578,199,ACT,2022-10-13 23:55:55.0,2022-10-14 02:40:07.0
37184,341,1,16132,199,ACT,2022-10-13 23:55:55.0,2022-10-14 02:40:07.0
37187,341,1,16131,199,ACT,2022-10-13 23:55:55.0,2022-10-14 02:40:07.0
37247,341,1,16147,199,ACT,2022-10-13 23:55:55.0,2022-10-14 02:40:07.0
39503,79,1,17118,100,ACT,2022-10-14 08:15:51.0,2022-10-15 02:41:03.0
39503,147,1,17118,105,ACT,2022-10-14 08:15:51.0,2022-10-15 02:41:03.0
39503,150,1,17118,46,ACT,2022-10-14 08:15:51.0,2022-10-15 02:41:03.0
39485,79,1,17117,100,ACT,2022-10-14 08:16:25.0,2022-10-15 02:41:03.0
39485,147,1,17117,105,ACT,2022-10-14 08:16:25.0,2022-10-15 02:41:03.0
39038,79,1,17105,100,ACT,2022-10-14 08:53:23.0,2022-10-15 02:41:03.0
39038,147,1,17105,105,ACT,2022-10-14 08:53:23.0,2022-10-15 02:41:03.0
38969,79,1,17104,100,ACT,2022-10-14 08:55:56.0,2022-10-15 02:41:03.0
38969,147,1,17104,105,ACT,2022-10-14 08:55:56.0,2022-10-15 02:41:03.0
38969,153,1,17104,106,ACT,2022-10-14 08:55:56.0,2022-10-15 02:41:03.0
39401,345,1,17107,203,ACT,2022-10-14 09:02:54.0,2022-10-15 02:41:03.0
39536,79,1,17128,100,ACT,2022-10-14 17:40:50.0,2022-10-15 02:41:03.0
39536,146,1,17128,45,ACT,2022-10-14 17:40:50.0,2022-10-15 02:41:03.0
39515,35,1,17122,60,ACT,2022-10-14 17:51:01.0,2022-10-15 02:41:03.0
39515,91,1,17122,43,ACT,2022-10-14 17:51:01.0,2022-10-15 02:41:03.0
39527,155,1,17126,26,ACT,2022-10-14 17:51:13.0,2022-10-15 02:41:03.0
39527,338,1,17126,198,ACT,2022-10-14 17:51:13.0,2022-10-15 02:41:03.0
39521,39,1,17124,99,ACT,2022-10-14 17:51:18.0,2022-10-15 02:41:03.0
39521,44,1,17124,77,ACT,2022-10-14 17:51:18.0,2022-10-15 02:41:03.0
39521,71,1,17124,41,ACT,2022-10-14 17:51:18.0,2022-10-15 02:41:03.0
39530,57,1,17127,78,ACT,2022-10-14 17:51:22.0,2022-10-15 02:41:03.0
39530,138,1,17127,72,ACT,2022-10-14 17:51:22.0,2022-10-15 02:41:03.0
39518,100,1,17123,62,ACT,2022-10-14 17:51:26.0,2022-10-15 02:41:03.0
39512,352,1,17121,204,ACT,2022-10-14 17:51:32.0,2022-10-15 02:41:03.0
39524,57,1,17125,78,ACT,2022-10-14 17:51:37.0,2022-10-15 02:41:03.0
39524,138,1,17125,72,ACT,2022-10-14 17:51:37.0,2022-10-15 02:41:03.0
39506,39,1,17119,99,ACT,2022-10-14 17:51:41.0,2022-10-15 02:41:03.0
39506,71,1,17119,41,ACT,2022-10-14 17:51:41.0,2022-10-15 02:41:03.0
39509,57,1,17120,78,ACT,2022-10-14 17:51:46.0,2022-10-15 02:41:03.0
39509,138,1,17120,72,ACT,2022-10-14 17:51:46.0,2022-10-15 02:41:03.0
39548,79,1,17129,100,ACT,2022-10-15 12:04:51.0,2022-10-16 02:40:38.0
39548,147,1,17129,105,ACT,2022-10-15 12:04:51.0,2022-10-16 02:40:38.0
39548,309,1,17129,172,ACT,2022-10-15 12:04:51.0,2022-10-16 02:40:38.0
39551,79,1,17131,100,ACT,2022-10-15 12:50:02.0,2022-10-16 02:40:38.0
39551,147,1,17131,105,ACT,2022-10-15 12:50:02.0,2022-10-16 02:40:38.0
39554,79,1,17132,100,ACT,2022-10-15 12:50:13.0,2022-10-16 02:40:38.0
39554,146,1,17132,45,ACT,2022-10-15 12:50:13.0,2022-10-16 02:40:38.0
39554,153,1,17132,106,ACT,2022-10-15 12:50:13.0,2022-10-16 02:40:38.0
39554,309,1,17132,172,ACT,2022-10-15 12:50:13.0,2022-10-16 02:40:38.0
39563,79,1,17136,100,ACT,2022-10-17 08:28:51.0,2022-10-18 02:40:37.0
39563,147,1,17136,105,ACT,2022-10-17 08:28:51.0,2022-10-18 02:40:37.0
39563,153,1,17136,106,ACT,2022-10-17 08:28:51.0,2022-10-18 02:40:37.0
39560,79,1,17139,100,ACT,2022-10-17 08:28:56.0,2022-10-18 02:40:37.0
39560,150,1,17139,46,ACT,2022-10-17 08:28:56.0,2022-10-18 02:40:37.0
39560,153,1,17139,106,ACT,2022-10-17 08:28:56.0,2022-10-18 02:40:37.0
39578,79,1,17137,100,ACT,2022-10-17 09:07:00.0,2022-10-18 02:40:37.0
39578,147,1,17137,105,ACT,2022-10-17 09:07:00.0,2022-10-18 02:40:37.0
39581,79,1,17138,100,ACT,2022-10-17 09:07:04.0,2022-10-18 02:40:37.0
39581,147,1,17138,105,ACT,2022-10-17 09:07:04.0,2022-10-18 02:40:37.0
38957,79,1,17076,100,ACT,2022-10-17 16:27:15.0,2022-10-18 02:40:37.0
38957,147,1,17076,105,ACT,2022-10-17 16:27:15.0,2022-10-18 02:40:37.0
38957,149,1,17076,76,ACT,2022-10-17 16:27:15.0,2022-10-18 02:40:37.0
38957,150,1,17076,46,ACT,2022-10-17 16:27:15.0,2022-10-18 02:40:37.0
38957,153,1,17076,106,ACT,2022-10-17 16:27:15.0,2022-10-18 02:40:37.0
39620,79,1,17153,100,ACT,2022-10-18 09:05:04.0,2022-10-19 02:39:35.0
39620,147,1,17153,105,ACT,2022-10-18 09:05:04.0,2022-10-19 02:39:35.0
39620,150,1,17153,46,ACT,2022-10-18 09:05:04.0,2022-10-19 02:39:35.0
39557,79,1,17154,100,ACT,2022-10-18 09:06:19.0,2022-10-19 02:39:35.0
39557,147,1,17154,105,ACT,2022-10-18 09:06:19.0,2022-10-19 02:39:35.0
39557,150,1,17154,46,ACT,2022-10-18 09:06:19.0,2022-10-19 02:39:35.0
39557,153,1,17154,106,ACT,2022-10-18 09:06:19.0,2022-10-19 02:39:35.0
39590,57,1,17142,78,ACT,2022-10-18 09:07:10.0,2022-10-19 02:39:35.0
39590,138,1,17142,72,ACT,2022-10-18 09:07:10.0,2022-10-19 02:39:35.0
39596,100,1,17144,62,ACT,2022-10-18 09:07:14.0,2022-10-19 02:39:35.0
39602,73,1,17141,101,ACT,2022-10-18 09:07:17.0,2022-10-19 02:39:35.0
39602,155,1,17141,26,ACT,2022-10-18 09:07:17.0,2022-10-19 02:39:35.0
39602,338,1,17141,198,ACT,2022-10-18 09:07:17.0,2022-10-19 02:39:35.0
39593,155,1,17140,26,ACT,2022-10-18 09:07:21.0,2022-10-19 02:39:35.0
39599,35,1,17143,60,ACT,2022-10-18 09:07:25.0,2022-10-19 02:39:35.0
39599,91,1,17143,43,ACT,2022-10-18 09:07:25.0,2022-10-19 02:39:35.0
39614,100,1,17145,62,ACT,2022-10-18 09:08:01.0,2022-10-19 02:39:35.0
39614,352,1,17145,204,ACT,2022-10-18 09:08:01.0,2022-10-19 02:39:35.0
39611,100,1,17148,62,ACT,2022-10-18 09:08:05.0,2022-10-19 02:39:35.0
39611,352,1,17148,204,ACT,2022-10-18 09:08:05.0,2022-10-19 02:39:35.0
39605,79,1,17147,100,ACT,2022-10-18 09:08:08.0,2022-10-19 02:39:35.0
39605,147,1,17147,105,ACT,2022-10-18 09:08:08.0,2022-10-19 02:39:35.0
39608,309,1,17152,172,ACT,2022-10-18 09:08:11.0,2022-10-19 02:39:35.0
39608,310,1,17152,173,ACT,2022-10-18 09:08:11.0,2022-10-19 02:39:35.0
39617,79,1,17151,100,ACT,2022-10-18 09:18:33.0,2022-10-19 02:39:35.0
39617,146,1,17151,45,ACT,2022-10-18 09:18:33.0,2022-10-19 02:39:35.0
39617,149,1,17151,76,ACT,2022-10-18 09:18:33.0,2022-10-19 02:39:35.0
39617,150,1,17151,46,ACT,2022-10-18 09:18:33.0,2022-10-19 02:39:35.0
39623,73,1,17149,101,ACT,2022-10-18 10:17:03.0,2022-10-19 02:39:35.0
39623,155,1,17149,26,ACT,2022-10-18 10:17:03.0,2022-10-19 02:39:35.0
39623,338,1,17149,198,ACT,2022-10-18 10:17:03.0,2022-10-19 02:39:35.0
39626,79,1,17150,100,ACT,2022-10-18 10:20:02.0,2022-10-19 02:39:35.0
39626,147,1,17150,105,ACT,2022-10-18 10:20:02.0,2022-10-19 02:39:35.0
39632,73,1,17146,101,ACT,2022-10-18 17:16:44.0,2022-10-19 02:39:35.0
39632,155,1,17146,26,ACT,2022-10-18 17:16:44.0,2022-10-19 02:39:35.0
39632,338,1,17146,198,ACT,2022-10-18 17:16:44.0,2022-10-19 02:39:35.0
39653,79,1,17158,100,ACT,2022-10-19 07:29:40.0,2022-10-20 02:38:37.0
39653,146,1,17158,45,ACT,2022-10-19 07:29:40.0,2022-10-20 02:38:37.0
39653,150,1,17158,46,ACT,2022-10-19 07:29:40.0,2022-10-20 02:38:37.0
39656,79,1,17159,100,ACT,2022-10-19 08:57:20.0,2022-10-20 02:38:37.0
39656,146,1,17159,45,ACT,2022-10-19 08:57:20.0,2022-10-20 02:38:37.0
39656,150,1,17159,46,ACT,2022-10-19 08:57:20.0,2022-10-20 02:38:37.0
39656,153,1,17159,106,ACT,2022-10-19 08:57:20.0,2022-10-20 02:38:37.0
39659,79,1,17156,100,ACT,2022-10-19 09:07:53.0,2022-10-20 02:38:37.0
39659,147,1,17156,105,ACT,2022-10-19 09:07:53.0,2022-10-20 02:38:37.0
39659,309,1,17156,172,ACT,2022-10-19 09:07:53.0,2022-10-20 02:38:37.0
39659,310,1,17156,173,ACT,2022-10-19 09:07:53.0,2022-10-20 02:38:37.0
39662,79,1,17155,100,ACT,2022-10-19 09:07:56.0,2022-10-20 02:38:37.0
39662,146,1,17155,45,ACT,2022-10-19 09:07:56.0,2022-10-20 02:38:37.0
39662,309,1,17155,172,ACT,2022-10-19 09:07:56.0,2022-10-20 02:38:37.0
39662,310,1,17155,173,ACT,2022-10-19 09:07:56.0,2022-10-20 02:38:37.0
39668,79,1,17160,100,ACT,2022-10-19 09:23:25.0,2022-10-20 02:38:37.0
39668,146,1,17160,45,ACT,2022-10-19 09:23:25.0,2022-10-20 02:38:37.0
39668,147,1,17160,105,ACT,2022-10-19 09:23:25.0,2022-10-20 02:38:37.0
39668,149,1,17160,76,ACT,2022-10-19 09:23:25.0,2022-10-20 02:38:37.0
39668,150,1,17160,46,ACT,2022-10-19 09:23:25.0,2022-10-20 02:38:37.0
39668,153,1,17160,106,ACT,2022-10-19 09:23:25.0,2022-10-20 02:38:37.0
39674,73,1,17157,101,ACT,2022-10-19 18:55:14.0,2022-10-20 02:38:37.0
39674,155,1,17157,26,ACT,2022-10-19 18:55:14.0,2022-10-20 02:38:37.0
39674,338,1,17157,198,ACT,2022-10-19 18:55:14.0,2022-10-20 02:38:37.0
39677,79,1,17167,100,ACT,2022-10-19 18:56:38.0,2022-10-21 02:41:37.0
39677,147,1,17167,105,ACT,2022-10-19 18:56:38.0,2022-10-21 02:41:37.0
39680,79,1,17165,100,ACT,2022-10-20 08:26:47.0,2022-10-21 02:41:37.0
39680,147,1,17165,105,ACT,2022-10-20 08:26:47.0,2022-10-21 02:41:37.0
39680,309,1,17165,172,ACT,2022-10-20 08:26:47.0,2022-10-21 02:41:37.0
39680,310,1,17165,173,ACT,2022-10-20 08:26:47.0,2022-10-21 02:41:37.0
39683,155,1,17163,26,ACT,2022-10-20 09:14:18.0,2022-10-21 02:41:37.0
39683,338,1,17163,198,ACT,2022-10-20 09:14:18.0,2022-10-21 02:41:37.0
39686,79,1,17170,100,ACT,2022-10-20 09:20:15.0,2022-10-21 02:41:37.0
39686,147,1,17170,105,ACT,2022-10-20 09:20:15.0,2022-10-21 02:41:37.0
39698,56,1,17169,107,ACT,2022-10-20 18:14:05.0,2022-10-21 02:41:37.0
39698,57,1,17169,78,ACT,2022-10-20 18:14:05.0,2022-10-21 02:41:37.0
39698,138,1,17169,72,ACT,2022-10-20 18:14:05.0,2022-10-21 02:41:37.0
39692,100,1,17164,62,ACT,2022-10-20 18:14:43.0,2022-10-21 02:41:37.0
39695,44,1,17168,77,ACT,2022-10-20 18:14:48.0,2022-10-21 02:41:37.0
39695,71,1,17168,41,ACT,2022-10-20 18:14:48.0,2022-10-21 02:41:37.0
39701,35,1,17166,60,ACT,2022-10-20 18:15:17.0,2022-10-21 02:41:37.0
39701,90,1,17166,73,ACT,2022-10-20 18:15:17.0,2022-10-21 02:41:37.0
39704,79,1,17183,100,ACT,2022-10-20 18:18:51.0,2022-10-22 02:41:38.0
39704,147,1,17183,105,ACT,2022-10-20 18:18:51.0,2022-10-22 02:41:38.0
39710,61,1,17176,48,ACT,2022-10-21 09:23:18.0,2022-10-22 02:41:38.0
39710,338,1,17176,198,ACT,2022-10-21 09:23:18.0,2022-10-22 02:41:38.0
39716,79,1,17185,100,ACT,2022-10-21 09:25:50.0,2022-10-22 02:41:38.0
39716,147,1,17185,105,ACT,2022-10-21 09:25:50.0,2022-10-22 02:41:38.0
39716,150,1,17185,46,ACT,2022-10-21 09:25:50.0,2022-10-22 02:41:38.0
39713,79,1,17184,100,ACT,2022-10-21 09:25:53.0,2022-10-22 02:41:38.0
39713,147,1,17184,105,ACT,2022-10-21 09:25:53.0,2022-10-22 02:41:38.0
39719,73,1,17173,101,ACT,2022-10-21 10:20:49.0,2022-10-22 02:41:38.0
39719,155,1,17173,26,ACT,2022-10-21 10:20:49.0,2022-10-22 02:41:38.0
39719,338,1,17173,198,ACT,2022-10-21 10:20:49.0,2022-10-22 02:41:38.0
39722,79,1,17172,100,ACT,2022-10-21 13:28:33.0,2022-10-22 02:41:38.0
39722,147,1,17172,105,ACT,2022-10-21 13:28:33.0,2022-10-22 02:41:38.0
39722,309,1,17172,172,ACT,2022-10-21 13:28:33.0,2022-10-22 02:41:38.0
39722,310,1,17172,173,ACT,2022-10-21 13:28:33.0,2022-10-22 02:41:38.0
39728,100,1,17180,62,ACT,2022-10-21 13:30:51.0,2022-10-22 02:41:38.0
39728,352,1,17180,204,ACT,2022-10-21 13:30:51.0,2022-10-22 02:41:38.0
39725,352,1,17175,204,ACT,2022-10-21 13:30:59.0,2022-10-22 02:41:38.0
39731,56,1,17182,107,ACT,2022-10-21 13:31:13.0,2022-10-22 02:41:38.0
39731,138,1,17182,72,ACT,2022-10-21 13:31:13.0,2022-10-22 02:41:38.0
39734,57,1,17174,78,ACT,2022-10-21 13:31:20.0,2022-10-22 02:41:38.0
39734,138,1,17174,72,ACT,2022-10-21 13:31:20.0,2022-10-22 02:41:38.0
39737,56,1,17178,107,ACT,2022-10-21 13:31:27.0,2022-10-22 02:41:38.0
39740,155,1,17179,26,ACT,2022-10-21 13:31:32.0,2022-10-22 02:41:38.0
39740,338,1,17179,198,ACT,2022-10-21 13:31:32.0,2022-10-22 02:41:38.0
39743,61,1,17177,48,ACT,2022-10-21 13:46:46.0,2022-10-22 02:41:38.0
39743,155,1,17177,26,ACT,2022-10-21 13:46:46.0,2022-10-22 02:41:38.0
38063,146,1,16649,45,ACT,2022-10-21 16:34:26.0,2022-10-22 02:41:38.0
39749,79,1,17186,100,ACT,2022-10-21 16:35:25.0,2022-10-22 02:41:38.0
39749,146,1,17186,45,ACT,2022-10-21 16:35:25.0,2022-10-22 02:41:38.0
39755,79,1,17190,100,ACT,2022-10-21 18:03:19.0,2022-10-24 02:40:39.0
39755,146,1,17190,45,ACT,2022-10-21 18:03:19.0,2022-10-24 02:40:39.0
39755,149,1,17190,76,ACT,2022-10-21 18:03:19.0,2022-10-24 02:40:39.0
39755,150,1,17190,46,ACT,2022-10-21 18:03:19.0,2022-10-24 02:40:39.0
39752,79,1,17188,100,ACT,2022-10-22 06:51:44.0,2022-10-24 02:40:39.0
39752,146,1,17188,45,ACT,2022-10-22 06:51:44.0,2022-10-24 02:40:39.0
39752,153,1,17188,106,ACT,2022-10-22 06:51:44.0,2022-10-24 02:40:39.0
39752,309,1,17188,172,ACT,2022-10-22 06:51:44.0,2022-10-24 02:40:39.0
39785,35,1,17196,60,ACT,2022-10-24 09:26:57.0,2022-10-25 02:41:39.0
39785,95,1,17196,89,ACT,2022-10-24 09:26:57.0,2022-10-25 02:41:39.0
39761,79,1,17203,100,ACT,2022-10-24 09:27:02.0,2022-10-25 02:41:39.0
39761,147,1,17203,105,ACT,2022-10-24 09:27:02.0,2022-10-25 02:41:39.0
39761,150,1,17203,46,ACT,2022-10-24 09:27:02.0,2022-10-25 02:41:39.0
39761,153,1,17203,106,ACT,2022-10-24 09:27:02.0,2022-10-25 02:41:39.0
39764,79,1,17206,100,ACT,2022-10-24 09:27:07.0,2022-10-25 02:41:39.0
39764,147,1,17206,105,ACT,2022-10-24 09:27:07.0,2022-10-25 02:41:39.0
39758,79,1,17205,100,ACT,2022-10-24 09:27:13.0,2022-10-25 02:41:39.0
39758,147,1,17205,105,ACT,2022-10-24 09:27:13.0,2022-10-25 02:41:39.0
39767,79,1,17201,100,ACT,2022-10-24 09:27:18.0,2022-10-25 02:41:39.0
39767,147,1,17201,105,ACT,2022-10-24 09:27:18.0,2022-10-25 02:41:39.0
39767,153,1,17201,106,ACT,2022-10-24 09:27:18.0,2022-10-25 02:41:39.0
39794,57,1,17204,78,ACT,2022-10-24 10:40:22.0,2022-10-25 02:41:39.0
39794,138,1,17204,72,ACT,2022-10-24 10:40:22.0,2022-10-25 02:41:39.0
39788,155,1,17194,26,ACT,2022-10-24 10:40:28.0,2022-10-25 02:41:39.0
39791,57,1,17192,78,ACT,2022-10-24 10:40:39.0,2022-10-25 02:41:39.0
39791,138,1,17192,72,ACT,2022-10-24 10:40:39.0,2022-10-25 02:41:39.0
39800,100,1,17197,62,ACT,2022-10-24 10:40:40.0,2022-10-25 02:41:39.0
39797,35,1,17195,60,ACT,2022-10-24 10:40:41.0,2022-10-25 02:41:39.0
39797,95,1,17195,89,ACT,2022-10-24 10:40:41.0,2022-10-25 02:41:39.0
39803,79,1,17207,100,ACT,2022-10-24 13:52:26.0,2022-10-25 02:41:39.0
39803,146,1,17207,45,ACT,2022-10-24 13:52:26.0,2022-10-25 02:41:39.0
39803,149,1,17207,76,ACT,2022-10-24 13:52:26.0,2022-10-25 02:41:39.0
39803,150,1,17207,46,ACT,2022-10-24 13:52:26.0,2022-10-25 02:41:39.0
39815,35,1,17202,60,ACT,2022-10-24 17:49:22.0,2022-10-25 02:41:39.0
39815,173,1,17202,35,ACT,2022-10-24 17:49:22.0,2022-10-25 02:41:39.0
39806,56,1,17198,107,ACT,2022-10-24 17:49:26.0,2022-10-25 02:41:39.0
39806,138,1,17198,72,ACT,2022-10-24 17:49:26.0,2022-10-25 02:41:39.0
39809,155,1,17200,26,ACT,2022-10-24 17:49:30.0,2022-10-25 02:41:39.0
39809,338,1,17200,198,ACT,2022-10-24 17:49:30.0,2022-10-25 02:41:39.0
39812,92,1,17193,103,ACT,2022-10-24 17:49:34.0,2022-10-25 02:41:39.0
39812,104,1,17193,92,ACT,2022-10-24 17:49:34.0,2022-10-25 02:41:39.0
39818,35,1,17199,60,ACT,2022-10-24 17:52:05.0,2022-10-25 02:41:39.0
