content_category_brid.content_id,content_category_brid.category_id,content_category_brid.content_type_key,content_category_brid.content_key,content_category_brid.category_key,content_category_brid.status,content_category_brid.updated_time,content_category_brid.last_mofidied
32010,79,1,14029,100,ACT,2021-06-24 08:16:53.0,2021-06-24 11:21:15.0
32010,146,1,14029,45,ACT,2021-06-24 08:16:53.0,2021-06-24 11:21:15.0
32010,153,1,14029,106,ACT,2021-06-24 08:16:53.0,2021-06-24 11:21:15.0
32011,79,1,14032,100,ACT,2021-06-24 08:16:56.0,2021-06-24 11:21:15.0
32011,146,1,14032,45,ACT,2021-06-24 08:16:56.0,2021-06-24 11:21:15.0
32011,149,1,14032,76,ACT,2021-06-24 08:16:56.0,2021-06-24 11:21:15.0
32014,309,1,14033,1,ACT,2021-06-24 08:16:59.0,2021-06-24 11:21:15.0
32016,73,1,14042,101,ACT,2021-06-25 07:37:50.0,2021-06-25 11:21:15.0
32016,155,1,14042,26,ACT,2021-06-25 07:37:50.0,2021-06-25 11:21:15.0
32019,79,1,14037,100,ACT,2021-06-25 07:42:00.0,2021-06-25 11:21:15.0
32019,147,1,14037,105,ACT,2021-06-25 07:42:00.0,2021-06-25 11:21:15.0
32022,309,1,14041,1,ACT,2021-06-25 07:42:04.0,2021-06-25 11:21:15.0
32023,73,1,14040,101,ACT,2021-06-25 09:55:49.0,2021-06-25 11:21:15.0
32023,155,1,14040,26,ACT,2021-06-25 09:55:49.0,2021-06-25 11:21:15.0
32025,309,1,14038,1,ACT,2021-06-25 09:57:33.0,2021-06-25 11:21:15.0
32025,310,1,14038,1,ACT,2021-06-25 09:57:33.0,2021-06-25 11:21:15.0
32031,79,1,14049,100,ACT,2021-06-25 16:24:16.0,2021-06-25 23:21:17.0
32031,147,1,14049,105,ACT,2021-06-25 16:24:16.0,2021-06-25 23:21:17.0
32034,35,1,14043,60,ACT,2021-06-25 16:24:24.0,2021-06-25 23:21:17.0
32034,95,1,14043,89,ACT,2021-06-25 16:24:24.0,2021-06-25 23:21:17.0
32035,40,1,14046,70,ACT,2021-06-25 16:24:31.0,2021-06-25 23:21:17.0
32035,71,1,14046,41,ACT,2021-06-25 16:24:31.0,2021-06-25 23:21:17.0
32037,79,1,14050,100,ACT,2021-06-25 16:24:35.0,2021-06-25 23:21:17.0
32037,147,1,14050,105,ACT,2021-06-25 16:24:35.0,2021-06-25 23:21:17.0
32038,71,1,14047,41,ACT,2021-06-25 16:24:40.0,2021-06-25 23:21:17.0
32038,83,1,14047,49,ACT,2021-06-25 16:24:40.0,2021-06-25 23:21:17.0
32041,40,1,14045,70,ACT,2021-06-25 16:24:45.0,2021-06-25 23:21:17.0
32041,71,1,14045,41,ACT,2021-06-25 16:24:45.0,2021-06-25 23:21:17.0
32044,40,1,14044,70,ACT,2021-06-25 16:24:50.0,2021-06-25 23:21:17.0
32044,71,1,14044,41,ACT,2021-06-25 16:24:50.0,2021-06-25 23:21:17.0
32028,73,1,14048,101,ACT,2021-06-25 17:50:27.0,2021-06-25 23:21:17.0
32028,155,1,14048,26,ACT,2021-06-25 17:50:27.0,2021-06-25 23:21:17.0
32062,309,1,14052,1,ACT,2021-06-26 08:02:24.0,2021-06-26 11:21:14.0
32067,79,1,14054,100,ACT,2021-06-26 08:02:33.0,2021-06-26 11:21:14.0
32067,147,1,14054,105,ACT,2021-06-26 08:02:33.0,2021-06-26 11:21:14.0
32070,43,1,14053,88,ACT,2021-06-26 08:02:38.0,2021-06-26 11:21:14.0
32070,71,1,14053,41,ACT,2021-06-26 08:02:38.0,2021-06-26 11:21:14.0
32071,79,1,14058,100,ACT,2021-06-26 08:02:43.0,2021-06-27 11:21:14.0
32071,147,1,14058,105,ACT,2021-06-26 08:02:43.0,2021-06-27 11:21:14.0
32074,79,1,14057,100,ACT,2021-06-27 10:15:03.0,2021-06-27 11:21:14.0
32074,147,1,14057,105,ACT,2021-06-27 10:15:03.0,2021-06-27 11:21:14.0
32046,71,1,14059,41,ACT,2021-06-28 07:59:11.0,2021-06-28 11:21:16.0
32046,315,1,14059,1,ACT,2021-06-28 07:59:11.0,2021-06-28 11:21:16.0
32079,79,1,14060,100,ACT,2021-06-28 07:59:16.0,2021-06-28 11:21:16.0
32079,147,1,14060,105,ACT,2021-06-28 07:59:16.0,2021-06-28 11:21:16.0
32080,79,1,14061,100,ACT,2021-06-28 08:22:58.0,2021-06-28 11:21:16.0
32080,147,1,14061,105,ACT,2021-06-28 08:22:58.0,2021-06-28 11:21:16.0
32080,150,1,14061,46,ACT,2021-06-28 08:22:58.0,2021-06-28 11:21:16.0
32077,79,1,14062,100,ACT,2021-06-28 17:51:51.0,2021-06-28 23:21:16.0
32077,147,1,14062,105,ACT,2021-06-28 17:51:51.0,2021-06-28 23:21:16.0
32077,149,1,14062,76,ACT,2021-06-28 17:51:51.0,2021-06-28 23:21:16.0
32083,79,1,14066,100,ACT,2021-06-28 18:57:49.0,2021-06-29 11:21:27.0
32083,147,1,14066,105,ACT,2021-06-28 18:57:49.0,2021-06-29 11:21:27.0
32082,309,1,14063,1,ACT,2021-06-29 08:51:53.0,2021-06-29 11:21:27.0
32082,310,1,14063,1,ACT,2021-06-29 08:51:53.0,2021-06-29 11:21:27.0
32088,79,1,14068,100,ACT,2021-06-29 08:51:57.0,2021-06-29 11:21:27.0
32088,147,1,14068,105,ACT,2021-06-29 08:51:57.0,2021-06-29 11:21:27.0
32091,79,1,14064,100,ACT,2021-06-29 08:52:16.0,2021-06-29 11:21:27.0
32091,146,1,14064,45,ACT,2021-06-29 08:52:16.0,2021-06-29 11:21:27.0
32091,149,1,14064,76,ACT,2021-06-29 08:52:16.0,2021-06-29 11:21:27.0
32091,153,1,14064,106,ACT,2021-06-29 08:52:16.0,2021-06-29 11:21:27.0
32094,41,1,14067,40,ACT,2021-06-29 09:36:56.0,2021-06-29 11:21:27.0
32094,71,1,14067,41,ACT,2021-06-29 09:36:56.0,2021-06-29 11:21:27.0
32095,309,1,14069,1,ACT,2021-06-30 07:37:19.0,2021-06-30 11:21:15.0
32097,309,1,14072,1,ACT,2021-06-30 07:53:27.0,2021-06-30 11:21:15.0
32097,310,1,14072,1,ACT,2021-06-30 07:53:27.0,2021-06-30 11:21:15.0
32086,79,1,14071,100,ACT,2021-06-30 09:48:17.0,2021-06-30 11:21:15.0
32086,147,1,14071,105,ACT,2021-06-30 09:48:17.0,2021-06-30 11:21:15.0
32086,150,1,14071,46,ACT,2021-06-30 09:48:17.0,2021-06-30 11:21:15.0
32098,309,1,14073,1,ACT,2021-06-30 15:57:04.0,2021-06-30 23:21:16.0
32098,310,1,14073,1,ACT,2021-06-30 15:57:04.0,2021-06-30 23:21:16.0
32101,79,1,14078,100,ACT,2021-07-01 08:06:12.0,2021-07-01 11:21:15.0
32101,147,1,14078,105,ACT,2021-07-01 08:06:12.0,2021-07-01 11:21:15.0
32103,92,1,14077,103,ACT,2021-07-01 08:06:17.0,2021-07-01 11:21:15.0
32103,162,1,14077,28,ACT,2021-07-01 08:06:17.0,2021-07-01 11:21:15.0
32104,39,1,14076,99,ACT,2021-07-01 08:06:22.0,2021-07-01 11:21:15.0
32104,71,1,14076,41,ACT,2021-07-01 08:06:22.0,2021-07-01 11:21:15.0
32107,79,1,14074,100,ACT,2021-07-01 08:10:38.0,2021-07-01 11:21:15.0
32107,147,1,14074,105,ACT,2021-07-01 08:10:38.0,2021-07-01 11:21:15.0
32110,44,1,14081,77,ACT,2021-07-01 17:04:21.0,2021-07-01 23:21:17.0
32110,71,1,14081,41,ACT,2021-07-01 17:04:21.0,2021-07-01 23:21:17.0
32113,79,1,14088,100,ACT,2021-07-01 20:07:23.0,2021-07-02 11:21:13.0
32113,146,1,14088,45,ACT,2021-07-01 20:07:23.0,2021-07-02 11:21:13.0
32113,150,1,14088,46,ACT,2021-07-01 20:07:23.0,2021-07-02 11:21:13.0
32115,79,1,14087,100,ACT,2021-07-01 20:07:27.0,2021-07-02 11:21:13.0
32115,147,1,14087,105,ACT,2021-07-01 20:07:27.0,2021-07-02 11:21:13.0
32115,150,1,14087,46,ACT,2021-07-01 20:07:27.0,2021-07-02 11:21:13.0
32119,309,1,14089,1,ACT,2021-07-02 08:10:12.0,2021-07-02 11:21:13.0
32112,79,1,14086,100,ACT,2021-07-02 08:10:37.0,2021-07-02 11:21:13.0
32112,146,1,14086,45,ACT,2021-07-02 08:10:37.0,2021-07-02 11:21:13.0
32112,153,1,14086,106,ACT,2021-07-02 08:10:37.0,2021-07-02 11:21:13.0
32122,73,1,14094,101,ACT,2021-07-03 00:08:27.0,2021-07-03 11:21:13.0
32122,155,1,14094,26,ACT,2021-07-03 00:08:27.0,2021-07-03 11:21:13.0
32134,309,1,14090,1,ACT,2021-07-03 00:10:57.0,2021-07-03 11:21:13.0
32145,40,1,14096,70,ACT,2021-07-03 00:12:04.0,2021-07-03 11:21:13.0
32145,41,1,14096,40,ACT,2021-07-03 00:12:04.0,2021-07-03 11:21:13.0
32145,71,1,14096,41,ACT,2021-07-03 00:12:04.0,2021-07-03 11:21:13.0
32148,79,1,14095,100,ACT,2021-07-03 00:12:31.0,2021-07-03 11:21:13.0
32148,147,1,14095,105,ACT,2021-07-03 00:12:31.0,2021-07-03 11:21:13.0
32151,43,1,14093,88,ACT,2021-07-03 00:12:41.0,2021-07-03 11:21:13.0
32151,71,1,14093,41,ACT,2021-07-03 00:12:41.0,2021-07-03 11:21:13.0
32155,79,1,14100,100,ACT,2021-07-03 23:52:39.0,2021-07-04 11:21:15.0
32155,147,1,14100,105,ACT,2021-07-03 23:52:39.0,2021-07-04 11:21:15.0
32157,79,1,14099,100,ACT,2021-07-03 23:52:50.0,2021-07-04 11:21:15.0
32157,146,1,14099,45,ACT,2021-07-03 23:52:50.0,2021-07-04 11:21:15.0
32157,149,1,14099,76,ACT,2021-07-03 23:52:50.0,2021-07-04 11:21:15.0
32154,79,1,14101,100,ACT,2021-07-03 23:53:45.0,2021-07-04 11:21:15.0
32154,147,1,14101,105,ACT,2021-07-03 23:53:45.0,2021-07-04 11:21:15.0
32124,71,1,14103,41,ACT,2021-07-05 07:31:16.0,2021-07-05 11:21:13.0
32124,315,1,14103,1,ACT,2021-07-05 07:31:16.0,2021-07-05 11:21:13.0
32163,79,1,14102,100,ACT,2021-07-05 08:19:20.0,2021-07-05 11:21:13.0
32163,147,1,14102,105,ACT,2021-07-05 08:19:20.0,2021-07-05 11:21:13.0
32166,79,1,14105,100,ACT,2021-07-05 08:19:23.0,2021-07-05 11:21:13.0
32166,146,1,14105,45,ACT,2021-07-05 08:19:23.0,2021-07-05 11:21:13.0
32166,149,1,14105,76,ACT,2021-07-05 08:19:23.0,2021-07-05 11:21:13.0
32166,153,1,14105,106,ACT,2021-07-05 08:19:23.0,2021-07-05 11:21:13.0
32167,79,1,14104,100,ACT,2021-07-05 08:21:20.0,2021-07-05 11:21:13.0
32167,147,1,14104,105,ACT,2021-07-05 08:21:20.0,2021-07-05 11:21:13.0
32167,150,1,14104,46,ACT,2021-07-05 08:21:20.0,2021-07-05 11:21:13.0
32172,79,1,14110,100,ACT,2021-07-06 07:52:18.0,2021-07-06 11:21:15.0
32172,147,1,14110,105,ACT,2021-07-06 07:52:18.0,2021-07-06 11:21:16.0
32176,309,1,14107,1,ACT,2021-07-06 08:00:52.0,2021-07-06 11:21:16.0
32169,309,1,14108,1,ACT,2021-07-06 09:40:48.0,2021-07-06 11:21:16.0
32169,310,1,14108,1,ACT,2021-07-06 09:40:48.0,2021-07-06 11:21:16.0
32175,41,1,14109,40,ACT,2021-07-06 10:38:01.0,2021-07-06 11:21:16.0
32175,71,1,14109,41,ACT,2021-07-06 10:38:01.0,2021-07-06 11:21:16.0
32188,79,1,14119,100,ACT,2021-07-06 19:11:14.0,2021-07-07 11:21:16.0
32188,147,1,14119,105,ACT,2021-07-06 19:11:14.0,2021-07-07 11:21:16.0
32179,44,1,14114,77,ACT,2021-07-07 07:34:38.0,2021-07-07 11:21:16.0
32179,71,1,14114,41,ACT,2021-07-07 07:34:38.0,2021-07-07 11:21:16.0
32182,73,1,14117,101,ACT,2021-07-07 07:34:43.0,2021-07-07 11:21:16.0
32182,155,1,14117,26,ACT,2021-07-07 07:34:43.0,2021-07-07 11:21:16.0
32185,71,1,14118,41,ACT,2021-07-07 07:34:51.0,2021-07-07 11:21:16.0
32185,83,1,14118,49,ACT,2021-07-07 07:34:51.0,2021-07-07 11:21:16.0
32158,79,1,14113,100,ACT,2021-07-07 07:40:23.0,2021-07-07 11:21:16.0
32158,147,1,14113,105,ACT,2021-07-07 07:40:23.0,2021-07-07 11:21:16.0
32160,79,1,14115,100,ACT,2021-07-07 07:40:27.0,2021-07-07 11:21:16.0
32160,147,1,14115,105,ACT,2021-07-07 07:40:27.0,2021-07-07 11:21:16.0
32193,44,1,14116,77,ACT,2021-07-07 08:35:31.0,2021-07-07 11:21:16.0
32193,71,1,14116,41,ACT,2021-07-07 08:35:31.0,2021-07-07 11:21:16.0
32191,309,1,14112,1,ACT,2021-07-07 08:37:31.0,2021-07-07 11:21:16.0
32191,310,1,14112,1,ACT,2021-07-07 08:37:31.0,2021-07-07 11:21:16.0
32196,40,1,14126,70,ACT,2021-07-08 07:17:43.0,2021-07-08 11:21:15.0
32196,71,1,14126,41,ACT,2021-07-08 07:17:43.0,2021-07-08 11:21:15.0
32197,79,1,14124,100,ACT,2021-07-08 07:23:13.0,2021-07-08 11:21:15.0
32197,147,1,14124,105,ACT,2021-07-08 07:23:13.0,2021-07-08 11:21:15.0
32199,79,1,14125,100,ACT,2021-07-08 07:27:56.0,2021-07-08 11:21:15.0
32199,146,1,14125,45,ACT,2021-07-08 07:27:56.0,2021-07-08 11:21:15.0
32199,149,1,14125,76,ACT,2021-07-08 07:27:56.0,2021-07-08 11:21:15.0
32199,153,1,14125,106,ACT,2021-07-08 07:27:56.0,2021-07-08 11:21:15.0
32206,79,1,14129,100,ACT,2021-07-08 18:14:57.0,2021-07-09 11:21:15.0
32206,146,1,14129,45,ACT,2021-07-08 18:14:57.0,2021-07-09 11:21:15.0
32206,150,1,14129,46,ACT,2021-07-08 18:14:57.0,2021-07-09 11:21:15.0
32208,79,1,14131,100,ACT,2021-07-08 18:15:12.0,2021-07-09 11:21:15.0
32208,147,1,14131,105,ACT,2021-07-08 18:15:12.0,2021-07-09 11:21:15.0
32208,150,1,14131,46,ACT,2021-07-08 18:15:12.0,2021-07-09 11:21:15.0
32202,71,1,14132,41,ACT,2021-07-09 07:46:17.0,2021-07-09 11:21:15.0
32202,84,1,14132,109,ACT,2021-07-09 07:46:17.0,2021-07-09 11:21:15.0
32203,309,1,14130,1,ACT,2021-07-09 07:58:13.0,2021-07-09 11:21:15.0
32205,79,1,14127,100,ACT,2021-07-09 07:58:16.0,2021-07-09 11:21:15.0
32205,146,1,14127,45,ACT,2021-07-09 07:58:16.0,2021-07-09 11:21:15.0
32205,153,1,14127,106,ACT,2021-07-09 07:58:16.0,2021-07-09 11:21:15.0
32214,35,1,14134,60,ACT,2021-07-09 17:01:34.0,2021-07-09 23:21:14.0
32214,93,1,14134,24,ACT,2021-07-09 17:01:34.0,2021-07-09 23:21:14.0
32229,35,1,14133,60,ACT,2021-07-09 17:02:42.0,2021-07-09 23:21:14.0
32229,95,1,14133,89,ACT,2021-07-09 17:02:42.0,2021-07-09 23:21:14.0
32230,35,1,14135,60,ACT,2021-07-09 17:02:54.0,2021-07-09 23:21:14.0
32230,91,1,14135,43,ACT,2021-07-09 17:02:54.0,2021-07-09 23:21:14.0
32232,73,1,14136,101,ACT,2021-07-09 17:03:05.0,2021-07-09 23:21:14.0
32232,155,1,14136,26,ACT,2021-07-09 17:03:05.0,2021-07-09 23:21:14.0
32242,79,1,14142,100,ACT,2021-07-10 01:08:52.0,2021-07-10 11:21:15.0
32242,147,1,14142,105,ACT,2021-07-10 01:08:52.0,2021-07-10 11:21:15.0
32245,43,1,14141,88,ACT,2021-07-10 01:09:14.0,2021-07-10 11:21:15.0
32245,71,1,14141,41,ACT,2021-07-10 01:09:14.0,2021-07-10 11:21:15.0
32236,309,1,14137,1,ACT,2021-07-10 01:10:29.0,2021-07-10 11:21:15.0
32239,79,1,14138,100,ACT,2021-07-10 01:11:13.0,2021-07-10 11:21:15.0
32239,147,1,14138,105,ACT,2021-07-10 01:11:13.0,2021-07-10 11:21:15.0
32239,153,1,14138,106,ACT,2021-07-10 01:11:13.0,2021-07-10 11:21:15.0
32235,309,1,14144,1,ACT,2021-07-10 01:12:14.0,2021-07-11 11:21:15.0
32248,79,1,14143,100,ACT,2021-07-10 01:12:56.0,2021-07-11 11:21:15.0
32248,147,1,14143,105,ACT,2021-07-10 01:12:56.0,2021-07-11 11:21:15.0
32250,79,1,14147,100,ACT,2021-07-12 07:58:24.0,2021-07-12 11:21:15.0
32250,146,1,14147,45,ACT,2021-07-12 07:58:24.0,2021-07-12 11:21:15.0
32250,149,1,14147,76,ACT,2021-07-12 07:58:24.0,2021-07-12 11:21:15.0
32250,153,1,14147,106,ACT,2021-07-12 07:58:24.0,2021-07-12 11:21:15.0
32253,309,1,14148,1,ACT,2021-07-12 07:58:28.0,2021-07-12 11:21:15.0
32254,79,1,14149,100,ACT,2021-07-12 07:59:08.0,2021-07-12 11:21:15.0
32254,147,1,14149,105,ACT,2021-07-12 07:59:08.0,2021-07-12 11:21:15.0
32257,79,1,14151,100,ACT,2021-07-12 08:27:44.0,2021-07-12 11:21:15.0
32257,147,1,14151,105,ACT,2021-07-12 08:27:44.0,2021-07-12 11:21:15.0
32257,150,1,14151,46,ACT,2021-07-12 08:27:44.0,2021-07-12 11:21:15.0
32260,73,1,14155,101,ACT,2021-07-13 07:27:31.0,2021-07-13 11:21:14.0
32260,155,1,14155,26,ACT,2021-07-13 07:27:31.0,2021-07-13 11:21:14.0
32262,35,1,14157,60,ACT,2021-07-13 07:27:37.0,2021-07-13 11:21:14.0
32262,95,1,14157,89,ACT,2021-07-13 07:27:37.0,2021-07-13 11:21:14.0
32263,309,1,14152,1,ACT,2021-07-13 07:30:57.0,2021-07-13 11:21:14.0
32263,310,1,14152,1,ACT,2021-07-13 07:30:57.0,2021-07-13 11:21:14.0
32265,79,1,14156,100,ACT,2021-07-13 07:31:01.0,2021-07-13 11:21:14.0
32265,147,1,14156,105,ACT,2021-07-13 07:31:01.0,2021-07-13 11:21:14.0
32268,309,1,14154,1,ACT,2021-07-13 08:01:09.0,2021-07-13 11:21:15.0
32268,310,1,14154,1,ACT,2021-07-13 08:01:09.0,2021-07-13 11:21:15.0
32274,79,1,14159,100,ACT,2021-07-13 21:14:55.0,2021-07-14 11:21:15.0
32274,147,1,14159,105,ACT,2021-07-13 21:14:55.0,2021-07-14 11:21:15.0
32269,35,1,14160,60,ACT,2021-07-14 07:54:17.0,2021-07-14 11:21:15.0
32269,95,1,14160,89,ACT,2021-07-14 07:54:17.0,2021-07-14 11:21:15.0
32271,309,1,14163,1,ACT,2021-07-14 07:56:50.0,2021-07-14 11:21:15.0
32271,310,1,14163,1,ACT,2021-07-14 07:56:50.0,2021-07-14 11:21:15.0
32272,79,1,14161,100,ACT,2021-07-14 07:56:53.0,2021-07-14 11:21:15.0
32272,146,1,14161,45,ACT,2021-07-14 07:56:53.0,2021-07-14 11:21:15.0
32272,149,1,14161,76,ACT,2021-07-14 07:56:53.0,2021-07-14 11:21:15.0
32277,35,1,14162,60,ACT,2021-07-14 10:18:39.0,2021-07-14 11:21:15.0
32277,95,1,14162,89,ACT,2021-07-14 10:18:39.0,2021-07-14 11:21:15.0
32278,35,1,14170,60,ACT,2021-07-14 14:35:09.0,2021-07-14 23:21:13.0
32278,89,1,14170,50,ACT,2021-07-14 14:35:09.0,2021-07-14 23:21:13.0
32280,35,1,14168,60,ACT,2021-07-14 14:35:25.0,2021-07-14 23:21:13.0
32280,89,1,14168,50,ACT,2021-07-14 14:35:25.0,2021-07-14 23:21:13.0
32283,35,1,14167,60,ACT,2021-07-14 14:35:32.0,2021-07-14 23:21:13.0
32283,91,1,14167,43,ACT,2021-07-14 14:35:32.0,2021-07-14 23:21:13.0
32286,40,1,14169,70,ACT,2021-07-14 14:35:37.0,2021-07-14 23:21:13.0
32286,71,1,14169,41,ACT,2021-07-14 14:35:37.0,2021-07-14 23:21:13.0
32289,39,1,14172,99,ACT,2021-07-14 14:35:42.0,2021-07-14 23:21:13.0
32289,71,1,14172,41,ACT,2021-07-14 14:35:42.0,2021-07-14 23:21:13.0
32292,71,1,14171,41,ACT,2021-07-14 14:35:47.0,2021-07-14 23:21:13.0
32292,84,1,14171,109,ACT,2021-07-14 14:35:47.0,2021-07-14 23:21:13.0
32293,79,1,14175,100,ACT,2021-07-14 14:40:17.0,2021-07-15 11:21:15.0
32293,147,1,14175,105,ACT,2021-07-14 14:40:17.0,2021-07-15 11:21:15.0
32293,149,1,14175,76,ACT,2021-07-14 14:40:17.0,2021-07-15 11:21:15.0
32293,153,1,14175,106,ACT,2021-07-14 14:40:17.0,2021-07-15 11:21:15.0
32295,79,1,14174,100,ACT,2021-07-14 18:54:39.0,2021-07-15 11:21:15.0
32295,147,1,14174,105,ACT,2021-07-14 18:54:39.0,2021-07-15 11:21:15.0
32307,79,1,14182,100,ACT,2021-07-15 22:47:16.0,2021-07-16 11:21:15.0
32307,146,1,14182,45,ACT,2021-07-15 22:47:16.0,2021-07-16 11:21:15.0
32307,150,1,14182,46,ACT,2021-07-15 22:47:16.0,2021-07-16 11:21:15.0
32310,79,1,14177,100,ACT,2021-07-15 22:47:20.0,2021-07-16 11:21:15.0
32310,147,1,14177,105,ACT,2021-07-15 22:47:20.0,2021-07-16 11:21:15.0
32310,150,1,14177,46,ACT,2021-07-15 22:47:20.0,2021-07-16 11:21:15.0
32301,44,1,14180,77,ACT,2021-07-16 07:35:48.0,2021-07-16 11:21:15.0
32301,71,1,14180,41,ACT,2021-07-16 07:35:48.0,2021-07-16 11:21:15.0
32304,79,1,14176,100,ACT,2021-07-16 07:38:53.0,2021-07-16 11:21:15.0
32304,146,1,14176,45,ACT,2021-07-16 07:38:53.0,2021-07-16 11:21:15.0
32304,153,1,14176,106,ACT,2021-07-16 07:38:53.0,2021-07-16 11:21:15.0
32299,71,1,14181,41,ACT,2021-07-16 07:39:04.0,2021-07-16 11:21:15.0
32299,84,1,14181,109,ACT,2021-07-16 07:39:04.0,2021-07-16 11:21:15.0
32316,309,1,14179,1,ACT,2021-07-16 08:09:13.0,2021-07-16 11:21:15.0
32334,40,1,14184,70,ACT,2021-07-16 17:36:01.0,2021-07-16 23:21:16.0
32334,41,1,14184,40,ACT,2021-07-16 17:36:01.0,2021-07-16 23:21:16.0
32334,71,1,14184,41,ACT,2021-07-16 17:36:01.0,2021-07-16 23:21:16.0
32337,79,1,14186,100,ACT,2021-07-16 17:36:07.0,2021-07-16 23:21:16.0
32337,147,1,14186,105,ACT,2021-07-16 17:36:07.0,2021-07-16 23:21:16.0
32338,79,1,14185,100,ACT,2021-07-16 17:36:14.0,2021-07-16 23:21:16.0
32338,147,1,14185,105,ACT,2021-07-16 17:36:14.0,2021-07-16 23:21:16.0
32341,40,1,14183,70,ACT,2021-07-16 17:36:20.0,2021-07-16 23:21:16.0
32341,71,1,14183,41,ACT,2021-07-16 17:36:20.0,2021-07-16 23:21:16.0
32347,40,1,14187,70,ACT,2021-07-16 17:37:00.0,2021-07-16 23:21:16.0
32347,71,1,14187,41,ACT,2021-07-16 17:37:00.0,2021-07-16 23:21:16.0
32359,79,1,14191,100,ACT,2021-07-16 20:15:35.0,2021-07-17 11:21:15.0
32359,147,1,14191,105,ACT,2021-07-16 20:15:35.0,2021-07-17 11:21:15.0
32361,309,1,14189,1,ACT,2021-07-16 20:15:42.0,2021-07-17 11:21:15.0
32353,71,1,14188,41,ACT,2021-07-16 21:18:48.0,2021-07-17 11:21:15.0
32353,315,1,14188,1,ACT,2021-07-16 21:18:48.0,2021-07-17 11:21:15.0
32356,79,1,14193,100,ACT,2021-07-16 21:19:00.0,2021-07-18 11:21:15.0
32356,147,1,14193,105,ACT,2021-07-16 21:19:00.0,2021-07-18 11:21:15.0
32367,79,1,14204,100,ACT,2021-07-20 08:09:12.0,2021-07-20 11:21:15.0
32367,147,1,14204,105,ACT,2021-07-20 08:09:12.0,2021-07-20 11:21:15.0
32367,153,1,14204,106,ACT,2021-07-20 08:09:12.0,2021-07-20 11:21:15.0
32368,309,1,14202,1,ACT,2021-07-20 08:09:15.0,2021-07-20 11:21:15.0
32368,310,1,14202,1,ACT,2021-07-20 08:09:15.0,2021-07-20 11:21:15.0
32371,79,1,14205,100,ACT,2021-07-20 08:09:22.0,2021-07-20 11:21:15.0
32371,147,1,14205,105,ACT,2021-07-20 08:09:22.0,2021-07-20 11:21:15.0
32374,79,1,14208,100,ACT,2021-07-21 07:33:59.0,2021-07-21 11:21:16.0
32374,147,1,14208,105,ACT,2021-07-21 07:33:59.0,2021-07-21 11:21:16.0
32373,309,1,14207,1,ACT,2021-07-21 07:52:39.0,2021-07-21 11:21:16.0
32373,310,1,14207,1,ACT,2021-07-21 07:52:39.0,2021-07-21 11:21:16.0
32376,40,1,14210,70,ACT,2021-07-21 20:54:02.0,2021-07-21 23:21:16.0
32376,71,1,14210,41,ACT,2021-07-21 20:54:02.0,2021-07-21 23:21:16.0
32379,45,1,14209,47,ACT,2021-07-21 20:54:08.0,2021-07-21 23:21:16.0
32379,125,1,14209,75,ACT,2021-07-21 20:54:08.0,2021-07-21 23:21:16.0
32382,79,1,14211,100,ACT,2021-07-21 20:54:16.0,2021-07-21 23:21:16.0
32382,147,1,14211,105,ACT,2021-07-21 20:54:16.0,2021-07-21 23:21:16.0
32385,79,1,14213,100,ACT,2021-07-21 20:58:33.0,2021-07-22 11:21:16.0
32385,146,1,14213,45,ACT,2021-07-21 20:58:33.0,2021-07-22 11:21:16.0
32385,149,1,14213,76,ACT,2021-07-21 20:58:33.0,2021-07-22 11:21:16.0
32385,153,1,14213,106,ACT,2021-07-21 20:58:33.0,2021-07-22 11:21:16.0
32388,79,1,14214,100,ACT,2021-07-22 08:00:13.0,2021-07-22 11:21:16.0
32388,147,1,14214,105,ACT,2021-07-22 08:00:13.0,2021-07-22 11:21:16.0
31804,79,1,13986,100,ACT,2021-07-22 08:22:59.0,2021-07-22 11:21:16.0
31804,146,1,13986,45,ACT,2021-07-22 08:22:59.0,2021-07-22 11:21:16.0
31804,150,1,13986,46,ACT,2021-07-22 08:22:59.0,2021-07-22 11:21:16.0
32391,309,1,14215,1,ACT,2021-07-22 10:10:39.0,2021-07-22 11:21:16.0
32391,310,1,14215,1,ACT,2021-07-22 10:10:39.0,2021-07-22 11:21:16.0
31990,79,1,14039,100,ACT,2021-07-22 22:11:29.0,2021-07-22 23:21:17.0
31990,146,1,14039,45,ACT,2021-07-22 22:11:29.0,2021-07-22 23:21:17.0
31990,150,1,14039,46,ACT,2021-07-22 22:11:29.0,2021-07-22 23:21:17.0
32397,79,1,14219,100,ACT,2021-07-22 22:19:11.0,2021-07-23 11:21:15.0
32397,146,1,14219,45,ACT,2021-07-22 22:19:11.0,2021-07-23 11:21:15.0
32397,150,1,14219,46,ACT,2021-07-22 22:19:11.0,2021-07-23 11:21:15.0
32398,79,1,14216,100,ACT,2021-07-22 22:19:15.0,2021-07-23 11:21:15.0
32398,147,1,14216,105,ACT,2021-07-22 22:19:15.0,2021-07-23 11:21:15.0
32398,150,1,14216,46,ACT,2021-07-22 22:19:15.0,2021-07-23 11:21:15.0
32394,40,1,14218,70,ACT,2021-07-23 07:52:43.0,2021-07-23 11:21:15.0
32394,71,1,14218,41,ACT,2021-07-23 07:52:43.0,2021-07-23 11:21:15.0
32403,79,1,14220,100,ACT,2021-07-23 07:56:16.0,2021-07-23 11:21:15.0
