category_dim.category_key,category_dim.category_id,category_dim.category_name,category_dim.parent_key,category_dim.parent_id,category_dim.content_type_key,category_dim.ordering,category_dim.status,category_dim.created_time,category_dim.created_by,category_dim.updated_time,category_dim.updated_by,category_dim.cmc_id,category_dim.valid_from,category_dim.valid_to,category_dim.version,category_dim.current,category_dim.last_mofidied
119,205,Lịch sử,112,191,1,0,ACT,2019-05-14 09:49:55.0,214,2019-07-18 09:12:32.0,214,205,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
120,207,Hiện đại,113,192,1,0,ACT,2019-05-14 09:50:36.0,214,2019-07-18 09:18:11.0,214,207,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
121,213,Huyền ảo,113,192,1,0,ACT,2019-05-14 09:51:19.0,214,2019-07-18 09:48:46.0,214,213,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
122,217,Kiếm hiệp,112,191,1,0,ACT,2019-05-14 09:52:32.0,214,2019-07-18 09:12:42.0,214,217,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
123,219,Hiện đại,114,195,1,0,ACT,2019-05-14 09:52:51.0,214,2019-07-18 09:22:14.0,214,219,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
124,220,Cổ đại,114,195,1,0,ACT,2019-05-14 09:53:10.0,214,2019-07-18 09:22:20.0,214,220,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
125,222,Hiện đại,115,197,1,0,ACT,2019-05-14 09:53:36.0,214,2019-07-18 09:19:52.0,214,222,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
126,223,Dị giới,112,191,1,0,ACT,2019-05-22 15:49:35.0,214,2019-07-18 09:12:48.0,214,223,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
127,226,Khoa huyễn,112,191,1,0,ACT,2019-05-22 15:50:27.0,214,2019-07-18 09:12:55.0,214,226,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
128,229,Huyền huyễn,1,0,1,0,ACT,2019-05-22 15:51:21.0,214,2022-10-12 19:24:49.0,214,229,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-10-19 02:38:49.0
129,231,Tình cảm,112,191,1,0,ACT,2019-05-22 15:51:51.0,214,2019-07-18 09:13:10.0,214,231,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
130,232,Trinh thám,1,0,1,0,ACT,2019-05-22 15:52:20.0,214,2022-10-11 22:29:37.0,214,232,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-10-19 02:38:49.0
131,235,Trùng sinh,113,192,1,0,ACT,2019-05-22 15:55:04.0,214,2019-07-18 09:18:25.0,214,235,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
132,238,Xuyên không,113,192,1,0,ACT,2019-05-22 15:55:34.0,214,2019-07-18 09:18:29.0,214,238,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
133,240,Trinh thám,113,192,1,0,ACT,2019-05-22 15:56:05.0,214,2019-07-18 09:15:31.0,214,240,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
134,242,Linh dị,113,192,1,0,ACT,2019-05-22 15:56:27.0,214,2019-07-18 09:15:38.0,214,242,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
135,243,Quân sự,114,195,1,0,ACT,2019-05-22 15:56:59.0,214,2019-07-18 09:22:26.0,214,243,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
136,245,Mạt thế,114,195,1,0,ACT,2019-05-22 15:57:20.0,214,2019-07-18 09:22:39.0,214,245,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
137,248,Thanh xuân,114,195,1,0,ACT,2019-05-22 15:57:45.0,214,2019-07-18 09:22:46.0,214,248,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
138,250,Gia đấu,114,195,1,0,ACT,2019-05-22 15:58:25.0,214,2019-07-18 09:22:57.0,214,250,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
139,253,Văn phòng,115,197,1,0,ACT,2019-05-22 15:58:59.0,214,2019-07-18 09:20:01.0,214,253,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
140,256,Xuyên thú,115,197,1,0,DEL,2019-05-22 15:59:19.0,214,2019-07-23 16:14:17.0,214,256,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-23 23:20:54.0
141,259,Điền văn,115,197,1,0,ACT,2019-05-22 15:59:39.0,214,2019-07-18 09:19:38.0,214,259,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
142,261,Thể thao,112,191,1,0,DEL,2019-05-22 16:00:48.0,214,2019-07-23 15:42:03.0,214,261,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-23 23:20:54.0
143,214,Lịch sử,113,192,1,0,ACT,2019-05-14 09:51:40.0,214,2019-07-18 09:15:27.0,214,214,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
144,210,Cổ đại,1,0,1,0,ACT,2019-05-14 09:50:53.0,214,2022-10-11 22:28:00.0,214,210,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-10-19 02:38:49.0
145,263,Mạt thế,115,197,1,0,ACT,2019-07-18 09:32:01.0,214,2019-07-18 09:32:01.0,214,263,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
146,264,Quyền mưu,114,195,1,0,ACT,2019-07-18 09:43:37.0,214,2022-05-24 08:53:12.0,214,264,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-06-16 02:51:55.0
147,267,Trinh thám,115,197,1,0,ACT,2019-07-18 09:46:47.0,214,2019-07-18 09:46:47.0,214,267,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
148,268,Huyền ảo,115,197,1,0,ACT,2019-07-18 09:47:38.0,214,2019-07-18 09:47:38.0,214,268,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-18 11:20:53.0
149,270,Trinh thám,113,192,1,0,ACT,2019-08-01 18:10:44.0,214,2022-05-24 08:53:12.0,214,270,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-08-10 03:13:50.0
150,273,Linh dị,1,0,1,0,DEL,2019-08-02 08:50:27.0,214,2022-10-13 11:24:16.0,214,273,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-10-21 02:40:51.0
151,274,Nữ cường,113,192,1,1,ACT,2019-08-09 08:54:27.0,214,2022-05-24 08:53:12.0,214,274,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-05-31 02:46:53.0
152,275,Truyện ngược,113,192,1,2,ACT,2019-08-09 08:55:18.0,214,2022-05-24 08:53:12.0,214,275,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-09-04 03:33:54.0
153,276,Đam mỹ,1,0,1,5,ACT,2019-08-09 16:11:31.0,214,2022-10-11 22:29:58.0,214,276,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-10-19 02:38:49.0
52,188,Truyện thiếu nhi,82,176,1,0,ACT,2017-03-28 10:11:54.0,214,2017-03-28 10:11:54.0,214,188,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2018-09-10 23:21:47.0
53,42,Phiêu lưu - viễn tưởng,1,0,1,13,DEL,2014-09-10 16:07:14.0,214,2016-12-01 15:00:35.0,214,42,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-03-23 02:46:52.0
54,59,Thường thức - Đời sống,1,0,1,1,INA,2015-03-19 14:55:25.0,1,2015-11-12 08:34:36.0,1,59,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-15 16:36:05.0
55,99,Hướng nghiệp,101,73,1,0,ACT,2016-02-23 08:53:26.0,4,2016-02-23 08:53:26.0,4,99,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
56,112,Truyện Tranh,36,75,1,0,INA,2016-02-23 08:59:30.0,4,2016-02-23 08:59:30.0,4,112,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
57,120,Báo cáo - Thuyết trình,96,76,1,0,INA,2016-02-23 09:03:49.0,4,2016-02-23 09:03:49.0,4,120,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
58,123,Hướng dẫn - Thủ thuật,96,76,1,0,INA,2016-02-23 09:04:39.0,4,2016-02-23 09:04:39.0,4,123,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
59,88,Thơ,41,71,1,0,INA,2016-02-23 08:45:33.0,4,2016-03-04 10:12:20.0,4,88,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
60,35,Kinh doanh - Làm giàu,1,0,1,1,ACT,2014-09-10 16:04:04.0,214,2022-10-09 21:07:20.0,214,35,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-10-14 02:38:53.0
61,102,Phụ nữ - Làm đẹp,101,73,1,0,ACT,2016-02-23 08:54:27.0,4,2016-11-28 14:47:13.0,113,102,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-10-14 02:38:53.0
62,100,Tâm linh phong thủy,1,0,1,0,ACT,2016-02-23 08:53:49.0,214,2022-10-09 21:11:10.0,214,100,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-10-14 02:38:53.0
63,106,Văn hóa nghệ thuật,103,92,1,0,ACT,2016-02-23 08:56:12.0,4,2016-11-28 14:52:09.0,113,106,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-10-14 02:38:53.0
64,113,Văn học Teen,41,71,1,0,ACT,2016-02-23 08:59:48.0,4,2016-11-28 15:32:56.0,113,113,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
65,158,Văn học kinh điển,71,69,1,0,ACT,2016-11-28 14:43:46.0,113,2016-11-29 16:58:09.0,113,158,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-10-14 02:38:53.0
66,74,Chuyên Ngành,1,0,1,0,INA,2016-02-23 08:16:41.0,4,2016-12-01 14:57:12.0,113,74,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-15 16:36:05.0
67,108,Tâm lý,36,75,1,0,INA,2016-02-23 08:56:32.0,4,2016-12-01 14:59:32.0,113,108,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
68,47,Tuổi thanh xuân của tôi,1,0,1,0,INA,2014-12-16 13:51:19.0,214,2016-12-01 15:00:05.0,214,47,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-15 16:36:05.0
69,38,Kỹ năng mềm,1,0,1,0,INA,2014-09-10 16:06:12.0,1,2016-12-01 16:18:00.0,162,38,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-15 16:36:05.0
70,40,Truyện dài - Tiểu thuyết,41,71,1,0,ACT,2014-09-10 16:06:49.0,1,2016-12-01 16:22:36.0,113,40,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
71,69,Kinh điển,1,0,1,4,ACT,2015-06-22 08:25:14.0,214,2022-10-09 18:14:45.0,214,69,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-11-04 01:29:43.0
72,138,Chăm sóc gia đình,1,0,1,5,ACT,2016-11-28 14:31:15.0,214,2022-10-09 21:12:06.0,214,138,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-10-12 02:41:51.0
73,90,Marketing - Bán hàng,60,35,1,0,ACT,2016-02-23 08:47:24.0,4,2016-12-01 16:28:38.0,113,90,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
74,115,Cổ tích - Thần thoại,47,45,1,0,ACT,2016-02-23 09:00:09.0,4,2016-12-01 16:28:38.0,113,115,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
75,125,Văn học thiếu nhi,47,45,1,0,ACT,2016-02-23 09:06:37.0,4,2016-12-01 16:28:38.0,113,125,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
76,149,Xuyên không,100,79,1,0,ACT,2016-11-28 14:39:38.0,113,2016-12-01 16:28:38.0,113,149,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
77,44,Truyện ngắn,41,71,1,0,ACT,2014-09-10 16:07:41.0,1,2016-12-01 16:30:30.0,113,44,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
78,57,Nuôi dạy con,72,138,1,0,ACT,2015-03-19 14:06:01.0,1,2016-12-01 16:30:30.0,113,57,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
79,81,Hài hước,41,71,1,0,ACT,2016-02-23 08:40:52.0,4,2016-12-01 16:30:30.0,113,81,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
80,86,Kinh dị,41,71,1,0,ACT,2016-02-23 08:45:01.0,4,2016-12-01 16:30:30.0,113,86,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
81,180,Phát triển bản thân ,82,176,1,0,ACT,2017-03-02 13:26:51.0,214,2017-03-10 16:41:50.0,214,180,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:08:38.0
82,176,Sách nói,1,0,1,0,ACT,2017-03-02 13:24:12.0,214,2017-03-23 15:59:38.0,214,176,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-15 16:36:05.0
83,53,Văn học hiện thực,1,0,1,20,INA,2015-03-17 09:21:03.0,1,2015-09-15 00:31:16.0,1,53,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-15 16:36:05.0
84,66,Tạp chí,1,0,1,3,INA,2015-03-27 14:50:41.0,1,2015-11-12 08:34:36.0,1,66,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-15 16:36:05.0
85,109,Y Dược,66,74,1,0,INA,2016-02-23 08:56:56.0,4,2016-02-23 08:56:56.0,4,109,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
86,119,Bài giảng - Giáo trình,96,76,1,0,INA,2016-02-23 09:03:21.0,4,2016-02-23 09:03:21.0,4,119,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
87,122,Đề thi - Đáp án,96,76,1,0,INA,2016-02-23 09:04:24.0,4,2016-02-23 09:04:24.0,4,122,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
88,43,Kiếm hiệp,41,71,1,0,ACT,2014-09-10 16:07:29.0,1,2016-03-04 10:04:26.0,4,43,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
89,95,Kiến thức kinh tế,60,35,1,0,ACT,2016-02-23 08:51:11.0,4,2016-03-04 10:15:15.0,4,95,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
90,101,Tâm lý - Giới tính,198,338,1,0,ACT,2016-02-23 08:54:09.0,4,2016-11-28 14:46:50.0,113,101,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-10-14 02:38:53.0
91,165,Sự kiện,103,92,1,0,ACT,2016-11-28 14:48:53.0,113,2016-11-28 14:48:53.0,113,165,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
92,104,Khoa học xã hội,103,92,1,0,ACT,2016-02-23 08:55:43.0,4,2016-11-28 14:51:41.0,113,104,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-10-14 02:38:53.0
93,94,Kỹ năng làm việc,101,73,1,0,ACT,2016-02-23 08:49:42.0,4,2016-11-28 15:00:33.0,113,94,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
94,103,Kỹ thuật - Công nghệ,103,92,1,0,ACT,2016-02-23 08:55:21.0,4,2016-11-29 15:51:00.0,113,103,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-10-14 02:38:53.0
95,72,Kinh Tế,1,0,1,0,INA,2016-02-23 08:15:07.0,4,2016-12-01 14:57:04.0,113,72,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-15 16:36:06.0
96,76,Tài Liệu,1,0,1,0,INA,2016-02-23 08:18:55.0,4,2016-12-01 14:58:51.0,113,76,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-15 16:36:06.0
97,114,Kiến thức - Kỹ năng,36,75,1,0,INA,2016-02-23 09:00:08.0,4,2016-12-01 14:59:38.0,113,114,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
98,82,Tâm Lý,41,71,1,0,DEL,2016-02-23 08:42:16.0,4,2016-12-01 16:17:40.0,162,82,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2018-09-10 23:21:47.0
99,39,Thơ - Tản văn,41,71,1,0,ACT,2014-09-10 16:06:30.0,1,2016-12-01 16:22:36.0,113,39,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-18 08:37:59.0
100,79,Ngôn tình,1,0,1,2,ACT,2016-02-23 08:23:22.0,214,2022-10-09 18:11:23.0,214,79,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-10-11 02:41:50.0
101,73,Kỹ năng,1,0,1,3,ACT,2016-02-23 08:16:10.0,214,2022-10-09 21:08:37.0,214,73,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2022-10-11 02:41:50.0
102,144,Khoa học - Công nghệ,1,0,1,9,ACT,2016-11-28 14:33:00.0,113,2016-12-01 16:25:27.0,113,144,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-15 16:36:06.0
1,0,N/A,0,0,0,0,ACT,NULL,0,NULL,0,0,2014-01-01 00:00:00.0,2020-12-30 00:00:00.0,1,1,2017-09-18 08:34:29.0
2,5,Đàn Ông,1,0,2,0,INA,2016-05-26 11:07:59.0,4,2016-05-26 11:07:59.0,4,5,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:08:38.0
3,55,Danh nhân,1,0,1,12,INA,2015-03-19 11:34:54.0,1,2015-09-15 00:31:15.0,1,55,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2017-09-15 16:36:05.0
