content_publishing_house_brid.content_id,content_publishing_house_brid.publishing_house_id,content_publishing_house_brid.content_type_key,content_publishing_house_brid.status
36428,862,1,1
36449,40,1,1
36449,893,1,1
36458,40,1,1
36458,175,1,1
36461,12,1,1
36461,40,1,1
36464,40,1,1
36464,675,1,1
36452,40,1,1
36452,899,1,1
36452,908,1,1
36467,40,1,1
36467,887,1,1
36470,12,1,1
36470,40,1,1
36473,40,1,1
36473,971,1,1
36473,974,1,1
36476,40,1,1
36476,923,1,1
36476,926,1,1
36479,40,1,1
36479,1001,1,1
36482,40,1,1
36485,40,1,1
36488,40,1,1
36491,40,1,1
36491,935,1,1
36494,40,1,1
36497,12,1,1
36497,40,1,1
36506,40,1,1
36506,992,1,1
36506,995,1,1
36500,40,1,1
36500,902,1,1
36500,911,1,1
36509,40,1,1
36509,817,1,1
36509,822,1,1
36515,40,1,1
36515,986,1,1
36515,989,1,1
36503,40,1,1
36503,953,1,1
36512,40,1,1
36512,826,1,1
36512,828,1,1
36518,40,1,1
36518,905,1,1
36518,914,1,1
36521,40,1,1
36521,917,1,1
36521,920,1,1
36524,40,1,1
36524,980,1,1
36524,983,1,1
36527,40,1,1
36527,929,1,1
36527,932,1,1
36530,40,1,1
36530,965,1,1
36530,968,1,1
36533,40,1,1
36533,762,1,1
36536,12,1,1
36536,40,1,1
36539,40,1,1
36539,881,1,1
36542,40,1,1
36542,1004,1,1
36542,1007,1,1
36545,12,1,1
36545,40,1,1
36548,40,1,1
36548,675,1,1
36548,878,1,1
36551,40,1,1
36551,893,1,1
36554,40,1,1
36554,175,1,1
36560,12,1,1
36560,40,1,1
36563,12,1,1
36563,40,1,1
36566,12,1,1
36566,40,1,1
36569,12,1,1
36569,40,1,1
36572,12,1,1
36572,40,1,1
36575,12,1,1
36575,40,1,1
36578,12,1,1
36578,40,1,1
36581,40,1,1
36581,899,1,1
36581,908,1,1
36584,40,1,1
36584,887,1,1
36587,40,1,1
36587,935,1,1
36590,40,1,1
36590,971,1,1
36590,974,1,1
36593,40,1,1
36593,992,1,1
36593,995,1,1
36596,40,1,1
36596,1001,1,1
36599,40,1,1
36599,902,1,1
36599,911,1,1
36611,40,1,1
36611,817,1,1
36611,822,1,1
36614,40,1,1
36614,986,1,1
36614,989,1,1
36617,40,1,1
36617,929,1,1
36602,40,1,1
36602,953,1,1
36605,40,1,1
36605,401,1,1
36608,40,1,1
36608,826,1,1
36608,828,1,1
36620,40,1,1
36620,905,1,1
36620,914,1,1
36557,12,1,1
36557,40,1,1
36623,40,1,1
36623,917,1,1
36623,920,1,1
36632,40,1,1
36632,980,1,1
36632,983,1,1
36626,40,1,1
36626,965,1,1
36626,968,1,1
36635,12,1,1
36635,40,1,1
36638,40,1,1
36638,881,1,1
36641,40,1,1
36641,1004,1,1
36641,1007,1,1
36644,40,1,1
36644,59,1,1
36647,12,1,1
36647,40,1,1
36650,12,1,1
36650,40,1,1
36653,40,1,1
36653,893,1,1
36656,40,1,1
36656,175,1,1
36659,40,1,1
36659,675,1,1
36665,12,1,1
36665,40,1,1
36662,40,1,1
36662,899,1,1
36662,908,1,1
36671,40,1,1
36671,887,1,1
36674,40,1,1
36674,59,1,1
36677,12,1,1
36677,40,1,1
36629,40,1,1
36629,762,1,1
36680,40,1,1
36680,971,1,1
36680,974,1,1
36683,40,1,1
36683,59,1,1
36686,40,1,1
36686,935,1,1
36698,40,1,1
36698,1001,1,1
36701,40,1,1
36704,40,1,1
36707,40,1,1
36710,40,1,1
36713,40,1,1
36716,40,1,1
36719,40,1,1
36722,40,1,1
36725,40,1,1
36728,40,1,1
36731,40,1,1
36731,992,1,1
36731,995,1,1
36689,40,1,1
36689,902,1,1
36689,911,1,1
36695,40,1,1
36695,817,1,1
36695,822,1,1
36737,40,1,1
36737,986,1,1
36737,989,1,1
36668,40,1,1
36668,826,1,1
36668,828,1,1
36692,40,1,1
36692,953,1,1
36734,40,1,1
36734,905,1,1
36734,914,1,1
36740,40,1,1
36740,917,1,1
36740,920,1,1
36743,40,1,1
36743,980,1,1
36743,983,1,1
36749,40,1,1
36749,923,1,1
36749,926,1,1
36755,40,1,1
36755,929,1,1
36746,40,1,1
36746,59,1,1
36752,40,1,1
36752,59,1,1
36758,40,1,1
36758,59,1,1
36761,40,1,1
36761,881,1,1
36764,40,1,1
36764,965,1,1
36764,968,1,1
36767,40,1,1
36767,1004,1,1
36767,1007,1,1
36770,40,1,1
36770,59,1,1
36773,40,1,1
36773,893,1,1
36776,40,1,1
36776,175,1,1
36779,40,1,1
36779,899,1,1
36779,908,1,1
36782,40,1,1
36782,887,1,1
36785,40,1,1
36785,935,1,1
36788,12,1,1
36788,40,1,1
36791,40,1,1
36791,971,1,1
36791,974,1,1
36797,40,1,1
36797,1001,1,1
36800,40,1,1
36800,992,1,1
36800,995,1,1
36803,40,1,1
36803,902,1,1
36803,911,1,1
36815,40,1,1
36815,929,1,1
36818,40,1,1
36818,817,1,1
36818,822,1,1
36824,40,1,1
36824,986,1,1
36824,989,1,1
36806,40,1,1
36806,953,1,1
36809,40,1,1
36812,40,1,1
36812,905,1,1
36812,914,1,1
36821,40,1,1
36821,826,1,1
36821,828,1,1
36809,401,1,1
36827,40,1,1
36827,980,1,1
36827,983,1,1
36833,40,1,1
36833,917,1,1
36833,920,1,1
36836,40,1,1
36836,675,1,1
36830,40,1,1
36830,965,1,1
36830,968,1,1
36839,40,1,1
36839,881,1,1
36842,12,1,1
36842,40,1,1
36845,40,1,1
36845,1004,1,1
36845,1007,1,1
36848,40,1,1
36848,923,1,1
36848,926,1,1
36851,40,1,1
36851,893,1,1
36854,12,1,1
36854,40,1,1
36857,40,1,1
36857,887,1,1
36860,40,1,1
36860,899,1,1
36860,908,1,1
36863,40,1,1
36863,992,1,1
36863,995,1,1
36869,40,1,1
36869,971,1,1
36869,974,1,1
36872,40,1,1
36872,1001,1,1
36875,40,1,1
36875,175,1,1
36878,12,1,1
36878,40,1,1
36881,40,1,1
36884,12,1,1
36884,40,1,1
36887,40,1,1
36887,59,1,1
36890,40,1,1
36890,59,1,1
36893,40,1,1
36896,40,1,1
36899,40,1,1
36899,59,1,1
36902,40,1,1
36905,40,1,1
36911,40,1,1
36917,40,1,1
36917,59,1,1
36920,40,1,1
36920,59,1,1
36908,40,1,1
36908,817,1,1
36908,822,1,1
36923,40,1,1
36923,929,1,1
36926,40,1,1
36926,902,1,1
36926,911,1,1
36932,40,1,1
36932,986,1,1
36932,989,1,1
36866,40,1,1
36866,826,1,1
36866,828,1,1
36914,40,1,1
36914,953,1,1
36929,40,1,1
36929,905,1,1
36929,914,1,1
36935,40,1,1
36935,980,1,1
36935,983,1,1
36938,40,1,1
36938,59,1,1
36941,40,1,1
36941,59,1,1
36944,40,1,1
36944,59,1,1
36947,40,1,1
36947,917,1,1
36947,920,1,1
31159,59,1,1
36950,40,1,1
36950,965,1,1
36950,968,1,1
36965,40,1,1
36965,881,1,1
36968,40,1,1
36968,1004,1,1
36968,1007,1,1
36971,12,1,1
36971,40,1,1
36974,40,1,1
36974,893,1,1
36980,40,1,1
36980,675,1,1
36986,12,1,1
36986,40,1,1
36953,40,1,1
36953,887,1,1
36989,40,1,1
36989,899,1,1
36989,908,1,1
37007,40,1,1
37007,992,1,1
37007,995,1,1
36959,40,1,1
36959,762,1,1
36977,40,1,1
36977,175,1,1
36995,40,1,1
36995,971,1,1
36995,974,1,1
36998,40,1,1
36998,1001,1,1
37001,40,1,1
37001,817,1,1
37001,822,1,1
37004,40,1,1
37004,929,1,1
37016,40,1,1
37016,986,1,1
37016,989,1,1
36956,40,1,1
36956,826,1,1
36956,828,1,1
36983,40,1,1
36983,953,1,1
36992,40,1,1
36992,401,1,1
37010,12,1,1
37010,40,1,1
37013,21,1,1
37013,40,1,1
37019,40,1,1
37019,917,1,1
37019,920,1,1
37022,40,1,1
37022,980,1,1
37022,983,1,1
37025,12,1,1
37025,40,1,1
37028,21,1,1
37028,40,1,1
37031,40,1,1
37031,881,1,1
37034,40,1,1
37034,965,1,1
37034,968,1,1
37043,40,1,1
37043,1004,1,1
37043,1007,1,1
37046,40,1,1
37046,902,1,1
37046,911,1,1
37049,40,1,1
37049,923,1,1
37049,926,1,1
37052,40,1,1
37052,893,1,1
37055,40,1,1
37055,675,1,1
37058,12,1,1
37058,40,1,1
37037,40,1,1
37037,887,1,1
37061,40,1,1
37061,992,1,1
37061,995,1,1
37064,40,1,1
37064,1010,1,1
37067,40,1,1
37067,905,1,1
37067,914,1,1
37070,21,1,1
37070,40,1,1
37073,21,1,1
37073,40,1,1
37076,21,1,1
37076,40,1,1
37079,12,1,1
37079,40,1,1
37106,40,1,1
37106,971,1,1
37106,974,1,1
37109,40,1,1
37109,175,1,1
37112,40,1,1
37112,1001,1,1
37115,21,1,1
37115,40,1,1
37085,40,1,1
37085,986,1,1
37085,989,1,1
37136,40,1,1
37136,817,1,1
37136,822,1,1
37139,40,1,1
37139,929,1,1
37040,40,1,1
37040,826,1,1
37040,828,1,1
37133,40,1,1
37133,953,1,1
36962,40,1,1
36962,762,1,1
37088,40,1,1
37091,40,1,1
37094,40,1,1
37097,40,1,1
37100,40,1,1
37103,40,1,1
37118,40,1,1
37121,40,1,1
37124,40,1,1
37127,40,1,1
37130,21,1,1
37130,40,1,1
37142,40,1,1
37142,917,1,1
37142,920,1,1
37145,40,1,1
37145,980,1,1
37145,983,1,1
37157,21,1,1
37157,40,1,1
37148,40,1,1
37148,965,1,1
37148,968,1,1
37160,40,1,1
37160,881,1,1
37163,40,1,1
37163,1004,1,1
37163,1007,1,1
37166,21,1,1
37166,40,1,1
37169,40,1,1
37169,893,1,1
37172,40,1,1
37172,675,1,1
37151,40,1,1
37151,887,1,1
37175,21,1,1
37175,40,1,1
37178,40,1,1
37178,992,1,1
37178,995,1,1
37181,40,1,1
37181,1010,1,1
37184,21,1,1
37184,40,1,1
37187,21,1,1
37187,40,1,1
37190,40,1,1
37190,971,1,1
37190,974,1,1
37193,40,1,1
37193,1001,1,1
37196,40,1,1
37196,902,1,1
37196,911,1,1
37199,40,1,1
37199,175,1,1
37208,40,1,1
37208,817,1,1
37208,822,1,1
37211,40,1,1
37211,905,1,1
37211,914,1,1
37214,40,1,1
37214,929,1,1
37217,40,1,1
37217,986,1,1
37217,989,1,1
37154,40,1,1
37154,826,1,1
37154,828,1,1
37202,40,1,1
37202,953,1,1
37205,40,1,1
37205,401,1,1
37220,40,1,1
37220,980,1,1
37220,983,1,1
37223,21,1,1
37223,40,1,1
37226,21,1,1
37226,40,1,1
37229,40,1,1
37229,917,1,1
37229,920,1,1
37232,21,1,1
37232,40,1,1
37235,40,1,1
37235,965,1,1
37235,968,1,1
37244,40,1,1
37244,1004,1,1
37244,1007,1,1
37247,21,1,1
37247,40,1,1
37250,40,1,1
37250,893,1,1
37253,40,1,1
37253,675,1,1
37256,21,1,1
37256,40,1,1
37241,40,1,1
37241,887,1,1
37259,40,1,1
37259,992,1,1
37259,995,1,1
37262,40,1,1
37262,1010,1,1
37265,21,1,1
37265,40,1,1
37268,40,1,1
37268,971,1,1
37268,974,1,1
37274,40,1,1
37274,1001,1,1
37277,40,1,1
37277,175,1,1
37280,40,1,1
37280,873,1,1
37283,12,1,1
37283,40,1,1
37289,40,1,1
37289,873,1,1
37292,40,1,1
37292,873,1,1
37304,40,1,1
37304,986,1,1
37304,989,1,1
37307,40,1,1
37307,929,1,1
37310,40,1,1
37310,817,1,1
37310,822,1,1
37238,40,1,1
37238,826,1,1
37238,828,1,1
37295,40,1,1
37295,953,1,1
37301,40,1,1
37301,401,1,1
37313,40,1,1
37313,917,1,1
37313,920,1,1
37316,40,1,1
37316,902,1,1
37316,911,1,1
37319,40,1,1
37319,980,1,1
37319,983,1,1
37322,12,1,1
37322,40,1,1
37331,40,1,1
37331,873,1,1
37334,40,1,1
37334,873,1,1
37337,40,1,1
37337,873,1,1
37340,40,1,1
37340,873,1,1
37325,40,1,1
37325,965,1,1
37325,968,1,1
37343,40,1,1
37343,1019,1,1
37346,40,1,1
37346,905,1,1
37346,914,1,1
37349,40,1,1
37349,1004,1,1
37349,1007,1,1
37358,40,1,1
37358,873,1,1
37361,40,1,1
37361,873,1,1
37364,40,1,1
37364,873,1,1
37367,12,1,1
37367,40,1,1
37370,40,1,1
37370,893,1,1
37373,40,1,1
37373,675,1,1
37376,40,1,1
37376,873,1,1
37328,40,1,1
37328,887,1,1
37379,40,1,1
37379,1010,1,1
37382,40,1,1
37382,992,1,1
37382,995,1,1
37397,12,1,1
37397,40,1,1
37400,12,1,1
37400,40,1,1
37388,40,1,1
37388,1013,1,1
37403,40,1,1
37403,971,1,1
37403,974,1,1
37406,40,1,1
37406,175,1,1
37409,40,1,1
37409,1001,1,1
37412,12,1,1
37412,40,1,1
37415,12,1,1
37415,40,1,1
37352,40,1,1
37352,762,1,1
37385,40,1,1
37385,923,1,1
37385,926,1,1
37391,40,1,1
37391,953,1,1
37394,40,1,1
37394,401,1,1
37418,40,1,1
37418,929,1,1
37421,40,1,1
37421,986,1,1
37421,989,1,1
37424,40,1,1
37424,917,1,1
37424,920,1,1
37427,40,1,1
37427,980,1,1
37427,983,1,1
37430,12,1,1
37430,40,1,1
37433,12,1,1
37433,40,1,1
37436,12,1,1
37436,40,1,1
37439,40,1,1
37439,965,1,1
37439,968,1,1
37445,40,1,1
37445,1004,1,1
37445,1007,1,1
37448,40,1,1
37448,1019,1,1
37451,40,1,1
37451,59,1,1
37454,12,1,1
37454,40,1,1
37466,40,1,1
37466,675,1,1
37469,40,1,1
37469,893,1,1
37442,40,1,1
37442,887,1,1
37472,40,1,1
37472,1010,1,1
37475,40,1,1
37475,992,1,1
37475,995,1,1
37478,40,1,1
37478,1022,1,1
37463,40,1,1
37463,1013,1,1
37481,40,1,1
37481,902,1,1
37481,911,1,1
37484,40,1,1
37484,175,1,1
37487,40,1,1
37487,971,1,1
37487,974,1,1
37490,40,1,1
37490,1001,1,1
37499,40,1,1
37499,929,1,1
37502,40,1,1
37502,905,1,1
37502,914,1,1
37505,40,1,1
37505,986,1,1
37505,989,1,1
37493,40,1,1
37493,953,1,1
37496,40,1,1
37496,401,1,1
37508,40,1,1
37508,917,1,1
37508,920,1,1
37511,40,1,1
37511,980,1,1
37511,983,1,1
37514,14,1,1
37514,40,1,1
37517,40,1,1
37517,923,1,1
37520,40,1,1
37520,965,1,1
37520,968,1,1
37526,40,1,1
37526,1019,1,1
37529,40,1,1
37529,1004,1,1
37529,1007,1,1
37355,40,1,1
37355,762,1,1
37532,40,1,1
37532,893,1,1
37535,40,1,1
37535,59,1,1
37538,40,1,1
37538,675,1,1
37523,40,1,1
37523,887,1,1
37541,40,1,1
37541,1010,1,1
37544,40,1,1
37544,59,1,1
37547,40,1,1
37547,59,1,1
37553,40,1,1
37553,59,1,1
37556,40,1,1
37556,992,1,1
37556,995,1,1
37559,12,1,1
37559,40,1,1
37562,40,1,1
37562,59,1,1
37568,12,1,1
37568,40,1,1
37565,40,1,1
37565,1013,1,1
37571,40,1,1
37571,1001,1,1
37574,40,1,1
37574,59,1,1
37577,40,1,1
37577,971,1,1
37577,974,1,1
37586,12,1,1
37586,40,1,1
37589,40,1,1
37589,929,1,1
37592,40,1,1
37592,986,1,1
37592,989,1,1
37580,40,1,1
37580,953,1,1
37583,40,1,1
37583,401,1,1
37595,40,1,1
37595,902,1,1
37595,911,1,1
37598,40,1,1
37598,917,1,1
37598,920,1,1
37601,40,1,1
37601,980,1,1
37601,983,1,1
37604,40,1,1
37604,905,1,1
37604,914,1,1
37607,40,1,1
37607,965,1,1
37607,968,1,1
37613,40,1,1
37613,1019,1,1
37616,40,1,1
37616,1004,1,1
37616,1007,1,1
37619,12,1,1
37619,40,1,1
37622,12,1,1
37622,40,1,1
37625,40,1,1
37625,893,1,1
37628,40,1,1
37628,675,1,1
37631,12,1,1
37631,40,1,1
37610,40,1,1
37610,887,1,1
37634,40,1,1
37634,1010,1,1
37637,40,1,1
37637,992,1,1
37637,995,1,1
37640,12,1,1
37640,40,1,1
37643,14,1,1
37643,40,1,1
37646,40,1,1
37646,923,1,1
37649,40,1,1
37649,1013,1,1
37652,40,1,1
37652,1001,1,1
37655,40,1,1
37655,971,1,1
37655,974,1,1
37661,40,1,1
37661,929,1,1
37664,40,1,1
37664,986,1,1
37664,989,1,1
37667,40,1,1
37667,953,1,1
37670,40,1,1
37670,401,1,1
37658,40,1,1
37658,980,1,1
37658,983,1,1
37673,40,1,1
37673,917,1,1
37673,920,1,1
37676,12,1,1
37676,40,1,1
37679,12,1,1
37679,40,1,1
37682,40,1,1
37682,1019,1,1
37685,40,1,1
37685,965,1,1
37685,968,1,1
37688,40,1,1
37688,1004,1,1
37688,1007,1,1
37691,14,1,1
37691,40,1,1
37694,40,1,1
37694,1025,1,1
37697,14,1,1
37697,40,1,1
37700,40,1,1
37700,893,1,1
37706,40,1,1
37706,1025,1,1
37709,40,1,1
37709,675,1,1
37712,40,1,1
37712,1025,1,1
37703,40,1,1
37703,1010,1,1
37715,40,1,1
37715,887,1,1
37718,40,1,1
37718,1025,1,1
37721,40,1,1
37721,992,1,1
37721,995,1,1
37724,40,1,1
37724,902,1,1
37724,911,1,1
37730,14,1,1
37730,40,1,1
37733,14,1,1
37733,40,1,1
37736,14,1,1
37736,40,1,1
37739,40,1,1
37739,1013,1,1
37742,40,1,1
37742,1031,1,1
37742,1034,1,1
37745,40,1,1
37745,1001,1,1
37748,40,1,1
37748,971,1,1
37748,974,1,1
37751,40,1,1
37751,905,1,1
37751,914,1,1
37757,12,1,1
37757,40,1,1
37760,12,1,1
37760,40,1,1
37754,40,1,1
37754,426,1,1
37763,40,1,1
37763,986,1,1
37763,989,1,1
37766,40,1,1
37766,929,1,1
37769,40,1,1
37769,953,1,1
37772,40,1,1
37772,401,1,1
37775,40,1,1
37775,923,1,1
37778,40,1,1
37778,980,1,1
37778,983,1,1
37781,40,1,1
37781,1037,1,1
37784,40,1,1
37784,59,1,1
37787,40,1,1
37787,1025,1,1
37790,40,1,1
37790,917,1,1
37790,920,1,1
37793,12,1,1
37793,40,1,1
37796,40,1,1
37796,965,1,1
37796,968,1,1
37808,40,1,1
37808,1019,1,1
37811,40,1,1
37811,1004,1,1
37811,1007,1,1
37802,40,1,1
37802,762,1,1
37814,40,1,1
37814,1025,1,1
37820,14,1,1
37820,40,1,1
37823,40,1,1
37823,675,1,1
37826,40,1,1
37826,893,1,1
37799,40,1,1
37799,887,1,1
37817,40,1,1
37817,1010,1,1
37829,14,1,1
37829,40,1,1
37832,40,1,1
37832,992,1,1
37832,995,1,1
37835,14,1,1
37835,40,1,1
37838,12,1,1
37838,40,1,1
37847,40,1,1
37847,1013,1,1
37850,40,1,1
37850,971,1,1
37850,974,1,1
37853,40,1,1
37853,1001,1,1
37856,40,1,1
37856,1067,1,1
37859,40,1,1
37859,1025,1,1
37865,40,1,1
37865,953,1,1
37871,40,1,1
37871,426,1,1
37880,40,1,1
37880,929,1,1
37889,40,1,1
37889,1070,1,1
37892,40,1,1
37892,986,1,1
37892,989,1,1
37868,40,1,1
37868,401,1,1
37883,40,1,1
37883,1031,1,1
37883,1034,1,1
37886,40,1,1
37886,902,1,1
37886,911,1,1
37895,40,1,1
37895,923,1,1
37841,40,1,1
37841,1037,1,1
37841,1040,1,1
37844,40,1,1
37844,980,1,1
37844,983,1,1
37862,40,1,1
37862,1025,1,1
37877,40,1,1
37877,1025,1,1
37898,40,1,1
37898,905,1,1
37898,914,1,1
37904,40,1,1
37904,917,1,1
37904,920,1,1
37907,40,1,1
37907,1025,1,1
37910,14,1,1
37910,40,1,1
37913,40,1,1
37913,965,1,1
37913,968,1,1
37916,14,1,1
37916,40,1,1
37919,40,1,1
37919,1019,1,1
37922,14,1,1
37922,40,1,1
37925,40,1,1
37925,1004,1,1
37925,1007,1,1
37928,40,1,1
37928,1025,1,1
37901,14,1,1
37901,40,1,1
37931,40,1,1
37931,1043,1,1
37931,1046,1,1
37937,40,1,1
37937,675,1,1
37940,40,1,1
37940,893,1,1
37943,40,1,1
37943,1025,1,1
37946,40,1,1
37946,1025,1,1
37949,14,1,1
37949,40,1,1
37934,40,1,1
37934,887,1,1
37952,40,1,1
37952,1010,1,1
37955,40,1,1
37955,992,1,1
37955,995,1,1
37961,40,1,1
37961,1025,1,1
37964,14,1,1
37964,40,1,1
37970,40,1,1
37970,1013,1,1
37973,40,1,1
37973,1001,1,1
37976,14,1,1
37976,40,1,1
37979,40,1,1
37979,971,1,1
37979,974,1,1
37982,40,1,1
37982,1025,1,1
37991,25,1,1
37991,40,1,1
37805,40,1,1
37805,762,1,1
37958,40,1,1
37958,986,1,1
37958,989,1,1
37967,40,1,1
37967,1070,1,1
37988,40,1,1
37988,953,1,1
37997,40,1,1
37997,426,1,1
38000,40,1,1
38000,929,1,1
37985,40,1,1
37985,401,1,1
38003,40,1,1
38003,923,1,1
37994,40,1,1
37994,980,1,1
37994,983,1,1
38006,40,1,1
38006,1037,1,1
38006,1040,1,1
38009,40,1,1
38009,1067,1,1
38012,40,1,1
38012,917,1,1
38012,920,1,1
38015,40,1,1
38015,965,1,1
38015,968,1,1
38027,40,1,1
38027,1031,1,1
38027,1034,1,1
38030,40,1,1
38030,1019,1,1
38033,40,1,1
38033,1004,1,1
38033,1007,1,1
38021,40,1,1
38021,1043,1,1
38021,1046,1,1
38024,40,1,1
38024,893,1,1
38036,14,1,1
38036,40,1,1
38039,40,1,1
38039,675,1,1
38042,14,1,1
38042,40,1,1
38045,14,1,1
38045,40,1,1
38048,14,1,1
38048,40,1,1
38051,40,1,1
38051,902,1,1
38051,911,1,1
38018,40,1,1
38018,887,1,1
38054,40,1,1
38054,905,1,1
38054,914,1,1
38057,40,1,1
38057,1010,1,1
38060,40,1,1
38060,992,1,1
38060,995,1,1
38063,40,1,1
38063,1013,1,1
38066,40,1,1
38066,1001,1,1
38069,40,1,1
38069,971,1,1
38069,974,1,1
38072,40,1,1
38072,929,1,1
38075,40,1,1
38075,426,1,1
38078,40,1,1
38078,1070,1,1
38084,40,1,1
38084,986,1,1
38084,989,1,1
38081,40,1,1
38081,923,1,1
38090,40,1,1
38090,401,1,1
38093,40,1,1
38093,953,1,1
38096,40,1,1
38096,1037,1,1
38096,1040,1,1
38099,14,1,1
38099,40,1,1
38102,14,1,1
38102,40,1,1
38108,25,1,1
38108,40,1,1
38105,14,1,1
38105,40,1,1
38111,40,1,1
38111,965,1,1
38111,968,1,1
38126,40,1,1
38126,1019,1,1
38132,40,1,1
38132,1004,1,1
38132,1007,1,1
38138,14,1,1
38138,40,1,1
38114,40,1,1
38114,1043,1,1
38114,1046,1,1
38147,40,1,1
38147,893,1,1
38153,40,1,1
38153,675,1,1
38165,25,1,1
38165,40,1,1
38171,14,1,1
38171,40,1,1
38117,40,1,1
38117,887,1,1
38120,40,1,1
38120,1082,1,1
38120,1085,1,1
38159,40,1,1
38159,1010,1,1
38177,40,1,1
38177,992,1,1
38177,995,1,1
38141,40,1,1
38141,1001,1,1
38150,40,1,1
38150,971,1,1
38150,974,1,1
38162,40,1,1
38162,980,1,1
38162,983,1,1
38180,40,1,1
38180,1013,1,1
38144,40,1,1
38144,929,1,1
38156,40,1,1
38156,1070,1,1
38168,40,1,1
38168,426,1,1
38183,40,1,1
38183,986,1,1
38183,989,1,1
38135,40,1,1
38135,1031,1,1
38135,1034,1,1
38174,40,1,1
38174,905,1,1
38174,914,1,1
38186,40,1,1
38186,953,1,1
38189,40,1,1
38189,401,1,1
38192,40,1,1
38192,1067,1,1
38195,40,1,1
38195,1037,1,1
38195,1040,1,1
38198,14,1,1
38198,40,1,1
38201,25,1,1
38201,40,1,1
38207,25,1,1
38207,40,1,1
38210,40,1,1
38210,965,1,1
38210,968,1,1
38219,40,1,1
38219,1100,1,1
38219,1106,1,1
38222,40,1,1
38222,1019,1,1
38225,14,1,1
38225,40,1,1
38228,40,1,1
38228,1004,1,1
38228,1007,1,1
38204,40,1,1
38204,1043,1,1
38204,1046,1,1
38213,40,1,1
38213,887,1,1
38216,40,1,1
38216,1082,1,1
38216,1085,1,1
38231,40,1,1
38231,893,1,1
38234,40,1,1
38234,675,1,1
38237,25,1,1
38237,40,1,1
38243,40,1,1
38243,1010,1,1
38246,40,1,1
38246,923,1,1
38249,40,1,1
38249,992,1,1
38249,995,1,1
38255,40,1,1
38255,1103,1,1
38255,1109,1,1
38258,40,1,1
38258,1013,1,1
38261,40,1,1
38261,980,1,1
38261,983,1,1
38264,40,1,1
38264,1001,1,1
38267,40,1,1
38267,971,1,1
38267,974,1,1
38123,40,1,1
38123,762,1,1
38270,40,1,1
38270,1070,1,1
38273,40,1,1
38273,986,1,1
38273,989,1,1
38276,40,1,1
38276,953,1,1
38279,40,1,1
38279,401,1,1
38282,40,1,1
38282,905,1,1
38282,914,1,1
38285,40,1,1
38285,426,1,1
38240,40,1,1
38240,1094,1,1
38240,1097,1,1
38288,40,1,1
38288,929,1,1
38291,40,1,1
38291,1037,1,1
38294,40,1,1
38294,1067,1,1
38297,40,1,1
38297,1031,1,1
38297,1034,1,1
38300,25,1,1
38300,40,1,1
38303,12,1,1
38303,40,1,1
38306,40,1,1
38306,965,1,1
38306,968,1,1
38321,40,1,1
38321,1100,1,1
38321,1106,1,1
38324,40,1,1
38324,1019,1,1
38327,40,1,1
38327,1004,1,1
38327,1007,1,1
38252,14,1,1
38252,40,1,1
38309,40,1,1
38309,1043,1,1
38309,1046,1,1
38330,12,1,1
38330,40,1,1
38333,14,1,1
38333,40,1,1
38336,25,1,1
38336,40,1,1
38339,35,1,1
38339,40,1,1
38342,40,1,1
38342,675,1,1
38345,14,1,1
38345,40,1,1
38348,40,1,1
38348,893,1,1
38351,12,1,1
38351,40,1,1
38312,40,1,1
38312,887,1,1
38315,40,1,1
38315,1082,1,1
38315,1085,1,1
38354,40,1,1
38354,980,1,1
38354,983,1,1
38357,40,1,1
38357,1010,1,1
38375,40,1,1
38375,1112,1,1
38375,1115,1,1
38378,40,1,1
38378,1001,1,1
38381,14,1,1
38381,40,1,1
38384,40,1,1
38384,59,1,1
38387,40,1,1
38387,59,1,1
38390,40,1,1
38390,992,1,1
38390,995,1,1
38396,40,1,1
38396,1013,1,1
38405,40,1,1
38405,971,1,1
38405,974,1,1
38408,40,1,1
38408,1103,1,1
38408,1109,1,1
38360,40,1,1
38360,426,1,1
38366,40,1,1
38366,1070,1,1
38417,40,1,1
38417,929,1,1
38420,40,1,1
38420,986,1,1
38420,989,1,1
38318,40,1,1
38318,1088,1,1
38369,40,1,1
38369,905,1,1
38369,914,1,1
38372,40,1,1
38372,923,1,1
38399,40,1,1
38399,953,1,1
38402,40,1,1
38402,401,1,1
38414,14,1,1
38414,40,1,1
38423,40,1,1
38423,1037,1,1
38423,1040,1,1
38426,40,1,1
38426,1094,1,1
38426,1097,1,1
38429,40,1,1
38429,1067,1,1
38435,14,1,1
38435,40,1,1
38129,40,1,1
38129,762,1,1
38438,40,1,1
38438,965,1,1
38438,968,1,1
38453,40,1,1
38453,1100,1,1
38453,1106,1,1
38456,40,1,1
38456,1031,1,1
38456,1034,1,1
38459,40,1,1
38459,1019,1,1
38462,40,1,1
38462,1004,1,1
38462,1007,1,1
38468,14,1,1
38468,40,1,1
38471,14,1,1
38471,40,1,1
38441,40,1,1
38441,1043,1,1
38441,1046,1,1
38465,40,1,1
38465,893,1,1
38477,40,1,1
38477,675,1,1
38480,14,1,1
38480,40,1,1
38486,25,1,1
38486,40,1,1
38489,21,1,1
38489,40,1,1
38492,14,1,1
38492,40,1,1
38495,14,1,1
38495,40,1,1
38498,21,1,1
38498,40,1,1
38444,40,1,1
38444,887,1,1
38447,40,1,1
38447,1082,1,1
38447,1085,1,1
38474,40,1,1
