publishing_house_dim.publishing_house_key,publishing_house_dim.publishing_house_id,publishing_house_dim.publishing_house_name,publishing_house_dim.publishing_house_addr,publishing_house_dim.publishing_house_website,publishing_house_dim.ordering,publishing_house_dim.status,publishing_house_dim.created_time,publishing_house_dim.created_by,publishing_house_dim.updated_time,publishing_house_dim.updated_by,publishing_house_dim.cmc_id,publishing_house_dim.valid_from,publishing_house_dim.valid_to,publishing_house_dim.version,publishing_house_dim.current,publishing_house_dim.last_mofidied
395,868,Một ngày của tôi có 48 giờ_我的一天有48小时,N/A,N/A,0,ACT,2021-09-02 13:19:00.0,214,2021-09-02 13:19:00.0,214,868,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:56.0
396,871,Lãng Nhân Môn_Một ngày CTC48G_FLC_TB_092021,N/A,N/A,0,ACT,2021-09-02 13:20:16.0,214,2021-09-02 13:20:16.0,214,871,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:56.0
397,873,ThBooks,N/A,N/A,0,ACT,2021-09-06 10:01:22.0,214,2021-09-06 10:01:22.0,214,873,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:56.0
100,116,Trần Hưởng,N/A,N/A,0,ACT,2017-08-07 09:48:04.0,214,2018-11-02 09:30:32.0,214,116,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2018-11-02 11:21:15.0
101,22,IGroup,N/A,N/A,0,ACT,2015-11-02 14:09:02.0,214,2018-11-02 09:42:18.0,214,22,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2018-11-02 11:21:15.0
102,221,Thánh Thiên Tiên Vực_FLC,N/A,N/A,0,ACT,2018-12-03 17:34:30.0,214,2018-12-19 18:07:46.0,214,221,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2018-12-19 23:21:15.0
103,224,Bổ Thiên Ký_补天记,N/A,N/A,0,ACT,2018-12-03 17:34:53.0,214,2018-12-19 17:54:32.0,214,224,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2018-12-19 23:21:15.0
104,227,Vũ Ngọc Anh_FLC,N/A,N/A,0,ACT,2018-12-05 08:58:11.0,214,2018-12-19 18:07:39.0,214,227,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2018-12-19 23:21:15.0
105,230,Fulybook_FLC,N/A,N/A,0,ACT,2018-12-07 09:21:52.0,214,2019-04-01 09:24:34.0,214,230,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-04-17 14:55:06.0
106,231,Vợ boss là công chúa_甜心V5：BOSS宠之过急,N/A,N/A,0,ACT,2018-12-07 17:34:25.0,214,2018-12-19 17:39:11.0,214,231,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2018-12-19 23:21:15.0
107,233,Nhặt được Vương phi tham tiền_且把年华赠天下,N/A,N/A,0,ACT,2018-12-14 17:54:11.0,214,2018-12-19 17:53:54.0,214,233,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2018-12-19 23:21:15.0
108,236,Duyệt Văn_Yuewen,N/A,N/A,0,ACT,2018-12-18 14:55:08.0,214,2018-12-19 17:33:32.0,214,236,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:54.0
109,239,Loan,N/A,N/A,0,ACT,2018-12-19 17:33:10.0,214,2018-12-20 07:47:55.0,214,239,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2018-12-20 11:21:15.0
110,228,Nhóm Flash_FLC,N/A,N/A,0,ACT,2018-12-05 14:05:04.0,214,2019-05-10 08:37:11.0,214,228,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-05-10 11:21:12.0
111,242,Tiếu thương khung_一生一世笑苍穹,N/A,N/A,0,ACT,2018-12-21 16:55:36.0,214,2019-01-10 13:51:37.0,214,242,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-01-13 11:21:15.0
112,245,Gặp đúng lúc yêu đúng người_甜蜜暴击：我的恋爱时光,N/A,N/A,0,ACT,2019-01-14 14:18:28.0,214,2019-03-11 16:04:29.0,214,245,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-04-17 14:55:06.0
113,252,Thiên Thanh_FLC,N/A,N/A,0,ACT,2019-01-20 09:16:39.0,214,2019-01-20 09:16:39.0,214,252,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-01-20 11:21:16.0
114,247,Phường Trà Sữa_FLC,N/A,N/A,0,ACT,2019-01-14 14:19:20.0,214,2019-01-23 11:33:56.0,214,247,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-01-23 23:21:16.0
115,255,Tiên Huyền_FLC,N/A,N/A,0,ACT,2019-01-30 09:28:57.0,214,2019-01-30 09:29:31.0,214,255,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-02-15 23:21:23.0
116,257,Nhật ký trở thành boss thời mạt thế_ 末世BOSS养成攻略,N/A,N/A,0,ACT,2019-01-30 09:32:43.0,214,2019-01-30 09:32:43.0,214,257,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-02-15 23:21:23.0
117,259,Đám cưới hào môn_豪门顶级盛婚,N/A,N/A,0,ACT,2019-03-01 15:21:16.0,214,2019-03-01 15:21:16.0,214,259,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-03-01 23:21:16.0
118,262,Cưng chiều cô vợ đanh đá_甜宠贴身辣妻,N/A,N/A,0,ACT,2019-04-11 16:39:11.0,214,2020-01-03 15:34:51.0,214,262,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:54.0
119,263,Tú An_FLC,N/A,N/A,0,ACT,2019-04-11 16:39:59.0,214,2019-04-11 16:39:59.0,214,263,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-04-17 14:55:06.0
120,269,Hứa với em một đời hoa nở_中华铅笔,N/A,N/A,0,ACT,2019-05-15 14:13:10.0,214,2019-05-15 14:13:10.0,214,269,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-06-19 23:21:17.0
121,266,Vân Linh San_FLC,N/A,N/A,0,ACT,2019-05-15 14:11:25.0,214,2019-05-15 14:13:38.0,214,266,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-06-19 23:21:17.0
122,270,Jasmine Milk Tea_FLC,N/A,N/A,0,ACT,2019-06-03 17:34:26.0,214,2019-06-03 17:34:26.0,214,270,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-06-19 23:21:17.0
123,272,Văn phòng Phấn Hồng_粉色事务所,N/A,N/A,0,ACT,2019-06-10 13:38:03.0,214,2019-06-11 08:10:39.0,214,272,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-06-19 23:21:17.0
124,275,Ấn Công Đức_功德印,N/A,N/A,0,ACT,2019-06-24 09:50:11.0,214,2019-07-01 16:01:45.0,214,275,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-01 23:21:10.0
125,276,Harley_FLC,N/A,N/A,0,ACT,2019-06-25 17:35:37.0,214,2019-06-25 17:35:37.0,214,276,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-06-25 23:21:09.0
126,279,Thiên kim báo thù_亿万甜宠:悍妻太撩人,N/A,N/A,0,ACT,2019-06-28 17:07:23.0,214,2019-06-28 17:07:23.0,214,279,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-06-28 23:21:09.0
127,282,Nữ vương thời thượng 重生之时尚女王,N/A,N/A,0,ACT,2019-07-05 17:29:49.0,214,2019-07-05 17:29:49.0,214,282,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-11 23:21:12.0
128,283,Nhóm dịch 1,N/A,N/A,0,ACT,2019-07-10 14:51:07.0,214,2019-07-10 14:51:21.0,214,283,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-11 23:21:12.0
129,285,Test_NhomBanLe1,N/A,N/A,0,ACT,2019-07-10 15:27:45.0,214,2019-07-10 15:28:10.0,214,285,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-11 23:21:12.0
130,288,Nhóm Mê Truyện_FLC,N/A,N/A,0,ACT,2019-07-11 16:24:07.0,214,2019-07-11 16:24:07.0,214,288,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-12 11:21:08.0
131,289,Điệp viên kỳ quái_诡谍,N/A,N/A,0,ACT,2019-07-11 16:24:41.0,214,2019-07-11 16:24:41.0,214,289,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-07-12 11:21:08.0
132,292,Legendary_FLC,N/A,N/A,0,ACT,2019-07-31 08:53:18.0,214,2019-09-18 08:52:32.0,214,292,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:54.0
133,295,Nhất Thế Thanh Xuân_FLC,N/A,N/A,0,ACT,2019-07-31 12:01:09.0,214,2019-07-31 12:01:09.0,214,295,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-08-02 11:21:12.0
134,305,Hà Diệp Dư_FLC,N/A,N/A,0,ACT,2019-07-31 12:03:03.0,214,2019-07-31 12:03:03.0,214,305,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-08-02 11:21:12.0
135,329,Cửa tiệm Trường Sinh_长生店,N/A,N/A,0,ACT,2019-08-01 10:51:57.0,214,2019-08-01 10:51:57.0,214,329,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-08-02 11:21:12.0
136,341,Sổ tay tâm thần phân liệt_精分养成手册,N/A,N/A,0,ACT,2019-08-01 10:53:57.0,214,2019-08-01 10:53:57.0,214,341,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-08-02 11:21:12.0
137,361,Thú trấn mộ_镇墓兽,N/A,N/A,0,ACT,2019-08-01 17:33:00.0,214,2019-08-01 17:33:00.0,214,361,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2019-08-02 11:21:12.0
138,42,Tạp chí Nhà Văn và Tác Phẩm,N/A,N/A,0,ACT,2015-11-02 15:47:45.0,214,2018-11-02 09:45:26.0,214,42,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:54.0
139,49,Liên Việt,N/A,N/A,0,ACT,2015-11-02 16:26:16.0,214,2018-11-02 09:45:48.0,214,49,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:54.0
140,52,Hà Thế,N/A,N/A,0,ACT,2015-11-02 16:26:24.0,214,2018-11-02 09:50:21.0,214,52,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:54.0
141,53,Amazon,N/A,N/A,0,ACT,2015-11-02 16:26:38.0,214,2018-11-02 09:46:34.0,214,53,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:54.0
142,56,YouBooks,N/A,N/A,0,ACT,2015-11-02 16:26:46.0,214,2018-11-02 09:46:37.0,214,56,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:54.0
143,238,Chineseall_17k,N/A,N/A,0,ACT,2018-12-19 17:32:49.0,214,2018-12-19 17:32:49.0,214,238,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:54.0
144,241,Changdu,N/A,N/A,0,ACT,2018-12-20 14:54:08.0,214,2018-12-20 14:54:08.0,214,241,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:54.0
145,243,Thịnh thế hôn nhân_盛世婚宠,N/A,N/A,0,ACT,2019-01-14 14:17:56.0,214,2019-01-14 14:17:56.0,214,243,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:54.0
146,258,Dưa Bở_FLC,N/A,N/A,0,ACT,2019-03-01 15:13:27.0,214,2019-03-01 15:13:27.0,214,258,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:54.0
147,274,Alibaba Literature,N/A,N/A,0,ACT,2019-06-11 08:10:20.0,214,2019-06-11 08:10:20.0,214,274,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:54.0
148,294,Bồ Đào Tửu_FLC,N/A,N/A,0,ACT,2019-07-31 11:58:26.0,214,2019-07-31 11:58:26.0,214,294,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:54.0
149,298,Củ Cải Trắng_FLC,N/A,N/A,0,ACT,2019-07-31 12:01:43.0,214,2019-07-31 12:01:43.0,214,298,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:54.0
150,301,Ngọc Dung_FLC,N/A,N/A,0,ACT,2019-07-31 12:02:09.0,214,2019-07-31 12:02:09.0,214,301,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
151,302,Tenten_FLC,N/A,N/A,0,ACT,2019-07-31 12:02:33.0,214,2019-07-31 12:02:33.0,214,302,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
152,306,Mốc_FLC,N/A,N/A,0,ACT,2019-07-31 12:03:27.0,214,2019-07-31 12:03:27.0,214,306,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
153,308,Chanh leo_FLC,N/A,N/A,0,ACT,2019-07-31 12:04:01.0,214,2019-07-31 12:04:01.0,214,308,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
154,311,Bối Nguyệt Nha_FLC,N/A,N/A,0,ACT,2019-07-31 12:04:28.0,214,2019-07-31 12:04:28.0,214,311,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
155,314,Tử Hồng Miên_FLC,N/A,N/A,0,ACT,2019-07-31 12:04:58.0,214,2019-07-31 12:04:58.0,214,314,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
156,316,Danbi_FLC,N/A,N/A,0,ACT,2019-07-31 12:05:22.0,214,2019-07-31 12:05:22.0,214,316,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
157,317,Hoài Thương_FLC,N/A,N/A,0,ACT,2019-07-31 12:06:16.0,214,2019-07-31 12:06:16.0,214,317,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
158,318,Heaven Zhang_FLC,N/A,N/A,0,ACT,2019-07-31 12:06:48.0,214,2019-07-31 12:06:48.0,214,318,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
159,321,Nam thần khó theo đuổi_重回三岁撩男神,N/A,N/A,0,ACT,2019-08-01 10:49:58.0,214,2019-08-01 10:49:58.0,214,321,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
160,324,Phi tử điên cuồng: Huyễn linh sư cực phẩm_废材狂妃：极品幻灵师,N/A,N/A,0,ACT,2019-08-01 10:51:00.0,214,2019-08-01 10:51:00.0,214,324,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
161,327,Bạn gái tôi là mèo_我的女友是只猫,N/A,N/A,0,ACT,2019-08-01 10:51:26.0,214,2019-08-01 10:51:26.0,214,327,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
162,332,Mỹ nhân quạt hợp hoan_团扇美人,N/A,N/A,0,ACT,2019-08-01 10:52:18.0,214,2019-08-01 10:52:18.0,214,332,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
163,333,Yêu đương không đứng đắn_不正经恋爱,N/A,N/A,0,ACT,2019-08-01 10:52:46.0,214,2019-08-01 10:52:46.0,214,333,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
164,335,"Hoàng đế là ""chó độc thân""_皇帝是条单身狗",N/A,N/A,0,ACT,2019-08-01 10:53:07.0,214,2019-08-01 10:53:07.0,214,335,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
165,338,Nghề làm mẹ_全职妈妈向前冲,N/A,N/A,0,ACT,2019-08-01 10:53:29.0,214,2019-08-01 10:53:29.0,214,338,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
166,342,Huống hồ tuổi xuân đang tàn úa_况是青春日将暮,N/A,N/A,0,ACT,2019-08-01 10:54:19.0,214,2019-08-01 10:54:19.0,214,342,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
167,345,Gái già muốn lấy chồng_娇妻狂想娶,N/A,N/A,0,ACT,2019-08-01 10:54:38.0,214,2019-08-01 10:54:38.0,214,345,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
168,346,Hoa hồng trắng_洛丽玛丝玫瑰,N/A,N/A,0,ACT,2019-08-01 10:54:58.0,214,2019-08-01 10:54:58.0,214,346,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
169,347,Sơ Cửu của Lục Hào_六爻之初九,N/A,N/A,0,ACT,2019-08-01 10:55:19.0,214,2019-08-01 10:55:19.0,214,347,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
170,349,Ảnh đế thị phi_影帝黑料有点多,N/A,N/A,0,ACT,2019-08-01 10:55:45.0,214,2019-08-01 10:55:45.0,214,349,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
171,350,"Tán đi, khắc đổ_撩我我就从了你",N/A,N/A,0,ACT,2019-08-01 10:57:41.0,214,2019-08-01 10:57:41.0,214,350,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
172,353,Cái bẫy dài hơi của ảnh đế_影帝的最长套路,N/A,N/A,0,ACT,2019-08-01 10:58:54.0,214,2019-08-01 10:58:54.0,214,353,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
173,354,Dược sư trùng sinh năm 1979_重生七九之财貌双全,N/A,N/A,0,ACT,2019-08-01 10:59:23.0,214,2019-08-01 10:59:23.0,214,354,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
174,357,Uông Xưởng Công_春闺秘录：厂公太撩人,N/A,N/A,0,ACT,2019-08-01 11:00:06.0,214,2019-08-01 11:00:06.0,214,357,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
175,358,Hội chứng không kết hôn_不婚症候群,N/A,N/A,0,ACT,2019-08-01 11:00:43.0,214,2019-08-01 11:00:43.0,214,358,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
176,364,Cưng chiều cô vợ quân nhân_病少枭宠纨绔军妻,N/A,N/A,0,ACT,2019-08-20 17:21:52.0,214,2019-11-19 09:33:11.0,214,364,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
177,367,China Lit,N/A,N/A,0,ACT,2019-08-21 16:31:48.0,214,2019-08-21 16:31:48.0,214,367,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
178,369,Tu chân liêu thiên quần_修真聊天群,N/A,N/A,0,ACT,2019-08-21 16:43:55.0,214,2019-08-21 16:43:55.0,214,369,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
179,370,Bảo bối giá trên trời_天价宝贝：爹地，超给力！,N/A,N/A,0,ACT,2019-08-21 16:45:18.0,214,2019-08-21 16:45:18.0,214,370,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
180,373,Gió ấm không bằng anh thâm tình_暖风不及你情深,N/A,N/A,0,ACT,2019-09-03 11:43:55.0,214,2019-09-03 11:43:55.0,214,373,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
181,376,Duy nhất là em_暗黑系暖婚,N/A,N/A,0,ACT,2019-09-03 11:44:23.0,214,2019-09-03 11:44:23.0,214,376,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
182,379,Siêu thần cơ giới sư_超神机械师,N/A,N/A,0,ACT,2019-09-03 11:44:53.0,214,2019-09-03 11:44:53.0,214,379,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
183,382,Thanh xuân bắt đầu từ khi gặp anh_青春从遇见他开始,N/A,N/A,0,ACT,2019-09-03 11:45:28.0,214,2019-09-03 11:45:28.0,214,382,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
184,385,Siêu cấp gen thần_超级神基因,N/A,N/A,0,ACT,2019-09-03 11:45:57.0,214,2019-09-03 11:45:57.0,214,385,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
185,387,Thiên hậu trở về_重生娱乐圈：天后归来,N/A,N/A,0,ACT,2019-09-03 11:46:27.0,214,2019-09-03 11:46:27.0,214,387,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
186,388,Triệu hoán mộng yểm_召唤梦魇,N/A,N/A,0,ACT,2019-09-03 11:46:54.0,214,2019-09-03 11:46:54.0,214,388,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
187,391,Tôi là trùm đứng sau màn_我是幕后大佬,N/A,N/A,0,ACT,2019-09-03 11:47:30.0,214,2019-09-03 11:47:30.0,214,391,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
188,393,Thời đại game quật khởi_重启游戏时代,N/A,N/A,0,ACT,2019-09-03 11:47:52.0,214,2019-09-03 11:47:52.0,214,393,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
189,394,Ngài Cố thân mến_我亲爱的顾先生,N/A,N/A,0,ACT,2019-09-03 11:48:25.0,214,2019-09-03 11:48:25.0,214,394,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
190,395,Luận kiếm toàn cầu_全球论剑,N/A,N/A,0,ACT,2019-09-03 11:49:12.0,214,2019-09-03 11:49:12.0,214,395,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
191,398,Cục cưng ôm cái nào_恶魔吻上瘾：甜心，抱一抱,N/A,N/A,0,ACT,2019-09-03 11:49:42.0,214,2019-09-03 11:49:49.0,214,398,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
192,401,Y phẩm phong hoa_医品风华,N/A,N/A,0,ACT,2019-09-03 11:50:21.0,214,2019-09-03 11:50:21.0,214,401,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
193,403,Tiểu thư thần toán_神算大小姐,N/A,N/A,0,ACT,2019-09-03 11:50:44.0,214,2019-09-03 11:50:44.0,214,403,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
194,406,Tam thốn nhân gian_三寸人间,N/A,N/A,0,ACT,2019-09-03 11:51:41.0,214,2019-09-03 11:51:41.0,214,406,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
195,407,Khu vui chơi đáng sợ_惊悚乐园,N/A,N/A,0,ACT,2019-09-03 16:08:03.0,214,2019-09-03 16:08:03.0,214,407,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
196,410,Quậy Tung Hogwarts_舌尖上的霍格沃茨,N/A,N/A,0,ACT,2019-09-03 16:08:30.0,214,2019-09-03 16:08:30.0,214,410,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
197,412,Hệ thống quán net_系统的黑科技网吧,N/A,N/A,0,ACT,2019-09-03 16:09:18.0,214,2019-09-03 16:09:18.0,214,412,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
198,414,Cuộc đổ bộ của Pokemon_精灵之全球降临,N/A,N/A,0,ACT,2019-09-03 16:09:41.0,214,2019-09-03 16:09:41.0,214,414,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
199,416,Em là cả nhân gian của anh_我的人间都是你,N/A,N/A,0,ACT,2019-09-03 16:10:15.0,214,2019-09-03 16:10:15.0,214,416,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
200,417,Thiên hậu tiểu thanh mai_天后小青梅：竹马大叔，要抱抱,N/A,N/A,0,ACT,2019-09-03 16:10:49.0,214,2019-09-03 16:10:49.0,214,417,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
201,418,Đặc công vườn trường_校园女特工,N/A,N/A,0,ACT,2019-09-03 16:11:22.0,214,2019-09-03 16:11:22.0,214,418,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
202,421,Nhất nộ thành tiên_一怒成仙,N/A,N/A,0,ACT,2019-09-03 16:11:49.0,214,2019-09-03 16:11:49.0,214,421,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
203,424,Âu thần_欧神,N/A,N/A,0,ACT,2019-09-03 16:12:15.0,214,2019-09-03 16:12:15.0,214,424,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
204,426,Xin chào thiếu tướng đại nhân_你好，少将大人,N/A,N/A,0,ACT,2019-09-03 16:12:40.0,214,2019-09-03 16:12:40.0,214,426,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
205,427,Vua mua sắm tam giới_三界代购王,N/A,N/A,0,ACT,2019-09-06 23:16:48.0,214,2019-09-06 23:16:48.0,214,427,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
206,430,Ánh Mai_FLC,N/A,N/A,0,ACT,2019-09-06 23:17:21.0,214,2019-09-06 23:17:21.0,214,430,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
207,432,Bậc thầy thẻ bài_超神制卡师,N/A,N/A,0,ACT,2019-09-09 11:07:04.0,214,2019-09-09 11:07:04.0,214,432,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
208,434,Cải Trắng_FLC,N/A,N/A,0,ACT,2019-09-12 08:29:29.0,214,2019-09-12 08:29:29.0,214,434,2000-01-01 00:00:00.0,2200-01-01 00:00:00.0,1,1,2021-09-17 20:34:55.0
