user_id,event,account_id,content_id
7476812,reading,36525636,31014
7008739,reading,21653665,24422
7927447,read,37858788,2359
7919695,read,37829161,12007
8003293,reading,38075924,40580
7920699,reading,37834944,33959
7508466,reading,24358585,25362
