user_id,event,account_id,content_id
7919695,read,37829161,28165
7947623,reading,37926523,33332
7538593,reading,18415704,30349
3793516,reading,23355389,38210
7931792,read,37873483,35021
7919695,read,37829161,12007
7931792,read,37873483,35021
3158826,reading,19837532,43004
8006268,reading,38080324,35894
7931792,read,37873483,35021
8014659,read,38100299,41849
4829357,reading,26191753,24812
7938652,reading,37897931,37523
