user_id,event,account_id,content_id
8006852,reading,38080809,35066
2397128,reading,14418235,25594
4611594,reading,25641321,43685
7919695,read,37829161,12007
4039042,reading,24201849,31690
7920699,reading,37834944,33959
7919695,read,37829161,32974
7919695,read,37829161,12007
1456795,read,7462687,37574
7919695,read,37829161,32974
8013640,reading,38097290,36032
2744322,reading,17516876,31383
1456795,read,7462687,37574
